premise,hypothesis,gpt_label
"Ukx uñisiyätwa, kullakaparux sapüruw arxayiriyäta, ukham sirinawa, janiw wal lurktat sasina.",Kullakapax chiqpachans janiw kun lurañs yatkanati.,1
"Ukx uñisiyätwa, kullakaparux sapüruw arxayiriyäta, ukham sirinawa, janiw wal lurktat sasina.",Jupax walpun kullakaparux uñch'ukiniwayi.,1
"Ukhamax utaparuw sartha, ukat purisax kawknïr jawsañ jakhurutix jawsañaxakan ukapachparuw jawsta.",Mayt'asit jawsañap mayt'asisin jawstha.,1
"Ukhamax utaparuw sartha, ukat purisax kawknïr jawsañ jakhurutix jawsañaxakan ukapachparuw jawsta.",Uka jawsañarux utar purisax jawstha.,0
"Ukhamax utaparuw sartha, ukat purisax kawknïr jawsañ jakhurutix jawsañaxakan ukapachparuw jawsta.","Jawsañaxanawa, ukat janiw jawskt kunasa.",2
"Ukhamax ukarux jichharmanthiw purintani, uy, armt'asiwa… mä jiskt'xamak jiskt'asamachtha, jupaw mantanisamachi, janiw kuns amuyxti.","Jichhürux sartwa, ukat janiw khitirus kuns uñjankti.",1
"Ukhamax ukarux jichharmanthiw purintani, uy, armt'asiwa… mä jiskt'xamak jiskt'asamachtha, jupaw mantanisamachi, janiw kuns amuyxti.","Jichhürux jimnasyun uñacht'ayastha, jupax qhipt'atakiw purini, ukatxa aruntituwa.",1
"Ukhamax ukarux jichharmanthiw purintani, uy, armt'asiwa… mä jiskt'xamak jiskt'asamachtha, jupaw mantanisamachi, janiw kuns amuyxti.","Jichharmanthiw uñacht'ayastha, ukat jupax jutarakikitaynawa.",1
Janiw kawkir saratasp yatipkayätti.,Janiw kawkir tama jaqin sarataps uka interestatalanx yatiskanati.,1
Janiw kawkir saratasp yatipkayätti.,Janiw kawkir jaqin saratapas yatiskänti.,1
Janiw kawkir saratasp yatipkayätti.,Kawkirutix sarapkän ukx yatipxayätwa.,2
"Nayax ukankaskayätwa, armasxakim, antisasins manq'asir sarxä. Manq'at awtjxitäna.",Janiw akch's manq'atx awtjkitanati.,2
"Nayax ukankaskayätwa, armasxakim, antisasins manq'asir sarxä. Manq'at awtjxitäna.","Manq'at awtjitäna, ukhamipanx manq'ax manq'antxtwa.",0
"Nayax ukankaskayätwa, armasxakim, antisasins manq'asir sarxä. Manq'at awtjxitäna.","Walpun manq'atjamax jiwaskayäta, ukhamipanx uka manq'añ utaruw sartha.",0
"Ukhamax, may säma, jichhürux niyapuniw jaytanuquniwayxtha.",Niyapuniw jaytaniwayxtha.,0
"Ukhamax, may säma, jichhürux niyapuniw jaytanuquniwayxtha.","Walpun thithiyapxitu, janipuniw kunkipans llamp'uchasiñjamakanati.",1
"Ukhamax, may säma, jichhürux niyapuniw jaytanuquniwayxtha.",Janipuniw kunkipans akch's amuyujanx jaytañax utjkänti.,2
"Waranqh kimsaqallq patak kimsaqalltunkanin ukamaranakan yuritayna,jan ukaxa niyapuniw 1888 jan ukax 1889 marana.",1900 mara nayraqataw yuritayna.,0
"Waranqh kimsaqallq patak kimsaqalltunkanin ukamaranakan yuritayna,jan ukaxa niyapuniw 1888 jan ukax 1889 marana.",1880 jallu qallta phaxsin yutirtayna.,1
"Waranqh kimsaqallq patak kimsaqalltunkanin ukamaranakan yuritayna,jan ukaxa niyapuniw 1888 jan ukax 1889 marana.",1974 janiw uka markamax yurkataynati.,1
"Uka turnillumpix janiw sinti manqhakam q'iwintañakaspati, jaqi chuymap jank'akiw usuchjasma.",Uka turnillux jaqin chuymapx usuchjaspawa.,0
"Uka turnillumpix janiw sinti manqhakam q'iwintañakaspati, jaqi chuymap jank'akiw usuchjasma.","Janiw uka turnillux kamachakanisa, juk'amp wakisirirjam q'iwintaskakim.",1
"Uka turnillumpix janiw sinti manqhakam q'iwintañakaspati, jaqi chuymap jank'akiw usuchjasma.","Uka turnillux sunqururuw manti, ukhamarus chuymarux janiw walt'aykaspati.",1
"camichinak katuqta Del Rio TX uksaru sarxañataki, kunasati ukanxta, sapxarakituwa LAUGHLIN AIR FORCE uksa tuqiruw sarañaxana.",Del Rio uksa tuqiruw khitapxitu irnaqañataki.,0
"camichinak katuqta Del Rio TX uksaru sarxañataki, kunasati ukanxta, sapxarakituwa LAUGHLIN AIR FORCE uksa tuqiruw sarañaxana.",Janipuniw Texas ukarux sarkthi.,2
"camichinak katuqta Del Rio TX uksaru sarxañataki, kunasati ukanxta, sapxarakituwa LAUGHLIN AIR FORCE uksa tuqiruw sarañaxana.",2001 maransti Fuerza Aerea Del Rio uksa tuqiruw khitanukupxitu.,1
"Taqinipuniw champan umapxi, ukhamarus janiw taqinpach churatanakx umantapkiti; qhiparir champanx wawanakaw umantxapxi, ukhamax nanakax ukankasipktwa, ukan muytas muytasaw uka champan umantapxta.",Wawanakax 3 wutill champan umantapxatayna.,1
"Taqinipuniw champan umapxi, ukhamarus janiw taqinpach churatanakx umantapkiti; qhiparir champanx wawanakaw umantxapxi, ukhamax nanakax ukankasipktwa, ukan muytas muytasaw uka champan umantapxta.",Wawanakax mä juk'a champan umantapxi.,0
"Taqinipuniw champan umapxi, ukhamarus janiw taqinpach churatanakx umantapkiti; qhiparir champanx wawanakaw umantxapxi, ukhamax nanakax ukankasipktwa, ukan muytas muytasaw uka champan umantapxta.","Taqpach phistapuniw q'ala wañäna, janiw kuna alkuls umapkiti.",2
Walja kunayman sarnaqäwinakapuniw q'alañch markanx utji.,Janiw kuna sarnaqäws ist'kti.,2
Walja kunayman sarnaqäwinakapuniw q'alañch markanx utji.,Walja sarnaqäwinakapuniw pallapallanakxatx utji.,1
Walja kunayman sarnaqäwinakapuniw q'alañch markanx utji.,Walja sarnaqäwipuniw parlasi.,0
"Awyun apnaqañax yatiñakiwa, yant'asaw yatsusi, jichhax yatxtawa.",Janiw awyun apnaqañxatx kuns yant'kti.,2
"Awyun apnaqañax yatiñakiwa, yant'asaw yatsusi, jichhax yatxtawa.",Awyun apnaqañ yant'añax walja kunanakpun yatichasi.,0
"Awyun apnaqañax yatiñakiwa, yant'asaw yatsusi, jichhax yatxtawa.","Awyunanak apnaqañax kunjams samanx uñjsna, ukanak yatichasi.",1
Ukax chikja aruskipäwinaw sañ muntha.,Janiw kunxat aruskipats amuykti.,1
Ukax chikja aruskipäwinaw sañ muntha.,"Amuyatatx kunxatpuns aruskipataski, ukaw wali jan parlañjamäna.",1
Ukax chikja aruskipäwinaw sañ muntha.,Kunxattix parlaski ukx amuyxtwa.,1
"Mä Cubanunakan puriwipxat pasakiptatayna, ukhamipans Rudolph Anderson juparuw jaquqapxatayna.",Taqpach awyunapuniw jan kuna illapt'atan uñjasipxatayna.,2
"Mä Cubanunakan puriwipxat pasakiptatayna, ukhamipans Rudolph Anderson juparuw jaquqapxatayna.",Cuba markanx jaquqatataynawa.,0
"Mä Cubanunakan puriwipxat pasakiptatayna, ukhamipans Rudolph Anderson juparuw jaquqapxatayna.",Llamay phaxsin uka Cuba awyunax jaquqatatayna.,0
"Amuyatatx ukax nayrir luräw amtaskt ukaw jisk'akayat ukhatxa, juk'ampis kunawsatix jan walinak lurkayät ukarjama.",Qhanpachanx janipuniw kuns jisk'äkayat ukhatx amtaskti.,2
"Amuyatatx ukax nayrir luräw amtaskt ukaw jisk'akayat ukhatxa, juk'ampis kunawsatix jan walinak lurkayät ukarjama.",Jichhürkamas jan walt'atax uñjasiskaktwa.,1
"Amuyatatx ukax nayrir luräw amtaskt ukaw jisk'akayat ukhatxa, juk'ampis kunawsatix jan walinak lurkayät ukarjama.",Ukax nayr nayr amtasiwixawa.,0
"Qhanpachanx janiw kunäkanatix ch'iyar jañchiniñax ukax qhanäkanati, amuyatatx ukanawa, yatxtawa, ukapuniskanawa, yatxtawa, khaya 1930 qallta maranakana, lurapxataynawa.",Aynachawjanx wali ch'amapuninaw ch'iya janchiniñaxa.,1
"Qhanpachanx janiw kunäkanatix ch'iyar jañchiniñax ukax qhanäkanati, amuyatatx ukanawa, yatxtawa, ukapuniskanawa, yatxtawa, khaya 1930 qallta maranakana, lurapxataynawa.",Wali jasakinaw ch'iyar janchiniñaxa!,1
"Qhanpachanx janiw kunäkanatix ch'iyar jañchiniñax ukax qhanäkanati, amuyatatx ukanawa, yatxtawa, ukapuniskanawa, yatxtawa, khaya 1930 qallta maranakana, lurapxataynawa.",Ukapachanx wali ch'amapuninaw ch'iyar janchiniñaxa.,0
Janiw kawkir sarasts yatipkanati.,Taqinipuniw kawkirutix sarapkän ukax yatipxäna.,2
Janiw kawkir sarasts yatipkanati.,Janiw khitis kawknïr utar sarañ yatkanati.,1
Janiw kawkir sarasts yatipkanati.,Purïwitx janiw khitis yatkanati.,1
"Janiw Augusta ukawjanakanx qhiparapkasapanati, kunañaykutix jaqinakax kuntix lurañ munapkan ukx yatxapxanawa, jupanakarux kunas pasasapana, jupanakanawa.",Jaqinakax janiw q'aranakatap yatipkanati.,2
"Janiw Augusta ukawjanakanx qhiparapkasapanati, kunañaykutix jaqinakax kuntix lurañ munapkan ukx yatxapxanawa, jupanakarux kunas pasasapana, jupanakanawa.",Jaqinakax ch'iyar janchinitap ukhamarak amirikan yuritap yatipxanawa.,1
"Janiw Augusta ukawjanakanx qhiparapkasapanati, kunañaykutix jaqinakax kuntix lurañ munapkan ukx yatxapxanawa, jupanakarux kunas pasasapana, jupanakanawa.",Jaqinakax jan q'aranakatap yatipxanawa.,1
"Jisa, ukhamawa, uka wawax akankaskiwa.",Uka wawax akankaskiwa.,0
"Jisa, ukhamawa, uka wawax akankaskiwa.",Uka jaqix anchhichhitakipuniw 2 k'atakipuniw uñstasinki.,1
"Jisa, ukhamawa, uka wawax akankaskiwa.",Uka chachax janipuniw kunawsas akar jutkiti.,2
Uka uñtan tiliwishunan uñtasipkayäta.,Janiw tiliwichunanipkayätti.,2
Uka uñtan tiliwishunan uñtasipkayäta.,Tiliwichun uñch'ukisipkayäta.,0
Uka uñtan tiliwishunan uñtasipkayäta.,Tiliwichunan yatiyäwinak uñtasipkayäta.,0
"Ukhamax amuyatatx, mayamp Ramunamp parlä.",Janipuniw kunawsas Ramunamp parlkti.,2
"Ukhamax amuyatatx, mayamp Ramunamp parlä.",Mayamp Ramunampix parltha.,0
"Ukhamax amuyatatx, mayamp Ramunamp parlä.",Wali suma aski aruskipawipuninawa.,1
"Kaiser maynikiw Cubankiritx apaqata, jamuqanakampiw lurasi, ukatx chiqak Washington Andrews Air Force ukar jalawayxi.",10000 jaqinakaw Cuban jiwarapxi.,1
"Kaiser maynikiw Cubankiritx apaqata, jamuqanakampiw lurasi, ukatx chiqak Washington Andrews Air Force ukar jalawayxi.",Maynikiw Cuban jiwi.,2
"Kaiser maynikiw Cubankiritx apaqata, jamuqanakampiw lurasi, ukatx chiqak Washington Andrews Air Force ukar jalawayxi.",Mayni papakiw Cuban jan walt'awipanx jiwi.,2
"Um ukat jupax munataja, siwa…siwa…siwa…janipuniw kunjamtix jakäwit amuyktx uka amuykista.",Jupax janipuniw kuns amuykti.,2
"Um ukat jupax munataja, siwa…siwa…siwa…janipuniw kunjamtix jakäwit amuyktx uka amuykista.","Jupax taqikunpun jakäwitx yatta, sataynawa.",1
"Um ukat jupax munataja, siwa…siwa…siwa…janipuniw kunjamtix jakäwit amuyktx uka amuykista.","Jupax jupam amuyux kunjamtix aka uraqinx sarnaqañäk ukax utjtam, situwa, ukhamarus arkañaxakinawa.",1
"Ukatxa, katjtwa, ukhamat wali kusjam amuyasi. Kuns ukamp luriristxa?","Kunjam luran sasarak sapxpachäna, janiw aliqatakx uñstayksnati.",1
"Ukatxa, katjtwa, ukhamat wali kusjam amuyasi. Kuns ukamp luriristxa?","Janiw kunatakipunix apnaqatäskchi, janiw amuyxtti.",1
"Ukatxa, katjtwa, ukhamat wali kusjam amuyasi. Kuns ukamp luriristxa?","Kunatakitix apnaqasiñapäki, ukx sum sum amuytxa.",1
"Mä k'atak churita, jumatix parlt'añ munst ukhaxa, um, sarxä",Anchhichhitpach sarxañatakix wakichatäxtwa.,0
"Mä k'atak churita, jumatix parlt'añ munst ukhaxa, um, sarxä",Mä k'atak munthxa.,0
"Mä k'atak churita, jumatix parlt'añ munst ukhaxa, um, sarxä",Mä k'atak amuyujanak apthapisiwayxañatakix munthxa.,1
"Ukhamipanx Wachington D.C. ukaruw sartha, janiw chiqak kawkirutix sarañaxakan ukar sarkthi.",Janipuniw kunawsas Washington D.C. ukarux sarkti.,2
"Ukhamipanx Wachington D.C. ukaruw sartha, janiw chiqak kawkirutix sarañaxakan ukar sarkthi.",Uñjirijar uñjiriw D.C. ukarux sartha.,0
"Ukhamipanx Wachington D.C. ukaruw sartha, janiw chiqak kawkirutix sarañaxakan ukar sarkthi.",Aka markan kapitalaparuw sartha.,0
Ch'iyar janchin janq'u janchin chiktat jaqinawa.,Jupax wali ch'iyart'at janchinipuninawa.,2
Ch'iyar janchin janq'u janchin chiktat jaqinawa.,Jupax mayj janq'ullanaw ch'iyar janchin jaqiw sañatakixa.,1
Ch'iyar janchin janq'u janchin chiktat jaqinawa.,"Jupax wali jank'akinawa, taqi mayninakat sipansa.",1
"Ukhapipansa, tatatayitux janir sarkasax mä jach'a qiruruw lichimp chukulatimp wakt'ayarapitu.",Tatayitux mä juk'a lichimp chukulatimp niwirat apsusin churitu.,0
"Ukhapipansa, tatatayitux janir sarkasax mä jach'a qiruruw lichimp chukulatimp wakt'ayarapitu.",Tatayitux mä qiru lich churitu.,0
"Ukhapipansa, tatatayitux janir sarkasax mä jach'a qiruruw lichimp chukulatimp wakt'ayarapitu.","Tatayituw janiw kunkipans uka xaxu umanak umañaxakti, siwa.",1
DOT jupax uka uchasiñanak alaniñapanawa.,"Uka Sarnaqañatakat Uñjirix mwja jikxatatayna, alkilkamayaxa.",1
DOT jupax uka uchasiñanak alaniñapanawa.,Uraqimp uka ikipunankampix DOT ukan alatataynawa.,1
DOT jupax uka uchasiñanak alaniñapanawa.,Kimsa waranqhan waranqhapataynaw ukha DOT uksankirinakax payllapxatayna.,1
Jupax yurxpachanawa.,2010 maran yuriñap suyatänawa.,1
Jupax yurxpachanawa.,Jupax yurxañapanawa.,0
Jupax yurxpachanawa.,Jupax janiw yurkañapanati.,2
"Ukhamatwa, jayar puritax yattwa.","Janiw kun lurataxs yatkti, uka yatiytwa.",1
"Ukhamatwa, jayar puritax yattwa.","Uñtanakaparjamax 40% ukha atiptxa, sasaw sayäta.",1
"Ukhamatwa, jayar puritax yattwa.","Kuntix atipktxa, uk yatwa, sayätwa.",1
"Walikiwa, ist'itasmati?",Jichpach ist'itasmati?,1
"Walikiwa, ist'itasmati?",Kuntix jiskt ukx ist'asmati?,0
"Walikiwa, ist'itasmati?",Jan ist'kista ukx yatxtwa.,2
"Mmm, janit khtisa? Janipuniw kun ullarats amuykt sasamachaktaway, ukhamarus, kunawsatix iskuylanx jach'axayat ukja, janit mä pankax jan ullarañjam ukhamarak wali muxst'ayaljam utjkäna?",Harry Potteran pankanakap ullarañax munastamti?,1
"Mmm, janit khtisa? Janipuniw kun ullarats amuykt sasamachaktaway, ukhamarus, kunawsatix iskuylanx jach'axayat ukja, janit mä pankax jan ullarañjam ukhamarak wali muxst'ayaljam utjkäna?",Uñisit munasit pankanakax utjtamti?,1
"Mmm, janit khtisa? Janipuniw kun ullarats amuykt sasamachaktaway, ukhamarus, kunawsatix iskuylanx jach'axayat ukja, janit mä pankax jan ullarañjam ukhamarak wali muxst'ayaljam utjkäna?",Kawknïr pankanaktix ullarktax uka pankanakatx yatxapxiwa.,1
"Mä jisk'a mich'intiriw mayjt'ayatäna, ukhamarus uka pilutun samsuñapax walikiskanawa.",Uka turnillux samanarux mayjt'ayiwa.,1
"Mä jisk'a mich'intiriw mayjt'ayatäna, ukhamarus uka pilutun samsuñapax walikiskanawa.","Uka turnillux jisk'akiwa, ukhamarus qullqirakiwa.",1
"Mä jisk'a mich'intiriw mayjt'ayatäna, ukhamarus uka pilutun samsuñapax walikiskanawa.","Janiw turnillunakax utjkiti, wutunanakakiwa.",1
"Jupax, jan llakisimti, yatxtawa, pach apst'ashkakim, siwa.",Jupax jank'akiw lurat situwa.,1
"Jupax, jan llakisimti, yatxtawa, pach apst'ashkakim, siwa.",Janiw kunäkanis ukhamatix jayapachan ukhax situwa.,1
"Jupax, jan llakisimti, yatxtawa, pach apst'ashkakim, siwa.",Jupax juk'amp k'achitatak sarät situwa.,1
"Kennedy irptirix pilutunakarux ""Tatanaka, wali kusa jamuqanakawa"", sasina.",Kennedyx janiw uñt'xataynati.,2
"Kennedy irptirix pilutunakarux ""Tatanaka, wali kusa jamuqanakawa"", sasina.",Kennedyx Fuerza Aérea ukankir pilutunakampiw aruskipi.,0
"Kennedy irptirix pilutunakarux ""Tatanaka, wali kusa jamuqanakawa"", sasina.",Kennedyx pilutunakampiw aruskipi.,0
Nayax q'ala tukjatakirist ukhamaw amuyasiyäta.,Akat 10 k'atanakat tukuyä sasaw jista.,1
Nayax q'ala tukjatakirist ukhamaw amuyasiyäta.,Janiw kunapachas tukuyaskanit sasaw jistha.,1
Nayax q'ala tukjatakirist ukhamaw amuyasiyäta.,Niyapuniw tukuyt sasaw jistha.,0
Taqpach qillqaqañarupuniw uchastha.,Uka kunanakatix aruskipatak uk qillqaqañaruw uchastha.,0
Taqpach qillqaqañarupuniw uchastha.,Janiw kun qillqañas jayraskti.,2
Taqpach qillqaqañarupuniw uchastha.,Taqpach lurañanaktix jiski ukpun qillqaqtha.,1
"Janiwa, jupax 1900 maran yuri, 16 maraninawa, ukhamatxa 1926 maranapachanawa, yatxtawa, janir 1930 marakipananawa.",1 uru chinuqa phaxsinkasin 1900 maran yuritayna.,0
"Janiwa, jupax 1900 maran yuri, 16 maraninawa, ukhamatxa 1926 maranapachanawa, yatxtawa, janir 1930 marakipananawa.",Jupax aka pacha qalltaw yuri.,1
"Janiwa, jupax 1900 maran yuri, 16 maraninawa, ukhamatxa 1926 maranapachanawa, yatxtawa, janir 1930 marakipananawa.",Jupax janiw 1943 marakam yurkiti.,0
Ukhamax wali wakiskirinawa.,"Qawqhxtix manq'antirjamakayätxa, ukatuqitx wal yatiñ munayäta.",1
Ukhamax wali wakiskirinawa.,Janiw kuns yatiñ munakayätti.,1
Ukhamax wali wakiskirinawa.,Wali wakiskir jikxattha.,0
"Kullakapax q'ara jaqit pasayasisapanawa, ukhamat pasapuniwa.",Kullakapax taqit sipans wali suma p'itikillapuninawa.,1
"Kullakapax q'ara jaqit pasayasisapanawa, ukhamat pasapuniwa.","Qhanpachanxa, kullapakapax q'aranawa.",0
"Kullakapax q'ara jaqit pasayasisapanawa, ukhamat pasapuniwa.",Sher kullakapax wali llakitänawa.,1
Ukhamax wali achachituxanaw awkiñatakixa.,27 mar jilïrinawa.,1
Ukhamax wali achachituxanaw awkiñatakixa.,Jupax jupatsipans wali sullkanawa.,2
Ukhamax wali achachituxanaw awkiñatakixa.,Jupax jupatsipanx wali jilirinawa.,1
"Ukawa, naya 922 sapa chachakiw wali wakiskiriyäta, uka yaqha jaqix ch'amachirikinawa.",Janipuniw khitis ch'amañchkataynati.,2
"Ukawa, naya 922 sapa chachakiw wali wakiskiriyäta, uka yaqha jaqix ch'amachirikinawa.",Mä chachaw tamarux ch'amañchatayna.,0
"Ukawa, naya 922 sapa chachakiw wali wakiskiriyäta, uka yaqha jaqix ch'amachirikinawa.",Ma chachaw ch'amañchatayna.,1
"Wakichäwiw purinin uk lup'isktha, yatxtawa, nayamp apsuñataki, yatxtawa, nayas mayjt'aykirist ukham tuqxapxituwa.",Janiw jupax kunkipans jutkanit ukx yatiyätwa.,1
"Wakichäwiw purinin uk lup'isktha, yatxtawa, nayamp apsuñataki, yatxtawa, nayas mayjt'aykirist ukham tuqxapxituwa.",Nuwasir jutatapx yatiyätwa.,1
"Wakichäwiw purinin uk lup'isktha, yatxtawa, nayamp apsuñataki, yatxtawa, nayas mayjt'aykirist ukham tuqxapxituwa.",Arsutajax janiw walt'aykaspat ukham amuyayätxa.,1
"Ukhamax, ukhamäpan, janiw akch'a walikaspas janiw pantasipkt sañaxa.",Mä qawqha pantasitanakax walikiskiwa.,1
"Ukhamax, ukhamäpan, janiw akch'a walikaspas janiw pantasipkt sañaxa.",Janjamakiw pantasiñasx munapkasamachanati.,1
"Ukhamax, ukhamäpan, janiw akch'a walikaspas janiw pantasipkt sañaxa.",Janiw kuna pantapant arsuñas munkanati.,1
"Ukatxa, uh ukampirus, amuyiristwa, arumjarux janiw ikiñjamaxanati.",Janiw arumax ikiñ atxti.,0
"Ukatxa, uh ukampirus, amuyiristwa, arumjarux janiw ikiñjamaxanati.",Jan ikiyir jan wali samkanakampix samkasiskaktwa.,1
"Ukatxa, uh ukampirus, amuyiristwa, arumjarux janiw ikiñjamaxanati.",Arumax mä asuwawakirists ukhamaw iktha.,1
"Kunatix jupar wal arxatkaspa, ukaninawa.",Jupax uka pampa anunakatx jark'aqasirjamanawa.,1
"Kunatix jupar wal arxatkaspa, ukaninawa.",Jupax sum jark'aqasirjamanawa.,0
"Kunatix jupar wal arxatkaspa, ukaninawa.",Jupax wali wali llaythapuninawa.,1
"Um, jan wiras sasitapata--",Jupax taqikunatix yatisiñapakan uk satayna.,1
"Um, jan wiras sasitapata--",Janipuniw kuns uka jark'aqasiñtuqitx sapkituti.,1
"Um, jan wiras sasitapata--",Yaqhippachanakax janiw sapkituti.,1
Ukhamax aka chiqawjan qamapxtxa.,Utasax akawjanakankanawa.,0
Ukhamax aka chiqawjan qamapxtxa.,Utasax akawjat jayankanawa.,1
Ukhamax aka chiqawjan qamapxtxa.,Utasax akat pä cuadrankiwa.,1
"Jank'akipuniw parlarpayaski, jawsañtuqiw aruskipaski.",Wali k'achakipuniw parlaski.,1
"Jank'akipuniw parlarpayaski, jawsañtuqiw aruskipaski.",iPhonetuqiw parlaski.,1
"Jank'akipuniw parlarpayaski, jawsañtuqiw aruskipaski.",Jawsañtuqiw parlaski.,0
"Janiw kuns amtirjamäkti, ukhamarus mä akatjamat wal jump'irtha, iskuylar nayrïr urus sarkirist ay ukhama, ukatxa aka urux wali qariñans qariñ urupuninawa.",Yatiqañ utan qalltañatakix wali k'uchikiskayatwa.,1
"Janiw kuns amtirjamäkti, ukhamarus mä akatjamat wal jump'irtha, iskuylar nayrïr urus sarkirist ay ukhama, ukatxa aka urux wali qariñans qariñ urupuninawa.",Yatiqañ utar sarañat llakisiski.,1
"Janiw kuns amtirjamäkti, ukhamarus mä akatjamat wal jump'irtha, iskuylar nayrïr urus sarkirist ay ukhama, ukatxa aka urux wali qariñans qariñ urupuninawa.",Jisk'a wawanakamp yatiqir sarañan llakitaskayätwa.,1
"Jisa, St. Louis anqaxan qamayätxa, Jefferson Markampit St. Louis MO markampita.",Texasan qamayäta.,1
"Jisa, St. Louis anqaxan qamayätxa, Jefferson Markampit St. Louis MO markampita.",Mossouri ukan mä q'illu utan qamayäta.,1
"Jisa, St. Louis anqaxan qamayätxa, Jefferson Markampit St. Louis MO markampita.",Missourinkaskayätwa.,0
"Del Rio ukawjan mä chiqawjaruw yatiyaskayäta, Ukatxa Laughlin Air Force ukar sarañaxanawa, Uka utjnuqäwix jichhaw jist'arasiskäna.",Laughlin Aérea utjnuqax mä juk'ampachanak jist'antasiwayiwa.,1
"Del Rio ukawjan mä chiqawjaruw yatiyaskayäta, Ukatxa Laughlin Air Force ukar sarañaxanawa, Uka utjnuqäwix jichhaw jist'arasiskäna.",Laughlin Fuerza Aérea utjnuqax sapakutis jist'aratapuniskanawa.,1
"Del Rio ukawjan mä chiqawjaruw yatiyaskayäta, Ukatxa Laughlin Air Force ukar sarañaxanawa, Uka utjnuqäwix jichhaw jist'arasiskäna.",Laughlin Fuerza Aérea utjnuqax 10 000 pallapallanakan utapanawa.,1
Kunjamsay luram nayatakix walikiskaniwa.,Kawknir sam ajllitamas walikiskaniwa.,1
Kunjamsay luram nayatakix walikiskaniwa.,Taqi amtanak iyawsañaxawa.,1
Kunjamsay luram nayatakix walikiskaniwa.,Kunjam tukuyatamas walikiskaniwa.,1
"Alayar uñtkasax kawkinkitix Ramunax uk amuyxtwa, ukat jawstha.",Ramonarux utajaruw jawstha.,0
"Alayar uñtkasax kawkinkitix Ramunax uk amuyxtwa, ukat jawstha.",Ramonarux kawkinkis ukatakiw jawstha.,0
"Alayar uñtkasax kawkinkitix Ramunax uk amuyxtwa, ukat jawstha.",Ramonarux janiw yäqxti.,1
"Ukhamikipanxa, Fuerza Aérea uksankirinakax SR71 uk ali, jichhax CIA ukankirinakamp irnaqkasax A-12 ukrak ali.",Fuerza Aérea uksankirinakax 18 awyunanak ali.,1
"Ukhamikipanxa, Fuerza Aérea uksankirinakax SR71 uk ali, jichhax CIA ukankirinakamp irnaqkasax A-12 ukrak ali.",Fuerza Aérea uksankirinakas awyunanak alapxi.,0
"Ukhamikipanxa, Fuerza Aérea uksankirinakax SR71 uk ali, jichhax CIA ukankirinakamp irnaqkasax A-12 ukrak ali.",Fuerza Aérea uksankirinakax janiw kuna amtanipkanasa.,2
Ukhamax kullakapan chachapax q'ararakikinati?,Kullakapax mä ch'iyar janchin jaqimp jaqichatawa.,1
Ukhamax kullakapan chachapax q'ararakikinati?,Kullakapax jaqichatawa.,0
Ukhamax kullakapan chachapax q'ararakikinati?,Kullakapax sapakiskiwa.,1
"Jilkas jilkasax, janipuniw pantasitapx iyawskanati, ukampirus sarnaqäwipx mayjt'ayiwa.",Jupax janipuniw kunkipans sarnaqäwipx mayjt'aykiti.,2
"Jilkas jilkasax, janipuniw pantasitapx iyawskanati, ukampirus sarnaqäwipx mayjt'ayiwa.","Jupax janipuniw pantastwa, sasax jiskanati.",2
"Jilkas jilkasax, janipuniw pantasitapx iyawskanati, ukampirus sarnaqäwipx mayjt'ayiwa.",Jupax janiw uka chichi pastilatx kamskanasa.,1
"Tiyuja, jupax wali suma jaqiwa.",Tiyujampix kawkhs sarakiristwa.,1
"Tiyuja, jupax wali suma jaqiwa.",Tiyujax mä qamaqiwa.,1
"Tiyuja, jupax wali suma jaqiwa.",Tiyujax wali suma jaqipuniwa.,0
"Kawkintix kullakajax jakki, ukawjaruw sartha. Chachapax irnaqaskanawa, wali sum p'iqimpipuniw irnaqi, ukat nayax utaparux sartha.",Khiyarujax pallapallanak taypinkanawa.,1
"Kawkintix kullakajax jakki, ukawjaruw sartha. Chachapax irnaqaskanawa, wali sum p'iqimpipuniw irnaqi, ukat nayax utaparux sartha.",Khiyarujax irnaqaskanawa.,1
"Kawkintix kullakajax jakki, ukawjaruw sartha. Chachapax irnaqaskanawa, wali sum p'iqimpipuniw irnaqi, ukat nayax utaparux sartha.",Jilajax janipuniw isthapiskiti.,1
"Lup'ikipiristwa. Ukhamaxa, saräxa, yaqhaw naya lant sarani, ukat amtasiristwa, ay Tatitu!",Nayat lantix yaqharux sarayasapanach ukham amuytha.,1
"Lup'ikipiristwa. Ukhamaxa, saräxa, yaqhaw naya lant sarani, ukat amtasiristwa, ay Tatitu!",Khitiy naya lantx uka tantachäwinx sartchini ukham amuyayätxa.,0
"Lup'ikipiristwa. Ukhamaxa, saräxa, yaqhaw naya lant sarani, ukat amtasiristwa, ay Tatitu!",Janiw khitimpirus saraykiristätti.,2
"Mä k'atan qillqañ misajax tuluqinini, walikiskiwa, uka qillqañ misajat apsusiskakim, churam, churam, churam, churam, churam",Sapakuntiy may may arsu.,1
"Mä k'atan qillqañ misajax tuluqinini, walikiskiwa, uka qillqañ misajat apsusiskakim, churam, churam, churam, churam, churam","Jank'akiw may may parli, janiw kun lurats amuykiti.",1
"Mä k'atan qillqañ misajax tuluqinini, walikiskiwa, uka qillqañ misajat apsusiskakim, churam, churam, churam, churam, churam","Jupax wali q'aphawa, ukhamarus wali llamp'u chuymaniwa.",1
