premise,hypothesis,gpt_reply
6 In den fünfundfünfzig Jahren vor dem Bürgerkrieg benutzte der Gerichtshof diese Macht sparsam.,Der Gerichtshof nutze diese Macht gelegentlich in den Dekaden bis zum Bürgerkrieg.,"neutral
"
6 In den fünfundfünfzig Jahren vor dem Bürgerkrieg benutzte der Gerichtshof diese Macht sparsam.,Das Gericht hat diese Macht in den fünfundfünfzig Jahren vor dem Bürgerkrieg viermal genutzt.,"neutral
"
6 In den fünfundfünfzig Jahren vor dem Bürgerkrieg benutzte der Gerichtshof diese Macht sparsam.,Der Gerichtshof nutzte diese Macht 5 Millionen mal in den fünf und fünfzig Jahren führend bis zum Bürgerkrieg.,"contradiction
"
"Ich versichere Ihnen, mein Herr, dass ich über alles informiert war.","I sage dir, dass mir über alles Wissen gegeben wurde.","entailment
"
"Ich versichere Ihnen, mein Herr, dass ich über alles informiert war.",Es ist der Tod des Detektives über den ich informiert wurde.,"neutral
"
"Ich versichere Ihnen, mein Herr, dass ich über alles informiert war.",Es gibt viele Kleinigkeiten die vor mir versteckt wurden.,"contradiction
"
Die Geräusche störten Captain Blood von seinen verdrossenen Träumereien.,Captain Blood konnte ohne Unterbrechung in seinen verärgerten Gedanken schwelgen.,"contradiction
"
Die Geräusche störten Captain Blood von seinen verdrossenen Träumereien.,Kapitän Bloods Gedanken wurden durch ein paar Geräusche unterbrochen.,"entailment
"
Die Geräusche störten Captain Blood von seinen verdrossenen Träumereien.,Die Schreie des Welpen risen den Kapitän aus seinen Gedanken.,"neutral
"
"Doch ich kann nicht vergessen, dass du mich, als ich wenig mehr als ein Sklave im Haushalt deines Onkels in Barbados war, mit einer gewissen Freundlichkeit behandelt hast.","Sie haben mich gütig behandelt, als ich Sklave auf Barbados war.","entailment
"
"Doch ich kann nicht vergessen, dass du mich, als ich wenig mehr als ein Sklave im Haushalt deines Onkels in Barbados war, mit einer gewissen Freundlichkeit behandelt hast.",Du warst unglaublich grausam zu mir und behandeltest mich schlimmer als Dreck.,"contradiction
"
"Doch ich kann nicht vergessen, dass du mich, als ich wenig mehr als ein Sklave im Haushalt deines Onkels in Barbados war, mit einer gewissen Freundlichkeit behandelt hast.","Als dein Onkel mich besessen hat, hat er mich jeden Tag verprügelt.","contradiction
"
"Dort, nicht mehr als drei Meilen entfernt, war Land - eine unebene Wand aus kräftigem Grün, die den westlichen Horizont füllte.",Eine üppige Landschaft war in Sichtweite.,"entailment
"
"Dort, nicht mehr als drei Meilen entfernt, war Land - eine unebene Wand aus kräftigem Grün, die den westlichen Horizont füllte.","Die Insel, der sie sich näherten, war unbewohnt.","neutral
"
"Dort, nicht mehr als drei Meilen entfernt, war Land - eine unebene Wand aus kräftigem Grün, die den westlichen Horizont füllte.","Sie konnten meilenweit kein Land erkennen, nur unendliches Meer.","contradiction
"
Ich bin der Gesandte seiner Majestät für diese barbarischen Gebiete und der nahe Verwandte meines Herrn Sunderland.,Seine Majestät hat Abgesandte und ich bin einer davon.,"entailment
"
Ich bin der Gesandte seiner Majestät für diese barbarischen Gebiete und der nahe Verwandte meines Herrn Sunderland.,Seine Majestät hat mich vor etwa einer Woche hierhergeschickt.,"neutral
"
Ich bin der Gesandte seiner Majestät für diese barbarischen Gebiete und der nahe Verwandte meines Herrn Sunderland.,Ich nehme keine Anweisungen von seiner Majestät an.,"contradiction
"
"Ich schulde es dir - oder dachte ich tat es, sagte er.","Er hatte nicht gedacht, dass er dir irgendetwas schulden würde.","entailment
"
"Ich schulde es dir - oder dachte ich tat es, sagte er.","Er schuldet dir noch was für deine Hilfe, als du noch ein Bettler warst.","contradiction
"
"Ich schulde es dir - oder dachte ich tat es, sagte er.",Er dachte er schuldet dir etwas.,"entailment
"
"Ich hätte es besser wissen sollen, als nachts so nahe bei Jamaika zu sein.",Ich bin nach Sonnenuntergang in die Nähe von Jamaika gereist.,"entailment
"
"Ich hätte es besser wissen sollen, als nachts so nahe bei Jamaika zu sein.",Ich bin mit einem großen Boot nach Jamaica gereist.,"neutral
"
"Ich hätte es besser wissen sollen, als nachts so nahe bei Jamaika zu sein.",Meine Frau und ich kamen am helllichten Tag in Jamaica an.,"neutral
"
"Bloods Gedanken drehten sich darum und um andere Angelegenheiten, während er auf der Schlafcouch ausruhte.",Blood schlief einen gedankenlosen Schlaf auf seinem Ruhebett.,"contradiction
"
"Bloods Gedanken drehten sich darum und um andere Angelegenheiten, während er auf der Schlafcouch ausruhte.","Blood grübelte, während er sich ausruhte.","entailment
"
"Bloods Gedanken drehten sich darum und um andere Angelegenheiten, während er auf der Schlafcouch ausruhte.","Blood dachte angestrengt darüber nach, wann er seine Mutter das letzte Mal gesehen hatte.","neutral
"
"Klar, dann erzähl ich dir.","Also gut, ich werde Ihnen davon erzählen.","entailment
"
"Klar, dann erzähl ich dir.",Ich werde dir kein Wort sagen.,"contradiction
"
"Klar, dann erzähl ich dir.","Es ist nur, weil du mir versprochen hast, das nicht zu wiederholen, dass ich es dir erzähle.","entailment
"
Ah! Und wie könnte das sein?,"Jemand fragt, welcher Weg zu nehmen sei.","entailment
"
Ah! Und wie könnte das sein?,"Der Fragen stellende ist alleine und hat niemanden, mit dem er sich beraten kann.","neutral
"
Ah! Und wie könnte das sein?,Der Fragesteller ist in Eile und muss sofort den Weg kennen.,"neutral
"
Ich gewähre die Königskommission nicht leichtfertig.,"Den Auftrags des König's zu gewähren, ist gegen meine Moral.","neutral
"
Ich gewähre die Königskommission nicht leichtfertig.,Ich habe gründlich über den Auftrag des Königs nachgedacht.,"entailment
"
Ich gewähre die Königskommission nicht leichtfertig.,"Ich unterzeichnete den Haftbefehl, um die Kommission des Königs ohne einen zweiten Gedanken zu gewähren.","contradiction
"
"Ihm wurde klar, dass er sich unter Umständen schnell zurückziehen muss.","Ihm wurde klar, dass er den ganzen Tag Zeit hatte sich zurückzuziehen.","contradiction
"
"Ihm wurde klar, dass er sich unter Umständen schnell zurückziehen muss.","Er erkannte, dass er einen schnellen Schritt machen musste.","entailment
"
"Ihm wurde klar, dass er sich unter Umständen schnell zurückziehen muss.","Wenn er am selben Ort bliebe, würde man ihn entdecken.","entailment
"
"Und doch war er, was er war und tat, was er tat in diesen letzten drei Jahren, sagte sie, aber sie sagte es jetzt traurig, ohne ihre vorige Verachtung.","Es gefiel ihr nicht, dass er in den letzten drei Jahren viele Männer ermordet hatte.","neutral
"
"Und doch war er, was er war und tat, was er tat in diesen letzten drei Jahren, sagte sie, aber sie sagte es jetzt traurig, ohne ihre vorige Verachtung.",Sie sprach glücklich über seine Abenteuer und seine Personalität.,"contradiction
"
"Und doch war er, was er war und tat, was er tat in diesen letzten drei Jahren, sagte sie, aber sie sagte es jetzt traurig, ohne ihre vorige Verachtung.",Sie sprach in einem traurigen Tonfall.,"entailment
"
"Ich nehme an, das ist nach der Mode deines Stils.","Ich nehme an, dass dies ist, was Ihre Art von Menschen tun.","neutral
"
"Ich nehme an, das ist nach der Mode deines Stils.",Ich habe über deine Leute und ihre Kultur gelesen.,"neutral
"
"Ich nehme an, das ist nach der Mode deines Stils.",Das scheint bei euch nicht üblich zu sein.,"contradiction
"
Ein Stirnrunzeln legte ihre Braue in Falten.,Ein breites Grinsen breitete sich auf ihrem Gesicht aus.,"contradiction
"
Ein Stirnrunzeln legte ihre Braue in Falten.,Sie spürte ein ekelerregendes Gefühl in ihrem Magen.,"neutral
"
Ein Stirnrunzeln legte ihre Braue in Falten.,Sie blickte finster drein.,"entailment
"
"Sie hatte ihn mit leuchtenden Augen beobachtet, doch bei Anblick seines niedergeschlagenen Gesichts und des tiefen Stirnrunzelns, das seine Augenbraue vernarbte, veränderte sich ihr eigener Gesichtsausdruck.","Ihr Ausdruck änderte sich, nachdem sie sein Gesicht sah.","entailment
"
"Sie hatte ihn mit leuchtenden Augen beobachtet, doch bei Anblick seines niedergeschlagenen Gesichts und des tiefen Stirnrunzelns, das seine Augenbraue vernarbte, veränderte sich ihr eigener Gesichtsausdruck.","Ihr Gesicht erhellte sich, als sie seinen finsteren Blick sah.","contradiction
"
"Sie hatte ihn mit leuchtenden Augen beobachtet, doch bei Anblick seines niedergeschlagenen Gesichts und des tiefen Stirnrunzelns, das seine Augenbraue vernarbte, veränderte sich ihr eigener Gesichtsausdruck.","Sie wusste nicht, ob er wütend auf sie war.","neutral
"
Gemütlich ging er um die ummauerte Mauer und durchquerte die großen Tore in dem Hof.,"Da die großen Tore geschlossen waren, hüpfte er über den Zaun in den Innenhof.","contradiction
"
Gemütlich ging er um die ummauerte Mauer und durchquerte die großen Tore in dem Hof.,Die großen Tore waren der einzige Eingang zum Innenhof.,"neutral
"
Gemütlich ging er um die ummauerte Mauer und durchquerte die großen Tore in dem Hof.,Große Tore führten in den Hof.,"entailment
"
"Ich bezweifele nicht, dass Sie [...], sagte er verächtlich.","Er dachte, jemand würde zum Galgen gehen.","neutral
"
"Ich bezweifele nicht, dass Sie [...], sagte er verächtlich.","Er war der Sheriff, der den Dieb gestellt hatte.","neutral
"
"Ich bezweifele nicht, dass Sie [...], sagte er verächtlich.","Er flüsterte einen Weg aus dem Land, um das Gefängnis zu vermeiden.","neutral
"
Wie konnte ich sie in aller Ehrlichkeit inhaftieren? Es war darüber hinaus.,"Ich konnte mich nicht dazu bringen, sie zu verhaften.","entailment
"
Wie konnte ich sie in aller Ehrlichkeit inhaftieren? Es war darüber hinaus.,"Ich verhaftete sie, sobald ich sie sah.","contradiction
"
Wie konnte ich sie in aller Ehrlichkeit inhaftieren? Es war darüber hinaus.,"Ich hätte es mir nicht vergeben können, wenn ich sie festgenommen hätte.","entailment
"
Ich bin ihm letztes Jahr hinterhergelaufen.,Ich habe ihn ohne sein Wissen ein Jahr lang verfolgt.,"neutral
"
Ich bin ihm letztes Jahr hinterhergelaufen.,Ich bin ihm nur eine knappe Woche gefolgt.,"contradiction
"
Ich bin ihm letztes Jahr hinterhergelaufen.,Ich habe ihn im letzten Jahr verfolgt.,"entailment
"
Das Museum bietet nicht viele Kataloge oder Beschriftungen.,Das Museum wird nicht gerne bewertet.,"neutral
"
Das Museum bietet nicht viele Kataloge oder Beschriftungen.,Das Museum ist kein Fan von Broschüren.,"neutral
"
Das Museum bietet nicht viele Kataloge oder Beschriftungen.,Die Stärke des Museums ist sein Katalog.,"contradiction
"
Diese Märkte unter freiem Himmel sind auch die interessantesten Plätze zum shoppen  in Beijing.,"Beijing hat Märkte unter freiem Himmel, mit vielen interessanten Läden.","entailment
"
Diese Märkte unter freiem Himmel sind auch die interessantesten Plätze zum shoppen  in Beijing.,Die Freiluftmärkte in Peking sind die interessantesten der Welt.,"neutral
"
Diese Märkte unter freiem Himmel sind auch die interessantesten Plätze zum shoppen  in Beijing.,Die strengen Gesetze in Peking verbieten Open-Air-Märkte innerhalb der Stadtgrenze.,"contradiction
"
"Die größte Bucht an der nordwestlichen Küste eignet sich gut als Hafen, aber sowohl Wasser, wie auch Strand können dreckig sein",Das Wasser und der Strand sind immer sauber.,"contradiction
"
"Die größte Bucht an der nordwestlichen Küste eignet sich gut als Hafen, aber sowohl Wasser, wie auch Strand können dreckig sein",Das Wasser und der Strand können schmutzig sein.,"entailment
"
"Die größte Bucht an der nordwestlichen Küste eignet sich gut als Hafen, aber sowohl Wasser, wie auch Strand können dreckig sein",Das Wasser ist wegen der Umweltverschmutzung verunreinigt.,"neutral
"
"Diese Wolkenkratzer sind Banken, und die Straße, auf der sie stehen, hat den Spitznamen Milla de Oro oder Goldene Meile.",Keiner der Wolkenkratzer auf der Golden Mile sind Banken.,"contradiction
"
"Diese Wolkenkratzer sind Banken, und die Straße, auf der sie stehen, hat den Spitznamen Milla de Oro oder Goldene Meile.",Die Wolkenkratzer an der Goldenen Meile sind Banken.,"entailment
"
"Diese Wolkenkratzer sind Banken, und die Straße, auf der sie stehen, hat den Spitznamen Milla de Oro oder Goldene Meile.","Die Wolkenkratzer auf der Goldenen Meile sind verschiedene Arten von Unternehmen, darunter Banken.","entailment
"
"Es hat sich von selbst verstanden, dass die Beteiligung am Zweiten Weltkrieg mit einem britischen Commonwealth Lufttrainingsplan begann, der Kanadas sichereren Luftraum dazu benutzte, um Piloten auf den Kampf vorzubereiten.",Kanada hatte einen sichereren Himmel.,"entailment
"
"Es hat sich von selbst verstanden, dass die Beteiligung am Zweiten Weltkrieg mit einem britischen Commonwealth Lufttrainingsplan begann, der Kanadas sichereren Luftraum dazu benutzte, um Piloten auf den Kampf vorzubereiten.",Kanadas Himmel war frei von Raketen.,"entailment
"
"Es hat sich von selbst verstanden, dass die Beteiligung am Zweiten Weltkrieg mit einem britischen Commonwealth Lufttrainingsplan begann, der Kanadas sichereren Luftraum dazu benutzte, um Piloten auf den Kampf vorzubereiten.",Kanadas Himmel war gefährlicher.,"contradiction
"
"Und sie bleiben tolerant und hilfsbereit, obwohl sie wissen, dass ihre schöne Küste nicht mehr ihnen gehört.","Sie sind jetzt jedem gegenüber bitter und verärgert, da sie die Küste teilen müssen.","contradiction
"
"Und sie bleiben tolerant und hilfsbereit, obwohl sie wissen, dass ihre schöne Küste nicht mehr ihnen gehört.",Nun müssen sie die Küste mit anderen Menschen teilen.,"entailment
"
"Und sie bleiben tolerant und hilfsbereit, obwohl sie wissen, dass ihre schöne Küste nicht mehr ihnen gehört.",Sie besaßen früher fünfhundert Meilen Küstenfront.,"neutral
"
"Kublai Khan hat 1279 seine eigene Hauptstadt am Ufer des Beihai Sees in Peking errichtet, wo einige seiner kaiserlichen Schätze bis heute ausgestellt werden.",Kublai Khan errichtete eine Hauptstadt in Taiwan.,"contradiction
"
"Kublai Khan hat 1279 seine eigene Hauptstadt am Ufer des Beihai Sees in Peking errichtet, wo einige seiner kaiserlichen Schätze bis heute ausgestellt werden.",Kublai Khan hat Schätze in Peking.,"entailment
"
"Kublai Khan hat 1279 seine eigene Hauptstadt am Ufer des Beihai Sees in Peking errichtet, wo einige seiner kaiserlichen Schätze bis heute ausgestellt werden.",Kublai Kahn war ein sehr angesehener Mann.,"neutral
"
Sie haben sich leichter in die britische Gemeinschaft integriert. Nur protestantische Schulen akzeptierten ihre Kinder. Ost-europäische Juden haben ihre Abschlüsse in der wohlhabenden Stadt Westmount gemacht oder sind wieder nach Toronto ausgewandert.,Osteuropäische Juden passen sich gut an Anderen an.,"entailment
"
Sie haben sich leichter in die britische Gemeinschaft integriert. Nur protestantische Schulen akzeptierten ihre Kinder. Ost-europäische Juden haben ihre Abschlüsse in der wohlhabenden Stadt Westmount gemacht oder sind wieder nach Toronto ausgewandert.,Die Juden sind vom Rest der Gemeinde nicht erwünscht.,"contradiction
"
Sie haben sich leichter in die britische Gemeinschaft integriert. Nur protestantische Schulen akzeptierten ihre Kinder. Ost-europäische Juden haben ihre Abschlüsse in der wohlhabenden Stadt Westmount gemacht oder sind wieder nach Toronto ausgewandert.,Die Juden assimilierten sich leichter mit der Anglo-Gemeinschaft.,"entailment
"
"Wenn möglich, machen Sie sich im Voraus mit der Handlung vertraut.",Vertiefe dich nicht voreilig in der Handlung; es wird dir später den Spaß verderben.,"neutral
"
"Wenn möglich, machen Sie sich im Voraus mit der Handlung vertraut.","Versuche die Handlung im Voraus zu verstehen, falls du kannst.","entailment
"
"Wenn möglich, machen Sie sich im Voraus mit der Handlung vertraut.","Dir wird der Kurs leichter fallen, wenn du die Handlung des Buches verstehst.","entailment
"
"Seine Grabkammern, 27 m (88ft) unter der Erde, sind aus Marmor und umfassen 1.200 m² (13.000 sq ft).",Er ist mehr als 20 Meter unter der Erde begraben.,"entailment
"
"Seine Grabkammern, 27 m (88ft) unter der Erde, sind aus Marmor und umfassen 1.200 m² (13.000 sq ft).",Er war eine wichtige Person des öffentlichen Lebens.,"entailment
"
"Seine Grabkammern, 27 m (88ft) unter der Erde, sind aus Marmor und umfassen 1.200 m² (13.000 sq ft).",Seine Grabkammern sind aus Holz.,"contradiction
"
"Denken Sie daran, bewegliches Eigentum vor den Affen zu verstecken.",Verstecken Sie Ihre Sachen vor den Affen.,"entailment
"
"Denken Sie daran, bewegliches Eigentum vor den Affen zu verstecken.","Die Affen sind an vielen Dingen interressiert, inklusive deinen Sachen.","entailment
"
"Denken Sie daran, bewegliches Eigentum vor den Affen zu verstecken.",Sie müssen Ihre Besitztümer nicht vor den Affen verstecken.,"contradiction
"
Etwa 1.400 Jahre vor der Errichtung des Palastes von Este war Milreu auch das große Landhaus einer bedeutenden Persönlichkeit.,Milreu war 10 Meilen von allem entfernt.,"neutral
"
Etwa 1.400 Jahre vor der Errichtung des Palastes von Este war Milreu auch das große Landhaus einer bedeutenden Persönlichkeit.,Milreu war außer Landes.,"neutral
"
Etwa 1.400 Jahre vor der Errichtung des Palastes von Este war Milreu auch das große Landhaus einer bedeutenden Persönlichkeit.,Milreu war direkt im Herzen der Stadt.,"neutral
"
Temperaturen im Ozean liegen zwischen 18° und 24° C (64-75° F).,"Die Meerestemperatur ändert sich ständig, aber sie geht nicht unter die Gefriertemperatur.","entailment
"
Temperaturen im Ozean liegen zwischen 18° und 24° C (64-75° F).,Die Meerestemperatur ist ganzjährig konstant.,"contradiction
"
Temperaturen im Ozean liegen zwischen 18° und 24° C (64-75° F).,"Die Temperaturen sind tagsüber höher, wenn es wärmer ist.","neutral
"
Der Knabalu-Nationalpark ist nur eines von sechs Schutzgebieten im Staat.,Der Kinabalu Nationalpark hat zehn Elefanten und sechs Nashörner.,"neutral
"
Der Knabalu-Nationalpark ist nur eines von sechs Schutzgebieten im Staat.,"Der Staat hat geschützte Regionen, zu denen der Kinabalu-Nationalpark gehört.","entailment
"
Der Knabalu-Nationalpark ist nur eines von sechs Schutzgebieten im Staat.,Es gibt ein Total von drei geschützten Regionen in dem Staat.,"contradiction
"
"Sie haben die Möglichkeit, sich Videos mit der Geschichte Annes und der Besetzung Amsterdams anzusehen, zusammen mit Fotografien und Ausstellungsstücken aus dieser Zeit.",Du wirst die Fotos nicht sehen.,"contradiction
"
"Sie haben die Möglichkeit, sich Videos mit der Geschichte Annes und der Besetzung Amsterdams anzusehen, zusammen mit Fotografien und Ausstellungsstücken aus dieser Zeit.",Du wirst Fotos sehen.,"entailment
"
"Sie haben die Möglichkeit, sich Videos mit der Geschichte Annes und der Besetzung Amsterdams anzusehen, zusammen mit Fotografien und Ausstellungsstücken aus dieser Zeit.",Du wirst einige der ersten Fotografien sehen.,"neutral
"
"Treasure Beach ist der einzige redenswerte Ferienort, mit einer Handvoll Hotels, die sich über drei Sandbuchten erstrecken.",Es gibt nicht viele Hotel Optionen für Leute die Treasure Beach besuchen.,"entailment
"
"Treasure Beach ist der einzige redenswerte Ferienort, mit einer Handvoll Hotels, die sich über drei Sandbuchten erstrecken.","Es gibt ein Vier-Sterne-Hotel für Touristen, die Treasure Beach besuchen.","neutral
"
"Treasure Beach ist der einzige redenswerte Ferienort, mit einer Handvoll Hotels, die sich über drei Sandbuchten erstrecken.",Treasure Beach ist einer der vielen Ferienorte in der Gegend.,"contradiction
"
"Der Sommer bringt warmes (aber nicht heißes) Wetter und warme Meerestemperaturen, was es ideal fürs Tauchen, Schnorcheln und anderen Wassersportarten macht.",Es ist immer 100 Grad oder wärmer im Sommer.,"contradiction
"
"Der Sommer bringt warmes (aber nicht heißes) Wetter und warme Meerestemperaturen, was es ideal fürs Tauchen, Schnorcheln und anderen Wassersportarten macht.",Es ist normalerweise 75 im Sommer.,"neutral
"
"Der Sommer bringt warmes (aber nicht heißes) Wetter und warme Meerestemperaturen, was es ideal fürs Tauchen, Schnorcheln und anderen Wassersportarten macht.",Im Sommer sind die Temperaturen warm.,"entailment
"
"Unter den Teichen befindet sich einer der von Besuchern bewohnt wird, die Münzen werfen, in der Hoffnung dass einen der Schildkröten den Kopf zurückprallen zu können, ein sicherer Weg um Glück zu erreichen.","Leute schmeißen nie Geld hinein, weil es Pech bringt.","contradiction
"
"Unter den Teichen befindet sich einer der von Besuchern bewohnt wird, die Münzen werfen, in der Hoffnung dass einen der Schildkröten den Kopf zurückprallen zu können, ein sicherer Weg um Glück zu erreichen.","Leute schmeißen Münzen rein obwohl das Schild sagt, dass man es nicht machen soll.","neutral
"
"Unter den Teichen befindet sich einer der von Besuchern bewohnt wird, die Münzen werfen, in der Hoffnung dass einen der Schildkröten den Kopf zurückprallen zu können, ein sicherer Weg um Glück zu erreichen.",Leute schmeißen Münzen in das Wasser.,"entailment
"
"Die Hafenstadt Nafplio ist der ideale Ausgangspunkt um die Gegend zu erkunden oder vielleicht ein Ort, um während Ihrer Tour Mittag zu essen.",Nafplio hat eine gute Aussicht.,"neutral
"
"Die Hafenstadt Nafplio ist der ideale Ausgangspunkt um die Gegend zu erkunden oder vielleicht ein Ort, um während Ihrer Tour Mittag zu essen.",Nafplio ist eine schlechte Basis.,"contradiction
"
"Die Hafenstadt Nafplio ist der ideale Ausgangspunkt um die Gegend zu erkunden oder vielleicht ein Ort, um während Ihrer Tour Mittag zu essen.",Nafplio ist ein perfekter Stützpunkt.,"entailment
"
"In Prinsengracht versteckten sich Otto Frank und seine Familie über zwei Jahre lang auf dem Dachboden ihrer Geschäftsräume, bevor sie entdeckt wurden.",Otto Frank wurde am zweiten Tag erfasst.,"contradiction
"
"In Prinsengracht versteckten sich Otto Frank und seine Familie über zwei Jahre lang auf dem Dachboden ihrer Geschäftsräume, bevor sie entdeckt wurden.",Otto Frank versteckte sich für mehr als 25 Monate.,"entailment
"
"In Prinsengracht versteckten sich Otto Frank und seine Familie über zwei Jahre lang auf dem Dachboden ihrer Geschäftsräume, bevor sie entdeckt wurden.","Otto Frank versteckte sich, bis die Nazis ihn gefunden haben.","entailment
"
Viele staatliche und lokale Regierungen haben zusätzliche Prüfungsanforderungen.,Die lokalen Regierungen können ihre eigenen Verordnungen erlassen.,"entailment
"
Viele staatliche und lokale Regierungen haben zusätzliche Prüfungsanforderungen.,Lokalregierungen haben keine Vorraussetzungen.,"contradiction
"
Viele staatliche und lokale Regierungen haben zusätzliche Prüfungsanforderungen.,Es gibt zusätzliche Prüfungsanforderung von der Lokalregierung.,"entailment
"
Die Information security Gruppe hält zwischen 8 und 12 Sitzungen pro Monat ab.,Die Sicherheitsgruppe hat durchschnittlich 9 Sitzungen pro Monat.,"entailment
"
Die Information security Gruppe hält zwischen 8 und 12 Sitzungen pro Monat ab.,Die Sicherheitsgruppe führt jeden einzelnen Tag des Monats eine Sitzung durch.,"contradiction
"
Die Information security Gruppe hält zwischen 8 und 12 Sitzungen pro Monat ab.,Die Sicherheitsgruppe hält mehrere Sitzungen pro Jahr ab.,"entailment
"
Vorläufiges Ingenieurwesen wurde jedoch früher erreicht.,Engineering hatte eine vorläufige Periode.,"entailment
"
Vorläufiges Ingenieurwesen wurde jedoch früher erreicht.,Ingenieurswesen trat erst in einer finalen Phase auf.,"contradiction
"
Vorläufiges Ingenieurwesen wurde jedoch früher erreicht.,Ohne eine Vorlaufzeit wird das Design in den späteren Phasen wahrscheinlich scheitern.,"neutral
"
"Folglich nehmen Entscheidungsträger und Manager der Regierung neue Denkweisen an, übernehmen verschiedene Wege um Ziele zu erreichen, und nutzen neue Informationen um Entscheidungen zu lenken.",Regierungsvertreter ändern ihre Herangehensweise.,"entailment
"
"Folglich nehmen Entscheidungsträger und Manager der Regierung neue Denkweisen an, übernehmen verschiedene Wege um Ziele zu erreichen, und nutzen neue Informationen um Entscheidungen zu lenken.",Regierungsvertreter versuchen ihre macht durch andere Denkweisen zu erhöhen.,"neutral
"
"Folglich nehmen Entscheidungsträger und Manager der Regierung neue Denkweisen an, übernehmen verschiedene Wege um Ziele zu erreichen, und nutzen neue Informationen um Entscheidungen zu lenken.","Regierungsvertreter weigern sich, ihre Lebensweisen zu ändern.","contradiction
"
"Falldateien müssen möglicherweise für Kunden übersetzt werden, die eine andere Sprache als Englisch sprechen.",Falldateien dürfen nur auf Englisch sein.,"contradiction
"
"Falldateien müssen möglicherweise für Kunden übersetzt werden, die eine andere Sprache als Englisch sprechen.",Falldateien können auf Chinesisch oder Russisch eingestellt werden.,"neutral
"
"Falldateien müssen möglicherweise für Kunden übersetzt werden, die eine andere Sprache als Englisch sprechen.",Falldateien können in andere Sprachen umgesetzt werden.,"entailment
"
Weitere derzeit laufende oder geplante Maßnahmen umfassen die,Der Großteil unserer Bemühungen wird bereits aufgebracht.,"neutral
"
Weitere derzeit laufende oder geplante Maßnahmen umfassen die,Wir haben nichts anderes für die Zukunft geplant.,"contradiction
"
Weitere derzeit laufende oder geplante Maßnahmen umfassen die,Wir haben etwas geplant.,"entailment
"
"Beziehen Sie Faktoren wie einen kurzen zeitlichen Rahmen, das Löschen der ursprünglichen Computerdaten und den fehlenden Zugang zu benötigten Dokumenten mit ein.",Sie löschten die Computerdateien von der IBM.,"neutral
"
"Beziehen Sie Faktoren wie einen kurzen zeitlichen Rahmen, das Löschen der ursprünglichen Computerdaten und den fehlenden Zugang zu benötigten Dokumenten mit ein.",Sie haben die ursprünglichen Computerdateien gelöscht.,"entailment
"
"Beziehen Sie Faktoren wie einen kurzen zeitlichen Rahmen, das Löschen der ursprünglichen Computerdaten und den fehlenden Zugang zu benötigten Dokumenten mit ein.",Sie hatten alle originalen Dateien für sich behalten.,"contradiction
"
"Der gleiche Vertreter, der den ersten Besuch durchgeführt hat, besucht den neuen Dienstleister erneut um Fragen zu beantworten und über die im Beanstandungsformulat aufgeführten Probleme zu sprechen.",Der Vertreter stattete einen einstündigen Besuch ab.,"neutral
"
"Der gleiche Vertreter, der den ersten Besuch durchgeführt hat, besucht den neuen Dienstleister erneut um Fragen zu beantworten und über die im Beanstandungsformulat aufgeführten Probleme zu sprechen.",Es gab einen Besuch von einem Repräsentanten.,"entailment
"
"Der gleiche Vertreter, der den ersten Besuch durchgeführt hat, besucht den neuen Dienstleister erneut um Fragen zu beantworten und über die im Beanstandungsformulat aufgeführten Probleme zu sprechen.",Wir bekamen nie Besuch.,"contradiction
"
"Sparen hat nicht nur einen Einfluss auf das Vermögen, andersherum hat das Vermögen auch einen Einfluss auf das Sparverhalten.","Ob eine Person spart oder nicht, hängt von ihrem Vermögen ab.","entailment
"
"Sparen hat nicht nur einen Einfluss auf das Vermögen, andersherum hat das Vermögen auch einen Einfluss auf das Sparverhalten.",Reichtum und Ersparnisse sind normalerweise nicht miteinander verknüpft.,"contradiction
"
"Sparen hat nicht nur einen Einfluss auf das Vermögen, andersherum hat das Vermögen auch einen Einfluss auf das Sparverhalten.",Wohlhabende Menschen sparen eher einen größeren Teil ihres Einkommens.,"entailment
"
"Zum Beispiel hat eine Organisation, die wir untersucht haben, zwei Fusionen erlebt, bei denen das Unternehmen die neuen Geschäfte schnell integrieren und neu strukturieren musste, um den wachsenden Geschäftsanforderungen gerecht zu werden.","Obwohl es zwei Fusionen gab, musste das Unternehmen keine Umstrukturierung seiner Unternehmenshierarchie durchlaufen.","contradiction
"
"Zum Beispiel hat eine Organisation, die wir untersucht haben, zwei Fusionen erlebt, bei denen das Unternehmen die neuen Geschäfte schnell integrieren und neu strukturieren musste, um den wachsenden Geschäftsanforderungen gerecht zu werden.",Die Verschmelzung von zwei Unternehmen zu einer Organisation und die Umstrukturierung führten zu einem chaotischen Arbeitsumfeld.,"neutral
"
"Zum Beispiel hat eine Organisation, die wir untersucht haben, zwei Fusionen erlebt, bei denen das Unternehmen die neuen Geschäfte schnell integrieren und neu strukturieren musste, um den wachsenden Geschäftsanforderungen gerecht zu werden.","Wir untersuchten ein Unternehmen, das zwei Fusionen hinter sich hatte und sich schnell umstrukturieren musste, um seinen Geschäftsanforderungen gerecht zu werden.","entailment
"
"das Design, wir waren besorgt, dass die Zahlung genehmigt werden würde, bevor bestätigt wurde, dass die Reise tatsächlich stattgefunden hat.","Wir wussten, die Zahlung würde ewig dauern.","neutral
"
