premise,hypothesis,gpt_reply
Se dio cuenta de que tendría  que retirarse a toda prisa.,Se dio cuenta de que tenía todo el día para estar retirado.,"contradiction
"
Se dio cuenta de que tendría  que retirarse a toda prisa.,Se dio cuenta de que tenía que hacer un movimiento rápido.,"entailment
"
Se dio cuenta de que tendría  que retirarse a toda prisa.,"Si se quedaba en el mismo lugar, sería descubierto.","entailment
"
"Y, sin embargo, ha sido lo que ha sido y ha hecho lo que ha hecho en estos tres años, dijo ella. Pero ahora lo dijo con tristeza, sin ninguno de sus desprecios anteriores.",A ella no le gustó que hubiera asesinado a muchos hombres en los últimos tres años.,"neutral
"
"Y, sin embargo, ha sido lo que ha sido y ha hecho lo que ha hecho en estos tres años, dijo ella. Pero ahora lo dijo con tristeza, sin ninguno de sus desprecios anteriores.",Ella habló felizmente de sus aventuras y su personalidad.,"contradiction
"
"Y, sin embargo, ha sido lo que ha sido y ha hecho lo que ha hecho en estos tres años, dijo ella. Pero ahora lo dijo con tristeza, sin ninguno de sus desprecios anteriores.",Ella habló con tonos tristes.,"entailment
"
"Supongo que eso es, según la moda de tu clase.",Supongo que esto es lo que hacen los de tu tipo.,"neutral
"
"Supongo que eso es, según la moda de tu clase.",He leído sobre tu tipo y sobre su cultura.,"neutral
"
"Supongo que eso es, según la moda de tu clase.",Supongo que esto no es común entre los de tu clase.,"neutral
"
Tiene el ceño fruncido.,Una gran sonrisa se extendió en su rostro.,"contradiction
"
Tiene el ceño fruncido.,Sintió una sensación de náusea en el estómago.,"neutral
"
Tiene el ceño fruncido.,Estaba frunciendo el ceño.,"entailment
"
"Ella lo había estado observando con ojos brillantes, pero a la vista de su rostro abatido y el ceño fruncido que le marcaba la frente, su propia expresión cambió.",Su expresión cambió después de que ver su rostro.,"entailment
"
"Ella lo había estado observando con ojos brillantes, pero a la vista de su rostro abatido y el ceño fruncido que le marcaba la frente, su propia expresión cambió.",Su cara se iluminó cuando vio el ceño fruncido en su cara.,"contradiction
"
"Ella lo había estado observando con ojos brillantes, pero a la vista de su rostro abatido y el ceño fruncido que le marcaba la frente, su propia expresión cambió.",No sabía si él estaba enfadado con ella.,"neutral
"
"Caminando tranquilamente, bordeó la pared asediada, y atravesó las grandes puertas hacia el patio.","Como las grandes puertas estaban cerradas con llave, saltó la valla, al patio.","contradiction
"
"Caminando tranquilamente, bordeó la pared asediada, y atravesó las grandes puertas hacia el patio.",Las grandes puertas eran la única entrada al patio.,"neutral
"
"Caminando tranquilamente, bordeó la pared asediada, y atravesó las grandes puertas hacia el patio.",Había grandes puertas que daban al patio.,"entailment
"
"Seguro que lo llevas a la horca, dijo con desdeño.",Pensó que alguien iría al patíbulo.,"entailment
"
"Seguro que lo llevas a la horca, dijo con desdeño.",Él era un sheriff que había capturado a un ladrón.,"neutral
"
"Seguro que lo llevas a la horca, dijo con desdeño.",Susurra una manera de escapar del país para evitar la cárcel.,"neutral
"
¿Cómo podría honestamente haberlos detenido? Fue en el trato.,No tuve el valor de detenerles.,"entailment
"
¿Cómo podría honestamente haberlos detenido? Fue en el trato.,Los detuve tan pronto los vi.,"contradiction
"
¿Cómo podría honestamente haberlos detenido? Fue en el trato.,No me habría perdonado a mí mismo si los hubiera detenido.,"entailment
"
Lo he estado buscando este año pasado.,Lo he estado siguiendo de cerca durante un año sin que él lo supiera.,"entailment
"
Lo he estado buscando este año pasado.,Solo lo he estado siguiendo durante una semana.,"contradiction
"
Lo he estado buscando este año pasado.,En el transcurso del año pasado le he estado acosando.,"contradiction
"
El museo no es potente en cuanto a catálogos o etiquetas,Al museo no le gusta que lo etiqueten.,"neutral
"
El museo no es potente en cuanto a catálogos o etiquetas,El museo no es fanático de los folletos.,"neutral
"
El museo no es potente en cuanto a catálogos o etiquetas,El punto fuerte del museo son los catálogos.,"contradiction
"
Estos mercados al aire libre también son los lugares más interesantes para comprar en Pekín.,Beijing tiene mercados al aire libre que incluyen tiendas muy interesantes.,"entailment
"
Estos mercados al aire libre también son los lugares más interesantes para comprar en Pekín.,"En Beijing, los mercados al aire libre son los más interesantes del mundo.","neutral
"
Estos mercados al aire libre también son los lugares más interesantes para comprar en Pekín.,Las estrictas leyes de Beijing prohíben los mercados al aire libre dentro de los límites de la ciudad.,"contradiction
"
"La bahía más grande en la costa noroeste es un buen puerto, pero tanto el agua como la playa pueden estar sucias.",El agua y la playa están siempre limpias.,"contradiction
"
"La bahía más grande en la costa noroeste es un buen puerto, pero tanto el agua como la playa pueden estar sucias.",El agua y la playa pueden estar sucias.,"entailment
"
"La bahía más grande en la costa noroeste es un buen puerto, pero tanto el agua como la playa pueden estar sucias.",El agua está sucia debido a la contaminación.,"neutral
"
Esos rascacielos son bancos y la calle en los que se encuentran fue apodada Milla de Oro o Golden Mile.,Ninguno de los rascacielos en la Milla de Oro son bancos.,"contradiction
"
Esos rascacielos son bancos y la calle en los que se encuentran fue apodada Milla de Oro o Golden Mile.,Los rascacielos en la Milla de Oro son bancos.,"entailment
"
Esos rascacielos son bancos y la calle en los que se encuentran fue apodada Milla de Oro o Golden Mile.,"Los rascacielos de la Milla de Oro albergan varios tipos de negocios, incluyendo bancos.","entailment
"
"Así de natural, esa implicación en la Segunda Guerra Mundial comenzó con un Plan de Entrenamiento Aéreo Británico de la Commonwealth, utilizando los cielos más seguros de Canadá para preparar a los pilotos para el combate.",Canadá tenía cielos más seguros.,"entailment
"
"Así de natural, esa implicación en la Segunda Guerra Mundial comenzó con un Plan de Entrenamiento Aéreo Británico de la Commonwealth, utilizando los cielos más seguros de Canadá para preparar a los pilotos para el combate.",Los cielos canadienses estaban libres de misiles.,"entailment
"
"Así de natural, esa implicación en la Segunda Guerra Mundial comenzó con un Plan de Entrenamiento Aéreo Británico de la Commonwealth, utilizando los cielos más seguros de Canadá para preparar a los pilotos para el combate.",Los cielos de Canadá eran más peligrosos.,"contradiction
"
"Y siguen siendo tolerantes y serviciales, a pesar de que saben que su hermosa costa ya no es solo suya.","Ahora que tienen que compartir la costa, son implacables y están resentidos con todos.","contradiction
"
"Y siguen siendo tolerantes y serviciales, a pesar de que saben que su hermosa costa ya no es solo suya.",Ahora tienen que compartir la costa con otras personas.,"entailment
"
"Y siguen siendo tolerantes y serviciales, a pesar de que saben que su hermosa costa ya no es solo suya.",Solían tener quinientas millas de frente costero.,"neutral
"
"Kublai Khan erigió su propia capital en 1279 a orillas del lago Beihai de Beijing, donde algunos de sus tesoros imperiales permanecen hoy en exhibición.",Kublai Khan erigió una capital en Taiwán.,"contradiction
"
"Kublai Khan erigió su propia capital en 1279 a orillas del lago Beihai de Beijing, donde algunos de sus tesoros imperiales permanecen hoy en exhibición.",Kublai Khan tiene tesoros en Beijing.,"entailment
"
"Kublai Khan erigió su propia capital en 1279 a orillas del lago Beihai de Beijing, donde algunos de sus tesoros imperiales permanecen hoy en exhibición.",Kublai Khan era un hombre muy respetado.,"neutral
"
"Asimilándose más fácilmente con la comunidad anglosajona, solo las escuelas protestantes aceptaron que sus hijos judíos de Europa del Este se graduaran en el acaudalado Westmount o emigraran, de nuevo, a Toronto.",Los judíos de Europa del Este se adaptan bien a todo el mundo.,"neutral
"
"Asimilándose más fácilmente con la comunidad anglosajona, solo las escuelas protestantes aceptaron que sus hijos judíos de Europa del Este se graduaran en el acaudalado Westmount o emigraran, de nuevo, a Toronto.",La comunidad no busca a los judíos.,"contradiction
"
"Asimilándose más fácilmente con la comunidad anglosajona, solo las escuelas protestantes aceptaron que sus hijos judíos de Europa del Este se graduaran en el acaudalado Westmount o emigraran, de nuevo, a Toronto.",Los judíos se asimilaron más fácilmente con la comunidad Anglo.,"entailment
"
"Si es posible, familiarízate con el argumento con antelación.",No entres en la trama por adelantado; estropeará la diversión más tarde.,"neutral
"
"Si es posible, familiarízate con el argumento con antelación.","Intenta comprender la trama por adelantado, si puedes.","entailment
"
"Si es posible, familiarízate con el argumento con antelación.",La clase te resultará más fácil si entiendes el argumento del libro.,"entailment
"
"Sus criptas, 27 m (88 pies) bajo tierra, están fabricadas con mármol y cubren 1200 metros cuadrados (13 000 pies cuadrados).",Está enterrado a más de 20 metros bajo tierra.,"entailment
"
"Sus criptas, 27 m (88 pies) bajo tierra, están fabricadas con mármol y cubren 1200 metros cuadrados (13 000 pies cuadrados).",Él era un personaje público importante.,"neutral
"
"Sus criptas, 27 m (88 pies) bajo tierra, están fabricadas con mármol y cubren 1200 metros cuadrados (13 000 pies cuadrados).",Sus panteones están hechos de madera.,"contradiction
"
Recuerda ocultar todas las posesiones portátiles de los monos.,Oculte sus pertenencias de los monos.,"entailment
"
Recuerda ocultar todas las posesiones portátiles de los monos.,"Los monos están muy interesados en muchas cosas, incluyendo tus posesiones.","entailment
"
Recuerda ocultar todas las posesiones portátiles de los monos.,No necesitas esconder tus posesiones de los monos.,"contradiction
"
"Hace unos 1400 años, antes de que el Palacio de Estei fuera construido, Milreu también fue la gran mansión de una persona eminente.",Milreu estaba a un mínimo de 10 millas de cualquier otro lugar.,"neutral
"
"Hace unos 1400 años, antes de que el Palacio de Estei fuera construido, Milreu también fue la gran mansión de una persona eminente.","Milreu se encontraba fuera, en el campo.","neutral
"
"Hace unos 1400 años, antes de que el Palacio de Estei fuera construido, Milreu también fue la gran mansión de una persona eminente.",Milreu estaba justo en el corazón de la ciudad.,"neutral
"
Las temperaturas del mar varían entre 18e y 24e ºC (64-75e ºF).,"La temperatura del mar siempre está cambiando, pero no baja la temperatura de congelación.","entailment
"
Las temperaturas del mar varían entre 18e y 24e ºC (64-75e ºF).,Las temperaturas del mar se mantienen en el mismo punto durante todo el año.,"contradiction
"
Las temperaturas del mar varían entre 18e y 24e ºC (64-75e ºF).,"Ve temperaturas más altas durante el día, cuando hace más calor.","neutral
"
El parque nacional de Kinabalu es solo una de las seis regiones protegidas del estado.,El parque nacional de Kinabalu tiene diez elefantes y seis rinocerontes.,"neutral
"
El parque nacional de Kinabalu es solo una de las seis regiones protegidas del estado.,"El estado tiene regiones protegidas, que incluyen el parque nacional de Kinabalu.","entailment
"
El parque nacional de Kinabalu es solo una de las seis regiones protegidas del estado.,Hay un total de tres regiones protegidas en el estado.,"neutral
"
Verás vídeos de la historia de Anne y de Ámsterdam ocupada junto con fotografías y artefactos de la época.,No verás fotografías.,"contradiction
"
Verás vídeos de la historia de Anne y de Ámsterdam ocupada junto con fotografías y artefactos de la época.,Verás fotografías.,"entailment
"
Verás vídeos de la historia de Anne y de Ámsterdam ocupada junto con fotografías y artefactos de la época.,Verá algunas de las primeras fotografías.,"entailment
"
Treasure Beach es el único verdadero complejo turístico con solo un puñado de hoteles que se extienden a lo largo de tres bahías de arena.,No hay tantas opciones de hotel para quienes visitan la Playa del Tesoro.,"entailment
"
Treasure Beach es el único verdadero complejo turístico con solo un puñado de hoteles que se extienden a lo largo de tres bahías de arena.,Hay un hotel cuatro estrellas disponible para los turistas que visiten la Playa del Tesoro.,"neutral
"
Treasure Beach es el único verdadero complejo turístico con solo un puñado de hoteles que se extienden a lo largo de tres bahías de arena.,"En el área, Treasure Beach es uno de los muchos resorts.","contradiction
"
"El verano trae consigo una temperatura cálida (pero no calor) y un mar templado, lo que hace que sea ideal para bucear, hacer submarinismo y otros deportes acuáticos.",Siempre hace 100 grados o más en verano.,"contradiction
"
"El verano trae consigo una temperatura cálida (pero no calor) y un mar templado, lo que hace que sea ideal para bucear, hacer submarinismo y otros deportes acuáticos.","Por lo general, son 75 en el verano.","neutral
"
"El verano trae consigo una temperatura cálida (pero no calor) y un mar templado, lo que hace que sea ideal para bucear, hacer submarinismo y otros deportes acuáticos.",Las temperaturas son cálidas durante el verano.,"entailment
"
"Entre los estanques hay uno habitado por visitantes que arrojan monedas con la esperanza de rebotar en la cabeza de una tortuga, una forma segura de lograr la buena fortuna.",La gente nunca arroja dinero porque da mala suerte.,"contradiction
"
"Entre los estanques hay uno habitado por visitantes que arrojan monedas con la esperanza de rebotar en la cabeza de una tortuga, una forma segura de lograr la buena fortuna.",La gente arroja monedas aunque el cartel dice que no.,"neutral
"
"Entre los estanques hay uno habitado por visitantes que arrojan monedas con la esperanza de rebotar en la cabeza de una tortuga, una forma segura de lograr la buena fortuna.",La gente arroja monedas al agua.,"entailment
"
"La ciudad portuaria de Nafplio es la base perfecta para recorrer la zona, o quizás un lugar para almorzar durante su recorrido.",Nafplio tiene una buena perspectiva.,"neutral
"
"La ciudad portuaria de Nafplio es la base perfecta para recorrer la zona, o quizás un lugar para almorzar durante su recorrido.",Nafplio es una mala base.,"contradiction
"
"La ciudad portuaria de Nafplio es la base perfecta para recorrer la zona, o quizás un lugar para almorzar durante su recorrido.",Nafplio es una base perfecta.,"entailment
"
"En Prinsengracht, Otto Frank y su familia se escondieron en el ático de sus locales comerciales durante más de dos años antes de ser descubiertos.",Otto Frank fue capturado el segundo día.,"contradiction
"
"En Prinsengracht, Otto Frank y su familia se escondieron en el ático de sus locales comerciales durante más de dos años antes de ser descubiertos.",Otto Frank se escondió por mas de 25 meses.,"entailment
"
"En Prinsengracht, Otto Frank y su familia se escondieron en el ático de sus locales comerciales durante más de dos años antes de ser descubiertos.",Otto Frank se escondió hasta que los nazis lo encontraron.,"entailment
"
Muchos gobiernos estatales y locales tienen requisitos de auditoría adicionales.,Los gobiernos locales pueden inventar sus propias reglas.,"neutral
"
Muchos gobiernos estatales y locales tienen requisitos de auditoría adicionales.,Los gobiernos locales tienen cero requisitos.,"contradiction
"
Muchos gobiernos estatales y locales tienen requisitos de auditoría adicionales.,Hay más asuntos de requisitos de inspección por parte de los gobiernos locales.,"entailment
"
El grupo de seguridad de la información realiza entre 8 y 12 sesiones al mes.,El grupo de seguridad promedia 9 sesiones por mes.,"entailment
"
El grupo de seguridad de la información realiza entre 8 y 12 sesiones al mes.,El grupo de seguridad dirige una sesión cada día del mes.,"contradiction
"
El grupo de seguridad de la información realiza entre 8 y 12 sesiones al mes.,El grupo de seguridad realiza múltiples sesiones al año.,"entailment
"
"Sin embargo, la ingeniería preliminar se realizó antes.",La ingeniería tenía un período preliminar.,"entailment
"
"Sin embargo, la ingeniería preliminar se realizó antes.",La ingeniería ocurrió solo en una etapa final.,"contradiction
"
"Sin embargo, la ingeniería preliminar se realizó antes.","Sin un período preliminar, la ingeniería probablemente fallará en las etapas posteriores.","neutral
"
"En consecuencia, los responsables de la toma de decisiones y los gerentes del gobierno están adoptando nuevas formas de pensar, considerando diferentes formas de lograr los objetivos y utilizando nueva información para guiar las decisiones.",Los representantes del gobierno están cambiando su enfoque.,"entailment
"
"En consecuencia, los responsables de la toma de decisiones y los gerentes del gobierno están adoptando nuevas formas de pensar, considerando diferentes formas de lograr los objetivos y utilizando nueva información para guiar las decisiones.",Los representantes del gobierno intentan aumentar su poder pensando de manera diferente.,"neutral
"
"En consecuencia, los responsables de la toma de decisiones y los gerentes del gobierno están adoptando nuevas formas de pensar, considerando diferentes formas de lograr los objetivos y utilizando nueva información para guiar las decisiones.",Los representantes del gobierno se niegan a cambiar sus formas de vida.,"contradiction
"
Los archivos de caso pueden necesitar ser traducidos a aquellos clientes que leen un idioma que no sea el inglés.,Los archivos del caso solo pueden estar en inglés.,"contradiction
"
Los archivos de caso pueden necesitar ser traducidos a aquellos clientes que leen un idioma que no sea el inglés.,Los archivos de casos se pueden poner en chino o ruso.,"entailment
"
Los archivos de caso pueden necesitar ser traducidos a aquellos clientes que leen un idioma que no sea el inglés.,Los archivos de los casos se pueden traducir a otros idiomas.,"entailment
"
Otros esfuerzos que se están realizando ahora o que se han planeado incluyen el,La mayoría de nuestros esfuerzos ya están en marcha.,"neutral
"
Otros esfuerzos que se están realizando ahora o que se han planeado incluyen el,No hemos planeado nada más para el futuro.,"contradiction
"
Otros esfuerzos que se están realizando ahora o que se han planeado incluyen el,Tenemos algo planeado.,"entailment
"
"Incluir factores como marcos de tiempo más cortos, la eliminación de archivos del ordenador originales y la falta de acceso a documentos necesarios.",Suprimieron los archivos informáticos de IBM.,"neutral
"
"Incluir factores como marcos de tiempo más cortos, la eliminación de archivos del ordenador originales y la falta de acceso a documentos necesarios.",Borraron los archivos originales de la computadora.,"entailment
"
"Incluir factores como marcos de tiempo más cortos, la eliminación de archivos del ordenador originales y la falta de acceso a documentos necesarios.",Ellos conservan todos los archivos originales.,"contradiction
"
"Luego, el mismo representante que realizó la visita inicial ahora visita al nuevo proveedor para responder preguntas y discutir cualquier problema anotado en la muestra de reclamos.",El representante lo visitó durante una hora.,"neutral
"
"Luego, el mismo representante que realizó la visita inicial ahora visita al nuevo proveedor para responder preguntas y discutir cualquier problema anotado en la muestra de reclamos.",Recibieron la visita de un representante.,"entailment
"
"Luego, el mismo representante que realizó la visita inicial ahora visita al nuevo proveedor para responder preguntas y discutir cualquier problema anotado en la muestra de reclamos.",Nunca nos hicieron una visita.,"contradiction
"
"El ahorro no solo afecta el stock de riqueza, sino que la riqueza a su vez influye en la elección de ahorrar.",La elección de si una persona será salvada o no se verá afectada por su riqueza.,"entailment
"
"El ahorro no solo afecta el stock de riqueza, sino que la riqueza a su vez influye en la elección de ahorrar.",La riqueza y el ahorro no están normalmente relacionados de ninguna manera.,"contradiction
"
"El ahorro no solo afecta el stock de riqueza, sino que la riqueza a su vez influye en la elección de ahorrar.",Es más probable que la gente rica ahorre una parte de sus ingresos.,"entailment
"
"Por ejemplo, una de las organizaciones que analizamos, experimentó dos fusiones que requirieron que la compañía integrara rápidamente las nuevas empresas y se reestructurara para satisfacer las crecientes necesidades comerciales.","A pesar de que hubo dos fusiones, no hubo necesidad de que la compañía sufriera una reestructuración en la jerarquía de su compañía.","contradiction
"
"Por ejemplo, una de las organizaciones que analizamos, experimentó dos fusiones que requirieron que la compañía integrara rápidamente las nuevas empresas y se reestructurara para satisfacer las crecientes necesidades comerciales.",La fusión de dos compañías en una sola organización y la reestructuración dieron como resultado un caótico entorno de trabajo .,"neutral
"
"Por ejemplo, una de las organizaciones que analizamos, experimentó dos fusiones que requirieron que la compañía integrara rápidamente las nuevas empresas y se reestructurara para satisfacer las crecientes necesidades comerciales.",Evaluamos una empresa que experimentó dos fusiones y tuvo que reestructurarse rápidamente para satisfacer sus demandas comerciales.,"entailment
"
"el diseño, nos preocupaba que el pago se autorizase antes de verificar que el viaje iba a realizarse.",Sabíamos que el pago tardaría una eternidad.,"neutral
"
"el diseño, nos preocupaba que el pago se autorizase antes de verificar que el viaje iba a realizarse.",Pensamos que el pago se realizaría antes de la verificación.,"entailment
"
"el diseño, nos preocupaba que el pago se autorizase antes de verificar que el viaje iba a realizarse.",Pensamos que el pago podría ser demasiado temprano y nos defraudarían.,"entailment
"
"La tecnología está muy integrada en los procesos empresariales en estas organizaciones, porque se ve como una ventaja para el negocio, no solo una herramienta.",El software de programación avanzada es una de las tecnologías clave en las que se centran las empresas.,"entailment
"
"La tecnología está muy integrada en los procesos empresariales en estas organizaciones, porque se ve como una ventaja para el negocio, no solo una herramienta.",La tecnología es solo una herramienta y no un habilitador de negocios.,"contradiction
"
"La tecnología está muy integrada en los procesos empresariales en estas organizaciones, porque se ve como una ventaja para el negocio, no solo una herramienta.",Esas empresas ponen gran énfasis en la tecnología.,"entailment
"
Dos conceptos que aparecen a menudo en la literatura pueden ser útiles en investigaciones futuras.,La literatura puede cambiar la forma en la que probamos las muestras.,"neutral
"
Dos conceptos que aparecen a menudo en la literatura pueden ser útiles en investigaciones futuras.,La literatura puede cambiar la investigación en el futuro.,"entailment
"
Dos conceptos que aparecen a menudo en la literatura pueden ser útiles en investigaciones futuras.,No hay nada más que hacer en términos de cambiar la investigación.,"contradiction
"
Las líneas compuestas de cajas muestran el nivel de bienestar de todos los anuncios combinados y las líneas compuestas de diamantes muestran las pérdidas técnicas (si son negativas) de trasladar el trabajo a otra parte.,Las líneas calculan que el nivel de bienestar de los que utilizan el correo es del 10 %.,"neutral
"
Las líneas compuestas de cajas muestran el nivel de bienestar de todos los anuncios combinados y las líneas compuestas de diamantes muestran las pérdidas técnicas (si son negativas) de trasladar el trabajo a otra parte.,Las líneas no muestran nada más que la ruta.,"contradiction
"
Las líneas compuestas de cajas muestran el nivel de bienestar de todos los anuncios combinados y las líneas compuestas de diamantes muestran las pérdidas técnicas (si son negativas) de trasladar el trabajo a otra parte.,Las líneas muestran cuánto bienestar hay en todos los anuncios publicitarios.,"entailment
"
"Con base en esta evaluación de riesgos, Centrelink desarrolló una serie de estrategias de prevención destinadas a formar a los beneficiarios y empleadores sobre sus obligaciones a la hora de declarar ingresos.",Centrelink no sabe cómo abordar el problema.,"contradiction
"
"Con base en esta evaluación de riesgos, Centrelink desarrolló una serie de estrategias de prevención destinadas a formar a los beneficiarios y empleadores sobre sus obligaciones a la hora de declarar ingresos.",Centrelink tenía muchas estrategias para enseñarle a la gente a informar los ingresos porque el gobierno estaba perdiendo mucho dinero por los errores.,"entailment
"
"Con base en esta evaluación de riesgos, Centrelink desarrolló una serie de estrategias de prevención destinadas a formar a los beneficiarios y empleadores sobre sus obligaciones a la hora de declarar ingresos.",Centrelink tenía muchas estrategias para enseñar a las personas cómo informar sobre sus ingresos.,"entailment
"
Esto permitió demostraciones del diseño antes de que las compañías hicieran inversiones más costosas en equipos de fabricación y en herramientas para construir prototipos representativos de producción para la fase de demostración.,Luego podrían mostrar cómo funciona el diseño.,"entailment
"
Esto permitió demostraciones del diseño antes de que las compañías hicieran inversiones más costosas en equipos de fabricación y en herramientas para construir prototipos representativos de producción para la fase de demostración.,Pudieron mostrar a la compañía que no era inteligente construir nuevas fábricas.,"neutral
"
Esto permitió demostraciones del diseño antes de que las compañías hicieran inversiones más costosas en equipos de fabricación y en herramientas para construir prototipos representativos de producción para la fase de demostración.,No tenían idea de cómo demostrar el impacto de las inversiones.,"contradiction
"
Los esfuerzos de colaboración de Carolina del Sur produjeron otro éxito el año siguiente.,Nadie en Carolina del Sur trabajó en conjunto.,"contradiction
"
Los esfuerzos de colaboración de Carolina del Sur produjeron otro éxito el año siguiente.,Los SC trabajaron conjuntamente.,"entailment
"
Los esfuerzos de colaboración de Carolina del Sur produjeron otro éxito el año siguiente.,Los demócratas y republicanos en Carolina del Sur están trabajando juntos.,"neutral
"
"Según un representante de la Junta, la documentación de la sección 605 (b) de la Junta no se entregó por separado al abogado principal de la defensa de la Small Business Administration (SBA).",La junta no dio las certificaciones de la SBA y lo dejaron en manos de la oficina del asesor.,"neutral
"
"Según un representante de la Junta, la documentación de la sección 605 (b) de la Junta no se entregó por separado al abogado principal de la defensa de la Small Business Administration (SBA).",La Junta no dio las certificaciones de la SBA.,"neutral
"
"Según un representante de la Junta, la documentación de la sección 605 (b) de la Junta no se entregó por separado al abogado principal de la defensa de la Small Business Administration (SBA).",La junta repartió certificaciones SBA todos los dias a quienquiera solicitara una.,"contradiction
"
"Cuando se produce una coincidencia para los cargos del hotel y otros cargos, se realizará una verificación del viaje real.",La mayoría de las cadenas de hoteles nacionales aceptan pagos con tarjeta de crédito.,"neutral
"
"Cuando se produce una coincidencia para los cargos del hotel y otros cargos, se realizará una verificación del viaje real.",El viaje en sí mismo se verificaría utilizando los cargos del hotel.,"neutral
"
"Cuando se produce una coincidencia para los cargos del hotel y otros cargos, se realizará una verificación del viaje real.",No hay manera de verificar si un viaje realmente ocurrió o no.,"contradiction
"
"Por ejemplo, una capital de estado que hemos visitado es el hogar de más de 600 compañías de software.",Las capitales son los mejores lugares para las compañías de software.,"neutral
"
"Por ejemplo, una capital de estado que hemos visitado es el hogar de más de 600 compañías de software.",Una capital tiene una tonelada de compañías de software.,"entailment
"
"Por ejemplo, una capital de estado que hemos visitado es el hogar de más de 600 compañías de software.",Las compañías de software evitan capitales por razones legales.,"contradiction
"
"Al medir la efectividad, la perfección es inalcanzable.",Puedes alcanzar la perfección si practicas lo suficiente.,"contradiction
"
"Al medir la efectividad, la perfección es inalcanzable.",Nunca puedes ser perfecto.,"entailment
"
"Al medir la efectividad, la perfección es inalcanzable.",Usted no puede ser perfecto ya que todos somos imperfectos.,"entailment
"
El compañero de casa que alquiló la habitación a Hazmi y Mihdhar durante el año 2000 es un ciudadano aparentemente respetuoso de la ley con contactos duraderos y amistosos entre la policía local y el personal del FBI.,Hazmi y Mihdhar compraron una casa y no tuvieron contacto con nadie.,"contradiction
"
El compañero de casa que alquiló la habitación a Hazmi y Mihdhar durante el año 2000 es un ciudadano aparentemente respetuoso de la ley con contactos duraderos y amistosos entre la policía local y el personal del FBI.,Por 500 $ al día Hazmi y Mihdhar alquilaron una habitación para todo el año.,"neutral
"
El compañero de casa que alquiló la habitación a Hazmi y Mihdhar durante el año 2000 es un ciudadano aparentemente respetuoso de la ley con contactos duraderos y amistosos entre la policía local y el personal del FBI.,Hazmi y Mihdhar alquilaron una habitación.,"entailment
"
"Para su viaje a Bosnia, vea el informe de inteligencia, interrogatorio de miembro Saudí de Al Qaeda, 3 de octubre de 2001.",Un miembro de Al Qaeda fue 18 veces a Bosnia en 2001.,"contradiction
"
"Para su viaje a Bosnia, vea el informe de inteligencia, interrogatorio de miembro Saudí de Al Qaeda, 3 de octubre de 2001.",Un miembro de Al Qaeda fue a Bosnia.,"entailment
"
"Para su viaje a Bosnia, vea el informe de inteligencia, interrogatorio de miembro Saudí de Al Qaeda, 3 de octubre de 2001.",No hubo evidencia de ningun mienbro de Al Qaeda yendo a Bosnia.,"contradiction
"
Jane le pidió al agente de Nueva York asignado para la búsqueda de Mihdhar que le firmara un formulario de reconocimiento de FISA en el que se indicada que el agente entendía cómo debía tratar la información de la FISA.,Jane solicitó un formulario de reconocimiento de FISA para ser firmado por un juez federal.,"contradiction
"
Jane le pidió al agente de Nueva York asignado para la búsqueda de Mihdhar que le firmara un formulario de reconocimiento de FISA en el que se indicada que el agente entendía cómo debía tratar la información de la FISA.,Jane pidió que se firmara un formulario de reconocimiento de FISA.,"entailment
"
Jane le pidió al agente de Nueva York asignado para la búsqueda de Mihdhar que le firmara un formulario de reconocimiento de FISA en el que se indicada que el agente entendía cómo debía tratar la información de la FISA.,Jane dijo que no era necesario el reconocimiento de FISA.,"contradiction
"
Nada resalta de ninguno de ellos en cuanto a la única capa de seguridad relevante para la actual evaluación de puestos fronterizos.,Se descubrió evidencia alarmante durante el cribado el análisis del punto de control.,"neutral
"
Nada resalta de ninguno de ellos en cuanto a la única capa de seguridad relevante para la actual evaluación de puestos fronterizos.,Las evaluaciones de puntos de control se basan completamente en la intuición del agente de aduanas que realiza el examen.,"contradiction
"
Nada resalta de ninguno de ellos en cuanto a la única capa de seguridad relevante para la actual evaluación de puestos fronterizos.,La transmisión del puesto de control no pudo descubrir ninguna prueba contra ellos.,"neutral
"
"Khallad ha ofrecido una segunda versión, es decir, que los tres viajaron juntos a Karachi.",Khallad dijo que no sabía nada sobre los tres.,"contradiction
"
"Khallad ha ofrecido una segunda versión, es decir, que los tres viajaron juntos a Karachi.",Khallad afirmó que los tres podrían haber viajado juntos.,"entailment
"
"Khallad ha ofrecido una segunda versión, es decir, que los tres viajaron juntos a Karachi.",Khallad dijo que había un 50% de posibilidades de que los tres fuesen juntos a Karachi en octubre.,"neutral
"
"Informe de inteligencia, interrogatorio de Binalshibh, 1 de octubre de 2002.",Binalshibh fue interrogado por un oficial del FBI.,"neutral
"
"Informe de inteligencia, interrogatorio de Binalshibh, 1 de octubre de 2002.",Binalshibh fue interrogado en 2002.,"entailment
"
"Informe de inteligencia, interrogatorio de Binalshibh, 1 de octubre de 2002.",A Binalshibh nunca se le habló y desapareció.,"contradiction
"
Mihdhar recibe un nuevo visado para los Estados Unidos dos días después del encuentro entre la CIA y el FBI en Nueva York.,Mihdhar tenía una visa de los Estados Unidos para ingresar al país.,"entailment
"
