premise,hypothesis,gpt_reply
อีกไม่เกินสามไมล์ก็จะเป็นแผ่นดินที่มีกำแพงสูงต่ำอันเขียวขจีปกคลุมขอบฟ้าด้านตะวันตก,พวกเขาไม่สามารถที่จะมองเห็นพื้นที่เป็นระยะทางหลายไมล์ สิ่งที่พวกเขาเห็นมีแต่มหาสมุทรที่ไม่สิ้นสุด,"neutral
"
ฉันเป็นทูตของพระองค์ในส่วนที่ป่าเถื่อนเหล่านี้ และซันเดอร์แลนด์พระองค์ของฉันในที่อยู่ใกล้กับญาติพี่น้อง,พระองค์ท่านมีทูตและข้าพเจ้าเป็นหนึ่งในนั้น,"entailment
"
ฉันเป็นทูตของพระองค์ในส่วนที่ป่าเถื่อนเหล่านี้ และซันเดอร์แลนด์พระองค์ของฉันในที่อยู่ใกล้กับญาติพี่น้อง,กษัตริย์ส่งฉันมาที่นี่เมื่อราว ๆ สัปดาห์ก่อน,"neutral
"
ฉันเป็นทูตของพระองค์ในส่วนที่ป่าเถื่อนเหล่านี้ และซันเดอร์แลนด์พระองค์ของฉันในที่อยู่ใกล้กับญาติพี่น้อง,ฉันไม่รับคำสั่งจากพระองค์,"contradiction
"
"ฉันเป็นหนี้คุณ--หรือคิดว่าฉันทำ, เขาพูด",เขาไม่เคยคิดว่าเขาติดค้างอะไรคุณ,"contradiction
"
"ฉันเป็นหนี้คุณ--หรือคิดว่าฉันทำ, เขาพูด",เขาติดหนี้เธอสำหรับความช่วยเหลือที่เธอมอบให้เขาในฐานะขอทานที่สิ้นเนื้อประดาตัว,"neutral
"
"ฉันเป็นหนี้คุณ--หรือคิดว่าฉันทำ, เขาพูด",เขาคิดว่าเขาติดหนี้อะไรกับคุณ,"entailment
"
ฉันน่าจะรู้ดีกว่าการมาใกล้ ๆ จาไมกาในตอนกลางคืน,ฉันเดินทางไปใกล้เกาะจาเมกาหลังพระอาทิตย์ตกแล้ว,"entailment
"
ฉันน่าจะรู้ดีกว่าการมาใกล้ ๆ จาไมกาในตอนกลางคืน,ฉันเดินทางไปจาเมกาในเรือขนาดใหญ่,"neutral
"
ฉันน่าจะรู้ดีกว่าการมาใกล้ ๆ จาไมกาในตอนกลางคืน,ภรรยาและฉันมาถึงจาเมกาในตอนกลางวันแสกๆ,"neutral
"
ความคิดเกี่ยวกับการนองเลือดขึ้นอยู่กับสิ่งนี้และสิ่งอื่น ๆ ในขณะที่เขานอนแผ่อยู่บนเตียงในตอนกลางวัน,บลัดหลับไปกับความฝันอย่างเลินเล่อในฝันกลางวันของเขา,"entailment
"
ความคิดเกี่ยวกับการนองเลือดขึ้นอยู่กับสิ่งนี้และสิ่งอื่น ๆ ในขณะที่เขานอนแผ่อยู่บนเตียงในตอนกลางวัน,Blood กำลังครุ่นคิดขณะเขากำลังนอนลง,"neutral
"
ความคิดเกี่ยวกับการนองเลือดขึ้นอยู่กับสิ่งนี้และสิ่งอื่น ๆ ในขณะที่เขานอนแผ่อยู่บนเตียงในตอนกลางวัน,ครั้งสุดท้ายที่เขาเห็นแม่เขา เลือดกำลังไหลอย่างหนัก,"neutral
"
แน่นอน งั้นเดี๋ยวฉันจะบอกคุณ,เอาล่ะ ฉันจะบอกคุณเกี่ยวกับเรื่องนี้,"entailment
"
แน่นอน งั้นเดี๋ยวฉันจะบอกคุณ,ฉันจะไม่กล่าวคำใดๆกับคุณเลย,"contradiction
"
แน่นอน งั้นเดี๋ยวฉันจะบอกคุณ,เพียงเพราะคุณสัญญาว่าจะไม่ทำสิ่งนี้ซ้ำฉันบอกคุณไว้เลย,"neutral
"
อ่า! และมันไปทางไหน,มีใครบางคนมาถามทาง,"entailment
"
อ่า! และมันไปทางไหน,ผู้ตั้งคำถามเท่านั้นและไม่มีใครอยู่เพื่อให้ปรึกษา,"neutral
"
อ่า! และมันไปทางไหน,ผู้ถามกำลังรีบและต้องการทราบเส้นทางที่จะต้องใช้ทันที,"entailment
"
ฉันไม่ให้คอมมิชชั่นแก่คณะกรรมาธิการของกษัตริย์แม้แต่น้อย,การได้รับมอบอำนาจจากกษัตริย์ขัดต่อศีลธรรมของฉัน,"neutral
"
ฉันไม่ให้คอมมิชชั่นแก่คณะกรรมาธิการของกษัตริย์แม้แต่น้อย,ฉันได้คิดอย่างหนักต่อค่าคอมมิชชั่นของกษัตริย์,"neutral
"
ฉันไม่ให้คอมมิชชั่นแก่คณะกรรมาธิการของกษัตริย์แม้แต่น้อย,ฉันลงชื่อรับรองเพื่อรับการยินยอมจากกษัตริย์โดยไม่ลังเล,"neutral
"
เขาตระหนักว่าเขาอาจจะไปประชุมหารือด้วยความรีบเร่ง,เขาเพิ่งรู้ว่าเขามีเวลาทั้งวันเพื่อที่จะหลบตัว,"contradiction
"
เขาตระหนักว่าเขาอาจจะไปประชุมหารือด้วยความรีบเร่ง,เขาตระหนักว่าเขาต้องเดินมากเกมให้เร็วกว่านี้,"neutral
"
เขาตระหนักว่าเขาอาจจะไปประชุมหารือด้วยความรีบเร่ง,ถ้าเขายู่ที่เดิม เขาจะถูกค้นพบ,"neutral
"
แต่แล้วเขาก็ยังเป็นสิ่งที่เขาเป็น และยังทำสิ่งที่เขาทำตลอดเวลาสามปีที่ผ่านมา เธอกล่าว แต่ตอนนี้เธอกล่าวอย่างเสียใจโดยไม่มีการดูหมิ่นเหมือนก่อนหน้า,เธอไม่ชอบที่เขาได้ฆาตกรรมชายหลายคนเมื่อสามปีก่อนในอดีต,"neutral
"
แต่แล้วเขาก็ยังเป็นสิ่งที่เขาเป็น และยังทำสิ่งที่เขาทำตลอดเวลาสามปีที่ผ่านมา เธอกล่าว แต่ตอนนี้เธอกล่าวอย่างเสียใจโดยไม่มีการดูหมิ่นเหมือนก่อนหน้า,เธอพูดถึงความสุขในการผจญภัยของเขาและบุคลิกของเขา,"neutral
"
แต่แล้วเขาก็ยังเป็นสิ่งที่เขาเป็น และยังทำสิ่งที่เขาทำตลอดเวลาสามปีที่ผ่านมา เธอกล่าว แต่ตอนนี้เธอกล่าวอย่างเสียใจโดยไม่มีการดูหมิ่นเหมือนก่อนหน้า,เธอพูดด้วยเสียงเศร้า,"entailment
"
ฉันว่ามันมาหลังจากแฟชั่นของพวกคุณ,ฉันคิดว่านี้คือสิ่งที่คุณมักจะทำ,"neutral
"
ฉันว่ามันมาหลังจากแฟชั่นของพวกคุณ,ฉันได้อ่านเกี่ยวกับประเภทของคุณและวัฒนธรรมของพวกเขาแล้ว,"neutral
"
ฉันว่ามันมาหลังจากแฟชั่นของพวกคุณ,ฉันคิดว่าสิ่งนี้ไม่ใช่เรื่องปกติในกลุ่มพวกคุณ,"neutral
"
การขมวดคิ้วสร้างรอยย่นบนคิ้วของเธอ,รอยยิ้มกว้างๆบนใบหน้าของเธอ,"neutral
"
การขมวดคิ้วสร้างรอยย่นบนคิ้วของเธอ,เธอรู้สึกเธอไม่สบายท้อง,"neutral
"
การขมวดคิ้วสร้างรอยย่นบนคิ้วของเธอ,หน้านิ้วคิ้วขมวดบนใบหน้าของเธอ,"neutral
"
"เธอได้สังเกตุการณ์เขา ด้วยดวงตาที่สว่างไสว, แต่ว่าในด้านสีหน้าที่เศร้าของเขา, และ ขมวดคิ้วซึ่งมีแผลเป็นบนคิ้วของเขา, ทำให้การแสดงออกของตัวเธอเปลี่ยนไป",การแสดงออกของเธอเปลี่ยนไปหลังเห็นหน้าเขา,"entailment
"
"เธอได้สังเกตุการณ์เขา ด้วยดวงตาที่สว่างไสว, แต่ว่าในด้านสีหน้าที่เศร้าของเขา, และ ขมวดคิ้วซึ่งมีแผลเป็นบนคิ้วของเขา, ทำให้การแสดงออกของตัวเธอเปลี่ยนไป",หน้าของเธอบ่งบอกความหวังเมื่อเธอได้เห็นหน้าบึ้งตึงของเขา,"contradiction
"
"เธอได้สังเกตุการณ์เขา ด้วยดวงตาที่สว่างไสว, แต่ว่าในด้านสีหน้าที่เศร้าของเขา, และ ขมวดคิ้วซึ่งมีแผลเป็นบนคิ้วของเขา, ทำให้การแสดงออกของตัวเธอเปลี่ยนไป",เธอไม่รู้ว่าเขาโกรธเธอหรือเปล่า,"neutral
"
ในขณะที่กำลังเดินอย่างไม่รีบร้อน เขาเดินเลาะกำแพงที่ถูกโจมตีผ่านไปยังทางเข้าขนาดใหญ่ที่ตรงไปสู่สนาม,ตั้งแต่ประตูใหญ่ถูกปิด เขากระโดดข้ามรั้วไปที่ลาน,"contradiction
"
ในขณะที่กำลังเดินอย่างไม่รีบร้อน เขาเดินเลาะกำแพงที่ถูกโจมตีผ่านไปยังทางเข้าขนาดใหญ่ที่ตรงไปสู่สนาม,ประตูใหญ่เป็นทางเข้าเดียวกับลานสนาม,"neutral
"
ในขณะที่กำลังเดินอย่างไม่รีบร้อน เขาเดินเลาะกำแพงที่ถูกโจมตีผ่านไปยังทางเข้าขนาดใหญ่ที่ตรงไปสู่สนาม,มีประตูรั้วอันใหญ่ๆที่เปิดเข้าไปเป็นลานบ้าน,"entailment
"
แกจะหัวเสียไปจนถึงตะแลงแกง ไม่ต้องสงสัยเลย เขาพูดอย่างเหยียดหยัน,เขาคิดว่าใครบางคนจะถูกแขวนคอ,"entailment
"
แกจะหัวเสียไปจนถึงตะแลงแกง ไม่ต้องสงสัยเลย เขาพูดอย่างเหยียดหยัน,เขาคือนายอำเภอที่จับโจรได้,"neutral
"
แกจะหัวเสียไปจนถึงตะแลงแกง ไม่ต้องสงสัยเลย เขาพูดอย่างเหยียดหยัน,เขากระซิบบอกทางที่จะหนีออกนอกประเทศเพื่อหลีกเลี่ยงการถูกคุมขัง,"neutral
"
ด้วยความสัตย์จริง ฉันจะหน่วงเหนี่ยวพวกเขาไว้ได้อย่างไร? มันอยู่ในการต่อรอง,ฉันไม่สามารถบังคับตัวเองให้คุมขังเขาได้,"entailment
"
ด้วยความสัตย์จริง ฉันจะหน่วงเหนี่ยวพวกเขาไว้ได้อย่างไร? มันอยู่ในการต่อรอง,ฉันกักตัวพวกเขาในทันทีที่ฉันเห็นพวกเขา,"contradiction
"
ด้วยความสัตย์จริง ฉันจะหน่วงเหนี่ยวพวกเขาไว้ได้อย่างไร? มันอยู่ในการต่อรอง,ฉันไม่มีทางที่จะอภัยให้ตัวเอง ถ้าฉันได้คุมตัวพวกเขาไว้,"neutral
"
ฉันไล่ล่าเขามาตลอดปีที่ผ่านมานี้,ฉันคอยตามเขาอย่างใกล้ชิดเป็นเวลาหนึ่งปีโดยที่เขาไม่รู้ตัว,"neutral
"
ฉันไล่ล่าเขามาตลอดปีที่ผ่านมานี้,ฉันติดตามเขาเพียงแค่จะหนึ่งอาทิตย์เท่านั้น,"contradiction
"
ฉันไล่ล่าเขามาตลอดปีที่ผ่านมานี้,ในช่วงปีที่ผ่านมาฉันสะกดรอยตามเขา,"entailment
"
พิพิธภัณฑ์ไม่เก่งเรื่องแคตาล็อกหรือป้ายแสดงคำบรรยาย,พิพิธภัณฑ์ไม่ชอบการติดฉลาก,"neutral
"
พิพิธภัณฑ์ไม่เก่งเรื่องแคตาล็อกหรือป้ายแสดงคำบรรยาย,พิพิธภัณฑ์ไม่มีโบรชัวร์,"neutral
"
พิพิธภัณฑ์ไม่เก่งเรื่องแคตาล็อกหรือป้ายแสดงคำบรรยาย,จุดเด่นของพิพิธภัณฑ์คือแคตตาล็อก,"contradiction
"
ตลาดกลางแจ้งเหล่านี้เป็นสถานที่ที่น่าช้อปที่สุดในเมืองปักกิ่ง,ปักกิ่งมีตลาดกลางแจ้งที่มีร้านค้าที่น่าสนใจมากมาย,"entailment
"
ตลาดกลางแจ้งเหล่านี้เป็นสถานที่ที่น่าช้อปที่สุดในเมืองปักกิ่ง,ตลาดกลางแจ้งในเมืองปักกิ่งนั้นน่าสนใจที่สุดในโลก,"neutral
"
ตลาดกลางแจ้งเหล่านี้เป็นสถานที่ที่น่าช้อปที่สุดในเมืองปักกิ่ง,กฎหมายที่เข้มงวดในปักกิ่งห้ามให้มีการตั้งตลาดกลางแจ้งนอกเหนือจากข้อกำหนดของเมือง,"neutral
"
อ่าวที่ใหญ่ที่สุดในฝั่งตะวันตกเหนือเป็นท่าเรือที่ดีแต่อาจจะทำให้ทั้งน้ำและชายหาดสกปรกได้,น้ำและชายหาดสะอาดเสมอ,"contradiction
"
อ่าวที่ใหญ่ที่สุดในฝั่งตะวันตกเหนือเป็นท่าเรือที่ดีแต่อาจจะทำให้ทั้งน้ำและชายหาดสกปรกได้,น้ำและชายหาดอาจสกปรก,"entailment
"
อ่าวที่ใหญ่ที่สุดในฝั่งตะวันตกเหนือเป็นท่าเรือที่ดีแต่อาจจะทำให้ทั้งน้ำและชายหาดสกปรกได้,น้ำสกปรกเนื่องจากมลพิษ,"entailment
"
ตึกระฟ้าเหล่านั้นคือธนาคารและถนนที่พวกมันตั้งอยู่ยังได้รับการขนานนามว่า Milla de Oro หรือ Golden Mile,ไม่มีตึกสูงใน Golden Mile ที่เป็นธนาคารเลย,"contradiction
"
ตึกระฟ้าเหล่านั้นคือธนาคารและถนนที่พวกมันตั้งอยู่ยังได้รับการขนานนามว่า Milla de Oro หรือ Golden Mile,ตึกระฟ้าใน Golden Mile เป็นธนาคาร,"entailment
"
ตึกระฟ้าเหล่านั้นคือธนาคารและถนนที่พวกมันตั้งอยู่ยังได้รับการขนานนามว่า Milla de Oro หรือ Golden Mile,ตึกระฟ้าในโกลเดน ไมล์นั้นเป็นธุรกิจที่แตกต่างจากธุรกิจอื่น ๆ รวมถึงธนาคาร,"neutral
"
โดยเป็นธรรมชาติอย่างเพียงพอ การมีส่วนร่วมในสงครามโลกครั้งที่สองเริ่มต้นด้วยแผนการฝึกอบรมทางอากาศของเครือจักรภพอังกฤษ โดยใช้น่านฟ้าที่ปลอดภัยกว่าของแคนาดาเพื่อเตรียมนักบินสำหรับการต่อสู้,แคนาดามีน่านฟ้าที่ปลอดภัยกว่า,"entailment
"
โดยเป็นธรรมชาติอย่างเพียงพอ การมีส่วนร่วมในสงครามโลกครั้งที่สองเริ่มต้นด้วยแผนการฝึกอบรมทางอากาศของเครือจักรภพอังกฤษ โดยใช้น่านฟ้าที่ปลอดภัยกว่าของแคนาดาเพื่อเตรียมนักบินสำหรับการต่อสู้,ท้องฟ้าของแคนาดานั้นเป็นอิสระจากขีปนาวุธ,"neutral
"
โดยเป็นธรรมชาติอย่างเพียงพอ การมีส่วนร่วมในสงครามโลกครั้งที่สองเริ่มต้นด้วยแผนการฝึกอบรมทางอากาศของเครือจักรภพอังกฤษ โดยใช้น่านฟ้าที่ปลอดภัยกว่าของแคนาดาเพื่อเตรียมนักบินสำหรับการต่อสู้,สกีของแคนาดาเคยเป็นสิ่งที่อันตราย,"neutral
"
และพวกเขายังคงรับฟังความคิดเห็นของผู้อื่นและให้ความช่วยเหลือ ถึงแม้ว่าพวกเขาจะรู้ว่าชายฝั่งทะเลแสนสวยของพวกเขาจะไม่เป็นของพวกเขาในอีกไม่นาน,พวกเขาขมขื่นและไม่พอใจกับทุกคนในขณะนี้ที่ว่าพวกเขาต้องแบ่งปันชายฝั่งกัน,"contradiction
"
และพวกเขายังคงรับฟังความคิดเห็นของผู้อื่นและให้ความช่วยเหลือ ถึงแม้ว่าพวกเขาจะรู้ว่าชายฝั่งทะเลแสนสวยของพวกเขาจะไม่เป็นของพวกเขาในอีกไม่นาน,พวกเขาต้องแบ่งชายฝั่งกับคนอื่น ๆ ในขณะนี้,"neutral
"
และพวกเขายังคงรับฟังความคิดเห็นของผู้อื่นและให้ความช่วยเหลือ ถึงแม้ว่าพวกเขาจะรู้ว่าชายฝั่งทะเลแสนสวยของพวกเขาจะไม่เป็นของพวกเขาในอีกไม่นาน,พวกเขาเคยเป็นเจ้าของแนวชายฝั่งยาวห้าร้อยไมล์,"neutral
"
กุบไล ข่านสร้างเมืองหลวงของเขาในปี 1279 บนชายฝั่งทะเลสาบเป๋ยไห่ของปักกิ่ง ที่ซึ่งมีสมบัติจักรพรรดิของเขาบางส่วนที่ยังคงแสดงให้เห็นอยู่ทุกวันนี้,กุลไบ ข่าน ได้รับเลือกให้เป็นศูนย์กลางของไต้หวัน,"contradiction
"
กุบไล ข่านสร้างเมืองหลวงของเขาในปี 1279 บนชายฝั่งทะเลสาบเป๋ยไห่ของปักกิ่ง ที่ซึ่งมีสมบัติจักรพรรดิของเขาบางส่วนที่ยังคงแสดงให้เห็นอยู่ทุกวันนี้,กุบไล ข่านมีทรัพย์สมบัติในปักกิ่ง,"entailment
"
กุบไล ข่านสร้างเมืองหลวงของเขาในปี 1279 บนชายฝั่งทะเลสาบเป๋ยไห่ของปักกิ่ง ที่ซึ่งมีสมบัติจักรพรรดิของเขาบางส่วนที่ยังคงแสดงให้เห็นอยู่ทุกวันนี้,กุบไลข่านคือบุคคลที่ได้รับการยอมรับเป็นอย่างสูง,"entailment
"
ปรับตัวได้ง่ายขึ้นด้วยชุมชน Anglo มีเพียงโรงเรียนโปรเตสแตนต์เท่านั้นที่รับเด็ก ๆ ชาวยิวจากยุโรปตะวันออกของพวกเขาที่เรียนจบไปยัง เวสต์เมาน์ที่มั่งคั่งหรืออพยพไปยังโตรอนโตอีกครั้ง,ชาวยิวในยุโรปตะวันออกปรับตัวได้ดีกับทุกคน,"contradiction
"
ปรับตัวได้ง่ายขึ้นด้วยชุมชน Anglo มีเพียงโรงเรียนโปรเตสแตนต์เท่านั้นที่รับเด็ก ๆ ชาวยิวจากยุโรปตะวันออกของพวกเขาที่เรียนจบไปยัง เวสต์เมาน์ที่มั่งคั่งหรืออพยพไปยังโตรอนโตอีกครั้ง,ชาวยิวไม่เป็นต้องการของคนอื่น ๆ ในชุมชน,"neutral
"
ปรับตัวได้ง่ายขึ้นด้วยชุมชน Anglo มีเพียงโรงเรียนโปรเตสแตนต์เท่านั้นที่รับเด็ก ๆ ชาวยิวจากยุโรปตะวันออกของพวกเขาที่เรียนจบไปยัง เวสต์เมาน์ที่มั่งคั่งหรืออพยพไปยังโตรอนโตอีกครั้ง,พวกคนยิวซึมตัวเข้าไปในชุมชนแองโกลได้ง่ายกว่า,"entailment
"
ถ้าเป็นไปได้ทำความคุ้นเคยกับพล็อตล่วงหน้าไว้นะ,อย่าค้นหาเนื้อเรื่องก่อนล่วงหน้า เพราะมันจะทำให้เสียความสนุกตามมาทีหลัง,"contradiction
"
ถ้าเป็นไปได้ทำความคุ้นเคยกับพล็อตล่วงหน้าไว้นะ,พยายามเข้าใจพล็อตล่วงหน้าหากคุณสามารถทำได้,"entailment
"
ถ้าเป็นไปได้ทำความคุ้นเคยกับพล็อตล่วงหน้าไว้นะ,คุณจะพบว่าชั้นเรียนนั้นง่ายขึ้นหากคุณเข้าใจโครงร่างของหนังสือ,"entailment
"
"หลุมฝังศพของเขาซึ่งอยู่ 27 เมตร (88 ฟุต) ใต้พื้นดินนั้นทำจากหินอ่อนและครอบคลุมพื้นที่ 1,200 ตารางเมตร (13,000 ตารางฟุต)",เขาถูกฝังอยู่ใต้ดินกว่า 20 เมตร,"entailment
"
"หลุมฝังศพของเขาซึ่งอยู่ 27 เมตร (88 ฟุต) ใต้พื้นดินนั้นทำจากหินอ่อนและครอบคลุมพื้นที่ 1,200 ตารางเมตร (13,000 ตารางฟุต)",เขาเป็นบุคคลสาธารณะที่สำคัญ,"entailment
"
"หลุมฝังศพของเขาซึ่งอยู่ 27 เมตร (88 ฟุต) ใต้พื้นดินนั้นทำจากหินอ่อนและครอบคลุมพื้นที่ 1,200 ตารางเมตร (13,000 ตารางฟุต)",ห้องใต้ดินที่ฝังศพของเขาจะทำจากไม้,"contradiction
"
จำไว้ว่าต้องซ่อนทรัพย์สมบัติพกพาทั้งหมดจากลิง,ซ่อนทรัพย์สมบัติของคุณจากเหล่าลิง,"entailment
"
จำไว้ว่าต้องซ่อนทรัพย์สมบัติพกพาทั้งหมดจากลิง,ลิงสนใจในหลายสิ่งเป็นอย่างมาก รวมถึงสิ่งต่างๆของคุณ,"entailment
"
จำไว้ว่าต้องซ่อนทรัพย์สมบัติพกพาทั้งหมดจากลิง,คุณไม่จำเป็นต้องซ่อนทรัพย์สินของคุณจากพวกลิง,"contradiction
"
"ประมาณ 1,400 ปีก่อนนั้น ปราสาทแห่ง Estei ถูกสร้างขึ้นมา Milreu เคยเป็นบ้านในชนบทที่กว้างใหญ่ของผู้มีชื่อเสียง",Milreu อยู่ห่างจากอะไรก็ตาม10 ไมล์,"neutral
"
"ประมาณ 1,400 ปีก่อนนั้น ปราสาทแห่ง Estei ถูกสร้างขึ้นมา Milreu เคยเป็นบ้านในชนบทที่กว้างใหญ่ของผู้มีชื่อเสียง",Milreu ออกนอกประเทศไปแล้ว,"neutral
"
"ประมาณ 1,400 ปีก่อนนั้น ปราสาทแห่ง Estei ถูกสร้างขึ้นมา Milreu เคยเป็นบ้านในชนบทที่กว้างใหญ่ของผู้มีชื่อเสียง",Milreu ตั้งอยู่ใจกลางเมือง,"neutral
"
อุณหภูมิน้ำทะเล หลากหลายระหว่าง 18e และ 24e C (64-75e F).,อุณหภูมิน้ำทะเลเปลี่ยนแปลงอยู่ตลอดเวลา แต่ไม่เคยลดต่ำจนถึงจุดเยือกแข็ง,"neutral
"
อุณหภูมิน้ำทะเล หลากหลายระหว่าง 18e และ 24e C (64-75e F).,อุณหภูมิของทะเลอยู่ที่จุดที่หนึ่งตลอดทั้งปี,"neutral
"
อุณหภูมิน้ำทะเล หลากหลายระหว่าง 18e และ 24e C (64-75e F).,เห็นไหมว่า อุณหภูมิจะสูงกว่าในช่วงกลางวัน เมื่ออากาศมันอุ่นขึ้น,"neutral
"
อุทยานแห่งชาติคินาบาลูเป็นแค่หนึ่งในหกท้องที่ที่ได้รับการคุ้มครองในรัฐ,อุทยานแห่งชาติคินาบาลูมีช้างสิบตัวและแรดหกตัว,"neutral
"
อุทยานแห่งชาติคินาบาลูเป็นแค่หนึ่งในหกท้องที่ที่ได้รับการคุ้มครองในรัฐ,รัฐได้รับการคุ้มครองพื้นที่ซึ่งรวมถึงอุทยานแห่งชาติคินาบาลู,"entailment
"
อุทยานแห่งชาติคินาบาลูเป็นแค่หนึ่งในหกท้องที่ที่ได้รับการคุ้มครองในรัฐ,มีภูมิภาคที่ได้รับการปกป้องทั้งหมดสามส่วนในรัฐ,"neutral
"
คุณจะเห็นวิดีโอเกี่ยวกับเรื่องราวของแอนน์และอัมสเตอร์ดัมภายใต้การยึดครอง พร้อมกับภาพถ่ายและสิ่งประดิษฐ์ของสมัยนั้น,คุณจะไม่ได้เห็นรูปถ่าย,"contradiction
"
คุณจะเห็นวิดีโอเกี่ยวกับเรื่องราวของแอนน์และอัมสเตอร์ดัมภายใต้การยึดครอง พร้อมกับภาพถ่ายและสิ่งประดิษฐ์ของสมัยนั้น,คุณจะเห็นรูปถ่าย,"entailment
"
คุณจะเห็นวิดีโอเกี่ยวกับเรื่องราวของแอนน์และอัมสเตอร์ดัมภายใต้การยึดครอง พร้อมกับภาพถ่ายและสิ่งประดิษฐ์ของสมัยนั้น,คุณจะเห็นรูปถ่ายบางส่วนของอันแรกๆ,"entailment
"
เทรเชอร์บีชเป็นย่านรีสอร์ทเพียงที่เดียวที่จะพูดถึง ด้วยมีโรงแรมเพียงไม่กี่แห่งตามอ่าวหาดทรายสามแห่ง,ไม่มีโรงแรมให้เลือกมากนักสำหรับผู้คนที่มาชมหาดเทรเชอร์,"entailment
"
เทรเชอร์บีชเป็นย่านรีสอร์ทเพียงที่เดียวที่จะพูดถึง ด้วยมีโรงแรมเพียงไม่กี่แห่งตามอ่าวหาดทรายสามแห่ง,มีโรงแรมสี่ดาวแห่งหนึ่งที่ว่างสำหรับนักท่องเที่ยวที่จะมาท่องเที่ยวทะเล Treasure,"neutral
"
เทรเชอร์บีชเป็นย่านรีสอร์ทเพียงที่เดียวที่จะพูดถึง ด้วยมีโรงแรมเพียงไม่กี่แห่งตามอ่าวหาดทรายสามแห่ง,หาดขุมทรัพย์คือรีสอร์ทหนึ่ง ในจำนวนรีสอร์ทหลายแห่งในพื้นที่นี้,"neutral
"
ฤดูร้อนทำให้อุณหภูมิของอากาศและทะเลมีความอบอุ่น (แต่ไม่ร้อน) ซึ่งเหมาะแก่การดำน้ำลึก ดำน้ำตื้น และกีฬาทางน้ำชนิดอื่น ๆ,มันอยู่ที่ 100 องศา หรือ ร้อนมากกว่าเป็นประจำในหน้าร้อน,"contradiction
"
ฤดูร้อนทำให้อุณหภูมิของอากาศและทะเลมีความอบอุ่น (แต่ไม่ร้อน) ซึ่งเหมาะแก่การดำน้ำลึก ดำน้ำตื้น และกีฬาทางน้ำชนิดอื่น ๆ,โดยปกติแล้วจะอยู่ที่ 75 ในฤดูร้อน,"neutral
"
ฤดูร้อนทำให้อุณหภูมิของอากาศและทะเลมีความอบอุ่น (แต่ไม่ร้อน) ซึ่งเหมาะแก่การดำน้ำลึก ดำน้ำตื้น และกีฬาทางน้ำชนิดอื่น ๆ,อุณหภูมิที่อบอุ่นระหว่างช่วงฤดูร้อน,"entailment
"
แอ่งน้ำทั้งหลายนั้นเป็นสถานที่ซึ่งผู้เยี่ยมชมทั้งหลายโยนเหรียญลงไปโดยหวังให้เหรียญไปตกที่หัวของเต่า เพื่อที่จะได้รับโชคลาภ,ผู้คนไม่เคยเอาเงินมาใช้ในนี้เลยเพราะว่ามันโชคร้าย,"contradiction
"
แอ่งน้ำทั้งหลายนั้นเป็นสถานที่ซึ่งผู้เยี่ยมชมทั้งหลายโยนเหรียญลงไปโดยหวังให้เหรียญไปตกที่หัวของเต่า เพื่อที่จะได้รับโชคลาภ,ผู้คนขว้างเหรียญแม้ว่าสัญลักษณ์จะบอกว่าห้ามทำ,"neutral
"
แอ่งน้ำทั้งหลายนั้นเป็นสถานที่ซึ่งผู้เยี่ยมชมทั้งหลายโยนเหรียญลงไปโดยหวังให้เหรียญไปตกที่หัวของเต่า เพื่อที่จะได้รับโชคลาภ,ผู้คนทั้งหลายโยนเหรียญลงไปในน้ำ,"entailment
"
เมืองท่า นาฟพลิโอ เป็นจุดตั้งหลักที่ดีที่สุดสำหรับการท่องเที่ยวในบริเวณนี้ หรือบางทีก็เป็นจุดแวะทานอาหารกลางวันขณะที่คุณกำลังท่องเที่ยวอยู่,นาฟปลิโอมีทิวทัศน์ที่สวย,"entailment
"
เมืองท่า นาฟพลิโอ เป็นจุดตั้งหลักที่ดีที่สุดสำหรับการท่องเที่ยวในบริเวณนี้ หรือบางทีก็เป็นจุดแวะทานอาหารกลางวันขณะที่คุณกำลังท่องเที่ยวอยู่,นาฟปลิโอคือฐานที่ไม่ดี,"contradiction
"
เมืองท่า นาฟพลิโอ เป็นจุดตั้งหลักที่ดีที่สุดสำหรับการท่องเที่ยวในบริเวณนี้ หรือบางทีก็เป็นจุดแวะทานอาหารกลางวันขณะที่คุณกำลังท่องเที่ยวอยู่,Nafplio เป็นฐานที่สมบูรณ์แบบ,"entailment
"
ออตโต แฟรงก์ และครอบครัวของเขาซ่อนอยู่ในห้องใต้หลังคาของสถานประกอบการเป็นเวลามากกว่าสองปีใน Prinsengracht ก่อนที่จะถูกค้นพบ,Otto Frank ถูกจับในวันที่สอง,"neutral
"
ออตโต แฟรงก์ และครอบครัวของเขาซ่อนอยู่ในห้องใต้หลังคาของสถานประกอบการเป็นเวลามากกว่าสองปีใน Prinsengracht ก่อนที่จะถูกค้นพบ,อ็อตโต้ แฟรงซ์ ซ่อนตัวนานกว่า 25 เดือนแล้ว,"entailment
"
ออตโต แฟรงก์ และครอบครัวของเขาซ่อนอยู่ในห้องใต้หลังคาของสถานประกอบการเป็นเวลามากกว่าสองปีใน Prinsengracht ก่อนที่จะถูกค้นพบ,Otto Frank ซ่อนตัวจนกว่าพวกนาซีจะพบเขา,"entailment
"
