premise,hypothesis,gpt_reply
"समाजशास्त्रीय नाटकातही, अभिनय करण्याची आणि विविध भूमिका समन्वयित करण्याची संधी कदाचित मुलांना इच्छा, विश्वास आणि भावनांमधील लोकांमधील समानता आणि फरक समजून घेण्यास मदत करते.",विविध जाती किती वेगळ्या आहेत हे मुले पाहू शकतात.,"neutral
"
"समाजशास्त्रीय नाटकातही, अभिनय करण्याची आणि विविध भूमिका समन्वयित करण्याची संधी कदाचित मुलांना इच्छा, विश्वास आणि भावनांमधील लोकांमधील समानता आणि फरक समजून घेण्यास मदत करते.",मुलं काही शिकू शकत नाहीत.,"contradiction
"
युद्धानंतरच्या जर्मन संविधानिक आदेशाचा सर्वोच्च गुण म्हणजे नात्सी शासनाचा सर्वात मोठा बळी होता.,नात्सी शासनाने त्याला परवानगी दिली.,"contradiction
"
युद्धानंतरच्या जर्मन संविधानिक आदेशाचा सर्वोच्च गुण म्हणजे नात्सी शासनाचा सर्वात मोठा बळी होता.,नात्सी शासनाने त्यात सामील असलेल्या सर्वांना ठार मारले.,"contradiction
"
युद्धानंतरच्या जर्मन संविधानिक आदेशाचा सर्वोच्च गुण म्हणजे नात्सी शासनाचा सर्वात मोठा बळी होता.,नात्सी शासनाने ते थांबवले.,"contradiction
"
सोन्या आपल्या मुलीच्या चेहऱ्यावरच्या चेहऱ्यावरच्या चेहऱ्याची नक्कल करू लागली.,कुणीही कुणावर कुरघोडी केली नाही.,"contradiction
"
सोन्या आपल्या मुलीच्या चेहऱ्यावरच्या चेहऱ्यावरच्या चेहऱ्याची नक्कल करू लागली.,सोन्या ही एक मुलगी आहे.,"contradiction
"
सोन्या आपल्या मुलीच्या चेहऱ्यावरच्या चेहऱ्यावरच्या चेहऱ्याची नक्कल करू लागली.,सोन्या चिडली.,"neutral
"
"५५व्या लोकसभेच्या निवडणुकांमध्ये ते लोकसभेवर निवडून गेले, तर लोकसभेवर निवडून गेले.",या अधिकाराचा वापर कधीकधी नागरी युद्धाच्या आधीच्या दशकांमध्ये केला जातो.,"neutral
"
"५५व्या लोकसभेच्या निवडणुकांमध्ये ते लोकसभेवर निवडून गेले, तर लोकसभेवर निवडून गेले.",या अधिकाराचा वापर पाच-पाच वर्षांत गृहयुद्धाच्या काळात ४ वेळा केला गेला.,"neutral
"
"५५व्या लोकसभेच्या निवडणुकांमध्ये ते लोकसभेवर निवडून गेले, तर लोकसभेवर निवडून गेले.",या युद्धात सुमारे ५ ते ५ लाख सैनिक मारले गेले होते.,"neutral
"
"मी तुम्हाला खात्री देतो, सर, मला सर्व माहिती होती.","मी सांगतो की, मला सर्व काही माहीत आहे.","entailment
"
"मी तुम्हाला खात्री देतो, सर, मला सर्व माहिती होती.",मला ज्या गुप्तहेराच्या मृत्यूची माहिती देण्यात आली होती.,"neutral
"
"मी तुम्हाला खात्री देतो, सर, मला सर्व माहिती होती.",माझ्यापासून अनेक गोष्टी लपून राहिल्या.,"contradiction
"
रक्तदान करताना रक्तदान करताना रक्तदान करताना रक्तदान करताना रक्तदान करताना रक्तदान करणे आवश्यक आहे.,कॅप्टन ब्लडला त्याच्या असंतुष्ट विचारांचा सतत विचार करता आला.,"neutral
"
रक्तदान करताना रक्तदान करताना रक्तदान करताना रक्तदान करताना रक्तदान करताना रक्तदान करणे आवश्यक आहे.,कॅप्टन ब्लडचे विचार काही आवाजाने मोडले होते.,"neutral
"
रक्तदान करताना रक्तदान करताना रक्तदान करताना रक्तदान करताना रक्तदान करताना रक्तदान करणे आवश्यक आहे.,कुत्र्याचा आरडाओरडा ऐकून कॅप्टनला त्याच्या रडण्यातून धक्का बसला.,"neutral
"
"पण मी हे विसरू शकत नाही की जेव्हा मी तुमच्या बार्बाडोसमधील काकांच्या घरातील गुलामासारखा नव्हतो, तेव्हा तुम्ही माझ्याशी दयाळूपणे वागलात.",बार्बाडोसमध्ये मी गुलाम असताना तुम्ही माझ्याशी दयाळूपणे वागलात.,"contradiction
"
"पण मी हे विसरू शकत नाही की जेव्हा मी तुमच्या बार्बाडोसमधील काकांच्या घरातील गुलामासारखा नव्हतो, तेव्हा तुम्ही माझ्याशी दयाळूपणे वागलात.",तू माझ्याशी अविश्वसनीय क्रूर होतास आणि माझ्याशी घाणेरड्यापेक्षाही वाईट वागतेस.,"contradiction
"
"पण मी हे विसरू शकत नाही की जेव्हा मी तुमच्या बार्बाडोसमधील काकांच्या घरातील गुलामासारखा नव्हतो, तेव्हा तुम्ही माझ्याशी दयाळूपणे वागलात.",तुझ्या काकांनी मला रोज मारहाण केली जेव्हा ते मला स्वतःच्या मालकीचं ठेवत होते.,"contradiction
"
तीन मैलापेक्षा जास्त अंतरावर जमीन होती-पश्चिमेकडील क्षितिजावर हिरव्या रंगाची असमान भिंत होती.,निसर्गसौंदर्याचे दर्शन घडत होते.,"entailment
"
तीन मैलापेक्षा जास्त अंतरावर जमीन होती-पश्चिमेकडील क्षितिजावर हिरव्या रंगाची असमान भिंत होती.,ज्या बेटाकडे ते जात होते तो बेट निर्जन होता.,"neutral
"
तीन मैलापेक्षा जास्त अंतरावर जमीन होती-पश्चिमेकडील क्षितिजावर हिरव्या रंगाची असमान भिंत होती.,"त्यांना अनेक मैलांपर्यंत एकही जमीन दिसत नव्हती, केवळ अखंड समुद्र दिसत होता.","contradiction
"
"मी हिज मॅजेस्टीचा दूत आहे या बर्बर भागांमध्ये, आणि माझे प्रभू सुंदरलँडचा जवळचा नातेवाईक आहे.","महामहीम राजाकडे दूत आहेत, आणि मी त्यापैकी एक आहे.","entailment
"
"मी हिज मॅजेस्टीचा दूत आहे या बर्बर भागांमध्ये, आणि माझे प्रभू सुंदरलँडचा जवळचा नातेवाईक आहे.",महाराज यांनी मला सुमारे एक आठवड्यापूर्वी इथे पाठवले होते.,"neutral
"
"मी हिज मॅजेस्टीचा दूत आहे या बर्बर भागांमध्ये, आणि माझे प्रभू सुंदरलँडचा जवळचा नातेवाईक आहे.",मी महाराजांकडून आदेश घेत नाही.,"contradiction
"
"ते म्हणाले, ""मी तुमचे ऋणी आहे-किंवा मला वाटले की मी ते केले.",त्याने कधीही विचार केला नाही की तो तुमच्यावर ऋणी आहे.,"contradiction
"
"ते म्हणाले, ""मी तुमचे ऋणी आहे-किंवा मला वाटले की मी ते केले.",तुम्ही त्याला एक निर्धन भिकारी म्हणून दिलेल्या मदतीसाठी तो ऋणी होता.,"neutral
"
"ते म्हणाले, ""मी तुमचे ऋणी आहे-किंवा मला वाटले की मी ते केले.",त्याला वाटले की तो तुला काहीतरी देण्यास बांधील आहे.,"entailment
"
मला रात्रीपर्यंत जमैकाच्या इतक्या जवळ येण्यापेक्षा अधिक माहिती असायला हवी होती.,सूर्यास्तानंतर मी जमैकाच्या जवळ प्रवास केला.,"neutral
"
मला रात्रीपर्यंत जमैकाच्या इतक्या जवळ येण्यापेक्षा अधिक माहिती असायला हवी होती.,मी एका मोठ्या बोटीने जमैकाला गेलो.,"neutral
"
मला रात्रीपर्यंत जमैकाच्या इतक्या जवळ येण्यापेक्षा अधिक माहिती असायला हवी होती.,मी आणि माझी पत्नी प्रकाशात जमैका येथे पोहंचलो.,"neutral
"
"रक्ताच्या या आणि इतर गोष्टींवर त्यांचे विचार होते, कारण ते त्या दिवशीच्या अंथरुणावर झोपले होते.",रक्ताने झोपलेले एक अविचारी स्वप्न त्याच्या दिवसाच्या अंथरुणावर पडले.,"neutral
"
"रक्ताच्या या आणि इतर गोष्टींवर त्यांचे विचार होते, कारण ते त्या दिवशीच्या अंथरुणावर झोपले होते.",झोपताना रक्ताचा सडा पडत होता.,"contradiction
"
"रक्ताच्या या आणि इतर गोष्टींवर त्यांचे विचार होते, कारण ते त्या दिवशीच्या अंथरुणावर झोपले होते.",रक्तरंजित त्याच्या आईला शेवटच्या वेळी पाहिल्याबद्दल खूप विचार करत होता.,"neutral
"
"तर, नक्कीच, मी तुम्हाला सांगेन.","ठीक आहे, मी तुम्हाला त्याबद्दल सांगतो.","entailment
"
"तर, नक्कीच, मी तुम्हाला सांगेन.",मी तुम्हाला एक शब्दही बोलणार नाही.,"contradiction
"
"तर, नक्कीच, मी तुम्हाला सांगेन.",ही गोष्ट पुन्हा करणार नाही असे तुम्ही वचन दिल्यामुळे मी हे सांगत आहे.,"neutral
"
आह...! आणि तो कोणता मार्ग असू शकतो?,कोणीतरी कुठल्या मार्गाने जायचं हे विचारत आहे.,"entailment
"
आह...! आणि तो कोणता मार्ग असू शकतो?,प्रश्नकर्ता एकटाच आहे आणि त्याच्याशी चर्चा करायला त्याच्याजवळ कुणीच नाही.,"neutral
"
आह...! आणि तो कोणता मार्ग असू शकतो?,प्रश्न विचारणाऱ्याला घाई आहे आणि ताबडतोब मार्ग जाणून घेणे आवश्यक आहे.,"entailment
"
मी राजाच्या आज्ञेला हलके मानत नाही.,राजाची आज्ञा देणे हे माझ्या नैतिकतेच्या विरोधात आहे.,"neutral
"
मी राजाच्या आज्ञेला हलके मानत नाही.,मी राजाच्या कामाचा गांभीर्याने विचार केला आहे.,"neutral
"
मी राजाच्या आज्ञेला हलके मानत नाही.,मी राजाचे कमिशन देण्याच्या वॉरंटवर स्वाक्षरी केली.,"neutral
"
त्याला जाणीव झाली की त्याला घाईघाईत माघार घ्यावी लागेल.,त्याला जाणीव झाली की त्याला दिवसभर माघार घ्यावी लागेल.,"neutral
"
त्याला जाणीव झाली की त्याला घाईघाईत माघार घ्यावी लागेल.,त्याला जाणीव झाली की त्याने लगेच पाऊल उचलले पाहिजे.,"neutral
"
त्याला जाणीव झाली की त्याला घाईघाईत माघार घ्यावी लागेल.,जर तो त्याच ठिकाणी राहिला तर तो शोधला जाईल.,"entailment
"
"तरीही तो जसा होता आणि गेल्या तीन वर्षांत त्याने जे केले तेच त्याने केले आहे, असे ती म्हणाली, परंतु तिने पूर्वीच्या कोणत्याही तिरस्काराशिवाय हे दुःख व्यक्त केले.",गेल्या तीन वर्षात त्याने अनेक पुरुषांची हत्या केली हे तिला आवडले नाही.,"contradiction
"
"तरीही तो जसा होता आणि गेल्या तीन वर्षांत त्याने जे केले तेच त्याने केले आहे, असे ती म्हणाली, परंतु तिने पूर्वीच्या कोणत्याही तिरस्काराशिवाय हे दुःख व्यक्त केले.",ती त्याच्या साहसांबद्दल आणि त्याच्या व्यक्तिमत्त्वाबद्दल आनंदाने बोलली.,"contradiction
"
"तरीही तो जसा होता आणि गेल्या तीन वर्षांत त्याने जे केले तेच त्याने केले आहे, असे ती म्हणाली, परंतु तिने पूर्वीच्या कोणत्याही तिरस्काराशिवाय हे दुःख व्यक्त केले.",ती उदास स्वरात बोलली.,"entailment
"
मला वाटतं हे तुमच्या फॅशनप्रमाणे आहे.,मी असे मानतो की हे तुमच्या प्रकारचे काम आहे.,"neutral
"
मला वाटतं हे तुमच्या फॅशनप्रमाणे आहे.,"मी तुमच्या प्रकारचे, त्यांच्या संस्कृतीचे वाचन केले आहे.","neutral
"
मला वाटतं हे तुमच्या फॅशनप्रमाणे आहे.,मी असे मानतो की तुमच्या सारख्या लोकांमध्ये हे सामान्य नाही.,"contradiction
"
एक चिडचिड तिच्या कपाळावर आदळली.,तिच्या चेहऱ्यावर प्रचंड हास्य पसरले होते.,"contradiction
"
एक चिडचिड तिच्या कपाळावर आदळली.,तिच्या पोटात एक वेदना जाणवत होती.,"neutral
"
एक चिडचिड तिच्या कपाळावर आदळली.,तिच्या चेहऱ्यावर अश्रू तरळले होते.,"neutral
"
"ती त्याला चमकणाऱ्या डोळ्यांनी पाहत होती, पण त्याचा उदास चेहरा आणि त्याच्या कपाळावर घाव पडलेला खोल चेहरा पाहून तिचा स्वतःचा चेहरा बदलला होता.",त्याचा चेहरा पाहिल्यानंतर त्याचा चेहरा बदलला.,"entailment
"
"ती त्याला चमकणाऱ्या डोळ्यांनी पाहत होती, पण त्याचा उदास चेहरा आणि त्याच्या कपाळावर घाव पडलेला खोल चेहरा पाहून तिचा स्वतःचा चेहरा बदलला होता.",तिच्या चेहऱ्यावर रागाची लाट दिसताच तिचा चेहरा उजळला.,"contradiction
"
"ती त्याला चमकणाऱ्या डोळ्यांनी पाहत होती, पण त्याचा उदास चेहरा आणि त्याच्या कपाळावर घाव पडलेला खोल चेहरा पाहून तिचा स्वतःचा चेहरा बदलला होता.",तो तिच्यावर रागावला होता की नाही हे तिला कळत नव्हते.,"neutral
"
मग तो मोकळेपणाने चालत भिंतीच्या बाजूला गेला आणि मोठ्या वेशीतून आत गेला.,मोठ्या दरवाजांना कुलूप लावण्यात आल्यामुळे तो कुंपणावरून उडी मारून अंगणात गेला.,"contradiction
"
मग तो मोकळेपणाने चालत भिंतीच्या बाजूला गेला आणि मोठ्या वेशीतून आत गेला.,अंगणाचे मोठे दरवाजे हे एकमेव प्रवेशद्वार होते.,"contradiction
"
मग तो मोकळेपणाने चालत भिंतीच्या बाजूला गेला आणि मोठ्या वेशीतून आत गेला.,अंगणात जाणारे मोठे दरवाजे होते.,"entailment
"
"ते म्हणाले, ""तुम्ही फाशीवर लटकवू शकता, यात काही शंका नाही.",त्याला वाटलं कोणीतरी फाशीवर जाईल.,"entailment
"
"ते म्हणाले, ""तुम्ही फाशीवर लटकवू शकता, यात काही शंका नाही.",तो एक शेरिफ होता ज्याने एका चोराला पकडले होते.,"neutral
"
"ते म्हणाले, ""तुम्ही फाशीवर लटकवू शकता, यात काही शंका नाही.",तुरुंगवास टाळण्यासाठी त्याने देशातून पळून जाण्याचा एक मार्ग काढला.,"contradiction
"
मी प्रामाणिकपणे त्यांना कसे अटक करू शकतो? ते सौदेबाजीमध्ये होते.,मी त्यांना थांबवू शकलो नाही.,"neutral
"
मी प्रामाणिकपणे त्यांना कसे अटक करू शकतो? ते सौदेबाजीमध्ये होते.,मी त्यांना पाहिल्याबरोबरच त्यांना अटक केली.,"contradiction
"
मी प्रामाणिकपणे त्यांना कसे अटक करू शकतो? ते सौदेबाजीमध्ये होते.,जर मी त्यांना अटक केली असती तर मी स्वतःला माफ केलं नसतं.,"neutral
"
मी या वर्षी त्याला शोधत होतो.,मी गेल्या एक वर्षांपासून त्यांना जवळून पाहत होतो.,"neutral
"
मी या वर्षी त्याला शोधत होतो.,मी जवळजवळ एक आठवड्यापासून त्यांचा पाठलाग करत आहे.,"neutral
"
मी या वर्षी त्याला शोधत होतो.,गेल्या काही वर्षांपासून मी त्याचा पाठलाग करत होतो.,"neutral
"
हे संग्रहालय कॅटलॉग्स किंवा लेबल्सवर मजबूत नाही,संग्रहालयाला लेबल लावणे आवडत नाही.,"neutral
"
हे संग्रहालय कॅटलॉग्स किंवा लेबल्सवर मजबूत नाही,हे संग्रहालय माहितीपत्रकांचा चाहता नाही.,"neutral
"
हे संग्रहालय कॅटलॉग्स किंवा लेबल्सवर मजबूत नाही,या संग्रहालयाचे मुख्य वैशिष्ट्य म्हणजे पुस्तकांची यादी.,"neutral
"
हे खुले बाजार बीजिंगमध्ये खरेदी करण्यासाठी सर्वात मनोरंजक ठिकाण देखील आहेत.,बीजिंगमध्ये खुल्या हवेची बाजारपेठ आहे ज्यात अतिशय मनोरंजक दुकाने आहेत.,"entailment
"
हे खुले बाजार बीजिंगमध्ये खरेदी करण्यासाठी सर्वात मनोरंजक ठिकाण देखील आहेत.,बीजिंगमधील खुल्या हवेची बाजारपेठ जगातील सर्वात मनोरंजक आहे.,"neutral
"
हे खुले बाजार बीजिंगमध्ये खरेदी करण्यासाठी सर्वात मनोरंजक ठिकाण देखील आहेत.,बीजिंगमधील कडक कायदे शहराच्या सीमेत खुल्या बाजारपेठेवर बंदी घालतात.,"contradiction
"
"उत्तर-पश्चिम किनारपट्टीवरील सर्वात मोठ्या खाडीमुळे एक उत्तम बंदर तयार होते, परंतु पाणी आणि बीच दोन्हीही घाणेरडे असू शकतात.",पाणी आणि बीच नेहमी स्वच्छ आहेत.,"contradiction
"
"उत्तर-पश्चिम किनारपट्टीवरील सर्वात मोठ्या खाडीमुळे एक उत्तम बंदर तयार होते, परंतु पाणी आणि बीच दोन्हीही घाणेरडे असू शकतात.",पाणी आणि किनारा अस्वच्छ असू शकतो.,"entailment
"
"उत्तर-पश्चिम किनारपट्टीवरील सर्वात मोठ्या खाडीमुळे एक उत्तम बंदर तयार होते, परंतु पाणी आणि बीच दोन्हीही घाणेरडे असू शकतात.",प्रदूषणामुळे हे पाणी दूषित होत आहे.,"entailment
"
"त्या गगनचुंबी इमारती म्हणजे किनाऱ्यांवर बांधलेल्या आहेत आणि ज्या रस्त्याला ते नाव देण्यात आले आहे त्याला ""मिला दे ओरो"" किंवा ""गोल्डन माइल"" असे म्हणतात.",सुवर्णमालेवरील गगनचुंबी इमारतींपैकी एकही बँक नाही.,"contradiction
"
"त्या गगनचुंबी इमारती म्हणजे किनाऱ्यांवर बांधलेल्या आहेत आणि ज्या रस्त्याला ते नाव देण्यात आले आहे त्याला ""मिला दे ओरो"" किंवा ""गोल्डन माइल"" असे म्हणतात.",सुवर्णमालेवरील गगनचुंबी इमारती किनारी आहेत.,"entailment
"
"त्या गगनचुंबी इमारती म्हणजे किनाऱ्यांवर बांधलेल्या आहेत आणि ज्या रस्त्याला ते नाव देण्यात आले आहे त्याला ""मिला दे ओरो"" किंवा ""गोल्डन माइल"" असे म्हणतात.",गोल्डन माईल वरील गगनचुंबी इमारती बँकांसह विविध प्रकारचे व्यवसाय आहेत.,"entailment
"
दुसऱ्या महायुद्धात ब्रिटिश कॉमनवेल्थ एअर ट्रेनिंग प्लॅनचा उपयोग करून कॅनडाच्या सुरक्षित आकाशाचा वापर करून लढाईसाठी वैमानिकांना तयार करणे हे स्वाभाविक होते.,कॅनडाचे आकाश सुरक्षित होते.,"entailment
"
दुसऱ्या महायुद्धात ब्रिटिश कॉमनवेल्थ एअर ट्रेनिंग प्लॅनचा उपयोग करून कॅनडाच्या सुरक्षित आकाशाचा वापर करून लढाईसाठी वैमानिकांना तयार करणे हे स्वाभाविक होते.,कॅनडाचे आकाश क्षेपणास्त्रांपासून मुक्त होते.,"neutral
"
दुसऱ्या महायुद्धात ब्रिटिश कॉमनवेल्थ एअर ट्रेनिंग प्लॅनचा उपयोग करून कॅनडाच्या सुरक्षित आकाशाचा वापर करून लढाईसाठी वैमानिकांना तयार करणे हे स्वाभाविक होते.,कॅनडाची आकाश अधिक धोकादायक होती.,"contradiction
"
"आणि ते सहनशील व मदतदायी राहतात, जरी त्यांना माहीत आहे की त्यांचा सुंदर किनारा आता फक्त त्यांचा राहिलेला नाही.",ते आता किनारपट्टीवर वाटून घ्यावे लागल्याने सर्वांप्रती कटू आणि रागावलेले आहेत.,"contradiction
"
"आणि ते सहनशील व मदतदायी राहतात, जरी त्यांना माहीत आहे की त्यांचा सुंदर किनारा आता फक्त त्यांचा राहिलेला नाही.",त्यांना आता किनारपट्टीवरील लोकांना द्यावे लागेल.,"entailment
"
"आणि ते सहनशील व मदतदायी राहतात, जरी त्यांना माहीत आहे की त्यांचा सुंदर किनारा आता फक्त त्यांचा राहिलेला नाही.",ते ५०० किमी लांबीच्या समुद्रकिनाऱ्यावर राहायचे.,"neutral
"
"कुबलाई खानने १२७९ मध्ये बीजिंगच्या बेईहाई तलावाच्या किनाऱ्यावर आपली राजधानी उभारली, जिथे त्याच्या काही शाही खजिन्यांचे प्रदर्शन आजही आहे.",कुबलाई खानने तैवानमध्ये एक राजधानी उभारली.,"contradiction
"
"कुबलाई खानने १२७९ मध्ये बीजिंगच्या बेईहाई तलावाच्या किनाऱ्यावर आपली राजधानी उभारली, जिथे त्याच्या काही शाही खजिन्यांचे प्रदर्शन आजही आहे.",कुबलाई खानकडे बीजिंगमध्ये खजिना आहे.,"entailment
"
"कुबलाई खानने १२७९ मध्ये बीजिंगच्या बेईहाई तलावाच्या किनाऱ्यावर आपली राजधानी उभारली, जिथे त्याच्या काही शाही खजिन्यांचे प्रदर्शन आजही आहे.",कुबलई खान एक आदरणीय व्यक्ती होती.,"neutral
"
पूर्व युरोपियन यहुद्यांनी श्रीमंत वेस्टमाऊंट या ठिकाणी पदवी प्राप्त केली आहे किंवा पुन्हा टोरोंटो येथे स्थलांतरित झाले आहे.,पूर्व युरोपियन यहुदी सर्वांबरोबर चांगल्या प्रकारे आत्मसात करतात.,"neutral
"
पूर्व युरोपियन यहुद्यांनी श्रीमंत वेस्टमाऊंट या ठिकाणी पदवी प्राप्त केली आहे किंवा पुन्हा टोरोंटो येथे स्थलांतरित झाले आहे.,यहुदी समाजाला यहुदी लोकांची गरज नाही.,"neutral
"
पूर्व युरोपियन यहुद्यांनी श्रीमंत वेस्टमाऊंट या ठिकाणी पदवी प्राप्त केली आहे किंवा पुन्हा टोरोंटो येथे स्थलांतरित झाले आहे.,यहुदी लोक अँग्लो समाजात सहजपणे सामील झाले.,"neutral
"
"शक्य असल्यास, अगोदरच त्या गोष्टीची जाणीव करून घ्या.",प्लॉटमध्ये अगोदरच प्रवेश करू नका तो नंतर मजा नष्ट होईल.,"neutral
"
"शक्य असल्यास, अगोदरच त्या गोष्टीची जाणीव करून घ्या.","शक्य असल्यास, आधी प्लॉट समजून घेण्याचा प्रयत्न करा.","entailment
"
"शक्य असल्यास, अगोदरच त्या गोष्टीची जाणीव करून घ्या.",पुस्तकाचा प्लॉट समजून घेतल्यास तुम्हाला वर्ग सोपा दिसेल.,"neutral
"
"जमिनीखाली 27 मीटर (88 फूट) त्याची दफनभूमी संगमरवराची बनलेली आहे आणि 1,200 चौरस मीटर (13,000 चौरस फूट) व्यापलेली आहे.",त्याला २० मीटर पेक्षा जास्त जमिनीखाली दफन करण्यात आले.,"entailment
"
"जमिनीखाली 27 मीटर (88 फूट) त्याची दफनभूमी संगमरवराची बनलेली आहे आणि 1,200 चौरस मीटर (13,000 चौरस फूट) व्यापलेली आहे.",ते एक महत्त्वाचे सार्वजनिक व्यक्तिमत्त्व होते.,"entailment
"
"जमिनीखाली 27 मीटर (88 फूट) त्याची दफनभूमी संगमरवराची बनलेली आहे आणि 1,200 चौरस मीटर (13,000 चौरस फूट) व्यापलेली आहे.",त्यांचे दफन लाकडापासून करण्यात आले आहे.,"contradiction
"
माकडांपासून सर्व पोर्टेबल वस्तू लपवण्याची आठवण ठेवा.,माकडांपासून आपली मालमत्ता लपवा.,"entailment
"
माकडांपासून सर्व पोर्टेबल वस्तू लपवण्याची आठवण ठेवा.,माकडांना तुमच्या स्थितीसह अनेक गोष्टींमध्ये खूप रस आहे.,"neutral
"
माकडांपासून सर्व पोर्टेबल वस्तू लपवण्याची आठवण ठेवा.,माकडांपासून आपली मालमत्ता लपवण्याची गरज नाही.,"contradiction
"
"एस्टी राजमहालाची स्थापना होण्याच्या जवळजवळ १, ४०० वर्षांआधी, मिल्रेऊ हे एका सुप्रसिद्ध व्यक्तीचे मोठे घरदेखील होते.",१० मैल अंतरावर होते.,"neutral
"
"एस्टी राजमहालाची स्थापना होण्याच्या जवळजवळ १, ४०० वर्षांआधी, मिल्रेऊ हे एका सुप्रसिद्ध व्यक्तीचे मोठे घरदेखील होते.",मिल्रू देशाबाहेर होता.,"neutral
"
"एस्टी राजमहालाची स्थापना होण्याच्या जवळजवळ १, ४०० वर्षांआधी, मिल्रेऊ हे एका सुप्रसिद्ध व्यक्तीचे मोठे घरदेखील होते.",मिल्रू अगदी शहराच्या मध्यभागी होता.,"neutral
"
समुद्राचे तापमान 18 ते 24 अंश सेल्सिअस (64-75 अंश सेल्सिअस) दरम्यान बदलते.,"समुद्राचे तापमान सतत बदलत असते, पण ते गोठवणाऱ्या तापमानापेक्षा खाली जात नाही.","entailment
"
समुद्राचे तापमान 18 ते 24 अंश सेल्सिअस (64-75 अंश सेल्सिअस) दरम्यान बदलते.,दरवर्षी समुद्राचे तापमान एका निश्चित बिंदूवर असते.,"neutral
"
समुद्राचे तापमान 18 ते 24 अंश सेल्सिअस (64-75 अंश सेल्सिअस) दरम्यान बदलते.,दिवसा तापमानात वाढ झाल्याने उकाडा वाढतो.,"neutral
"
किनाबालू राष्ट्रीय उद्यान हे राज्यातील सहा संरक्षित क्षेत्रांपैकी एक आहे.,किनाबालू राष्ट्रीय उद्यानात दहा हत्ती आणि सहा गेंडे आहेत.,"neutral
"
किनाबालू राष्ट्रीय उद्यान हे राज्यातील सहा संरक्षित क्षेत्रांपैकी एक आहे.,राज्यात किनाबालू राष्ट्रीय उद्यानासह संरक्षित प्रदेश आहेत.,"entailment
"
किनाबालू राष्ट्रीय उद्यान हे राज्यातील सहा संरक्षित क्षेत्रांपैकी एक आहे.,राज्यात एकूण तीन संरक्षित क्षेत्र आहेत.,"contradiction
"
अॅनी आणि अॅमस्टरडॅमच्या कथेचे व्हिडिओ तुम्ही बघू शकता. त्या काळातील छायाचित्रे आणि कलाकृतींबरोबर.,फोटो बघितला नाही.,"contradiction
"
अॅनी आणि अॅमस्टरडॅमच्या कथेचे व्हिडिओ तुम्ही बघू शकता. त्या काळातील छायाचित्रे आणि कलाकृतींबरोबर.,फोटो बघितल्यावर कळेल.,"entailment
"
अॅनी आणि अॅमस्टरडॅमच्या कथेचे व्हिडिओ तुम्ही बघू शकता. त्या काळातील छायाचित्रे आणि कलाकृतींबरोबर.,त्यातले काही फोटो तुम्हाला दिसतील.,"entailment
"
"ट्रेझर बीच हे बोलण्यासाठी एकमेव रिसॉर्ट क्षेत्र आहे, ज्यात तीन वाळूच्या खाडीत मोजक्याच हॉटेल्स आहेत.",येथे हॉटेलचे अनेक पर्याय उपलब्ध आहेत जे ट्रेझर बीच येथे भेट देणाऱ्यांसाठी उपलब्ध नाहीत.,"contradiction
"
"ट्रेझर बीच हे बोलण्यासाठी एकमेव रिसॉर्ट क्षेत्र आहे, ज्यात तीन वाळूच्या खाडीत मोजक्याच हॉटेल्स आहेत.",येथे पर्यटकांसाठी एक चार तारा हॉटेल उपलब्ध आहे.,"neutral
"
"ट्रेझर बीच हे बोलण्यासाठी एकमेव रिसॉर्ट क्षेत्र आहे, ज्यात तीन वाळूच्या खाडीत मोजक्याच हॉटेल्स आहेत.",ट्रेझर बीच हा या परिसरातील अनेक रिसॉर्ट्सपैकी एक आहे.,"contradiction
"
"उन्हाळ्यात उबदार (परंतु उबदार नाही) हवामान आणि उबदार समुद्राचे तापमान असते, ज्यामुळे ते उबदार, स्नॉर्कलिंग आणि इतर पाण्याच्या खेळांसाठी आदर्श ठरते.",उन्हाळ्यात उन्हाळ्यात तापमान 100 अंश सेल्सिअस असते.,"contradiction
"
