premise,hypothesis,gpt_label
"Doch ich kann nicht vergessen, dass du mich, als ich wenig mehr als ein Sklave im Haushalt deines Onkels in Barbados war, mit einer gewissen Freundlichkeit behandelt hast.",Du warst unglaublich grausam zu mir und behandeltest mich schlimmer als Dreck.,2
"Doch ich kann nicht vergessen, dass du mich, als ich wenig mehr als ein Sklave im Haushalt deines Onkels in Barbados war, mit einer gewissen Freundlichkeit behandelt hast.","Als dein Onkel mich besessen hat, hat er mich jeden Tag verprügelt.",1
"Dort, nicht mehr als drei Meilen entfernt, war Land - eine unebene Wand aus kräftigem Grün, die den westlichen Horizont füllte.",Eine üppige Landschaft war in Sichtweite.,0
"Dort, nicht mehr als drei Meilen entfernt, war Land - eine unebene Wand aus kräftigem Grün, die den westlichen Horizont füllte.","Die Insel, der sie sich näherten, war unbewohnt.",1
"Dort, nicht mehr als drei Meilen entfernt, war Land - eine unebene Wand aus kräftigem Grün, die den westlichen Horizont füllte.","Sie konnten meilenweit kein Land erkennen, nur unendliches Meer.",2
Ich bin der Gesandte seiner Majestät für diese barbarischen Gebiete und der nahe Verwandte meines Herrn Sunderland.,Seine Majestät hat Abgesandte und ich bin einer davon.,0
Ich bin der Gesandte seiner Majestät für diese barbarischen Gebiete und der nahe Verwandte meines Herrn Sunderland.,Seine Majestät hat mich vor etwa einer Woche hierhergeschickt.,1
Ich bin der Gesandte seiner Majestät für diese barbarischen Gebiete und der nahe Verwandte meines Herrn Sunderland.,Ich nehme keine Anweisungen von seiner Majestät an.,2
"Ich schulde es dir - oder dachte ich tat es, sagte er.","Er hatte nicht gedacht, dass er dir irgendetwas schulden würde.",0
"Ich schulde es dir - oder dachte ich tat es, sagte er.","Er schuldet dir noch was für deine Hilfe, als du noch ein Bettler warst.",1
"Ich schulde es dir - oder dachte ich tat es, sagte er.",Er dachte er schuldet dir etwas.,0
"Ich hätte es besser wissen sollen, als nachts so nahe bei Jamaika zu sein.",Ich bin nach Sonnenuntergang in die Nähe von Jamaika gereist.,0
"Ich hätte es besser wissen sollen, als nachts so nahe bei Jamaika zu sein.",Ich bin mit einem großen Boot nach Jamaica gereist.,1
"Ich hätte es besser wissen sollen, als nachts so nahe bei Jamaika zu sein.",Meine Frau und ich kamen am helllichten Tag in Jamaica an.,2
"Bloods Gedanken drehten sich darum und um andere Angelegenheiten, während er auf der Schlafcouch ausruhte.",Blood schlief einen gedankenlosen Schlaf auf seinem Ruhebett.,1
"Bloods Gedanken drehten sich darum und um andere Angelegenheiten, während er auf der Schlafcouch ausruhte.","Blood grübelte, während er sich ausruhte.",0
"Bloods Gedanken drehten sich darum und um andere Angelegenheiten, während er auf der Schlafcouch ausruhte.","Blood dachte angestrengt darüber nach, wann er seine Mutter das letzte Mal gesehen hatte.",1
"Klar, dann erzähl ich dir.","Also gut, ich werde Ihnen davon erzählen.",0
"Klar, dann erzähl ich dir.",Ich werde dir kein Wort sagen.,2
"Klar, dann erzähl ich dir.","Es ist nur, weil du mir versprochen hast, das nicht zu wiederholen, dass ich es dir erzähle.",1
Ah! Und wie könnte das sein?,"Jemand fragt, welcher Weg zu nehmen sei.",1
Ah! Und wie könnte das sein?,"Der Fragen stellende ist alleine und hat niemanden, mit dem er sich beraten kann.",1
Ah! Und wie könnte das sein?,Der Fragesteller ist in Eile und muss sofort den Weg kennen.,1
Ich gewähre die Königskommission nicht leichtfertig.,"Den Auftrags des König's zu gewähren, ist gegen meine Moral.",0
Ich gewähre die Königskommission nicht leichtfertig.,Ich habe gründlich über den Auftrag des Königs nachgedacht.,0
Ich gewähre die Königskommission nicht leichtfertig.,"Ich unterzeichnete den Haftbefehl, um die Kommission des Königs ohne einen zweiten Gedanken zu gewähren.",2
"Ihm wurde klar, dass er sich unter Umständen schnell zurückziehen muss.","Ihm wurde klar, dass er den ganzen Tag Zeit hatte sich zurückzuziehen.",2
"Ihm wurde klar, dass er sich unter Umständen schnell zurückziehen muss.","Er erkannte, dass er einen schnellen Schritt machen musste.",0
"Ihm wurde klar, dass er sich unter Umständen schnell zurückziehen muss.","Wenn er am selben Ort bliebe, würde man ihn entdecken.",0
"Und doch war er, was er war und tat, was er tat in diesen letzten drei Jahren, sagte sie, aber sie sagte es jetzt traurig, ohne ihre vorige Verachtung.","Es gefiel ihr nicht, dass er in den letzten drei Jahren viele Männer ermordet hatte.",1
"Und doch war er, was er war und tat, was er tat in diesen letzten drei Jahren, sagte sie, aber sie sagte es jetzt traurig, ohne ihre vorige Verachtung.",Sie sprach glücklich über seine Abenteuer und seine Personalität.,2
"Und doch war er, was er war und tat, was er tat in diesen letzten drei Jahren, sagte sie, aber sie sagte es jetzt traurig, ohne ihre vorige Verachtung.",Sie sprach in einem traurigen Tonfall.,0
"Ich nehme an, das ist nach der Mode deines Stils.","Ich nehme an, dass dies ist, was Ihre Art von Menschen tun.",1
"Ich nehme an, das ist nach der Mode deines Stils.",Ich habe über deine Leute und ihre Kultur gelesen.,1
"Ich nehme an, das ist nach der Mode deines Stils.",Das scheint bei euch nicht üblich zu sein.,1
Ein Stirnrunzeln legte ihre Braue in Falten.,Ein breites Grinsen breitete sich auf ihrem Gesicht aus.,2
Ein Stirnrunzeln legte ihre Braue in Falten.,Sie spürte ein ekelerregendes Gefühl in ihrem Magen.,1
Ein Stirnrunzeln legte ihre Braue in Falten.,Sie blickte finster drein.,0
"Sie hatte ihn mit leuchtenden Augen beobachtet, doch bei Anblick seines niedergeschlagenen Gesichts und des tiefen Stirnrunzelns, das seine Augenbraue vernarbte, veränderte sich ihr eigener Gesichtsausdruck.","Ihr Ausdruck änderte sich, nachdem sie sein Gesicht sah.",0
"Sie hatte ihn mit leuchtenden Augen beobachtet, doch bei Anblick seines niedergeschlagenen Gesichts und des tiefen Stirnrunzelns, das seine Augenbraue vernarbte, veränderte sich ihr eigener Gesichtsausdruck.","Ihr Gesicht erhellte sich, als sie seinen finsteren Blick sah.",2
"Sie hatte ihn mit leuchtenden Augen beobachtet, doch bei Anblick seines niedergeschlagenen Gesichts und des tiefen Stirnrunzelns, das seine Augenbraue vernarbte, veränderte sich ihr eigener Gesichtsausdruck.","Sie wusste nicht, ob er wütend auf sie war.",1
Gemütlich ging er um die ummauerte Mauer und durchquerte die großen Tore in dem Hof.,"Da die großen Tore geschlossen waren, hüpfte er über den Zaun in den Innenhof.",1
Gemütlich ging er um die ummauerte Mauer und durchquerte die großen Tore in dem Hof.,Die großen Tore waren der einzige Eingang zum Innenhof.,1
Gemütlich ging er um die ummauerte Mauer und durchquerte die großen Tore in dem Hof.,Große Tore führten in den Hof.,0
"Ich bezweifele nicht, dass Sie [...], sagte er verächtlich.","Er dachte, jemand würde zum Galgen gehen.",1
"Ich bezweifele nicht, dass Sie [...], sagte er verächtlich.","Er war der Sheriff, der den Dieb gestellt hatte.",1
"Ich bezweifele nicht, dass Sie [...], sagte er verächtlich.","Er flüsterte einen Weg aus dem Land, um das Gefängnis zu vermeiden.",1
Wie konnte ich sie in aller Ehrlichkeit inhaftieren? Es war darüber hinaus.,"Ich konnte mich nicht dazu bringen, sie zu verhaften.",0
Wie konnte ich sie in aller Ehrlichkeit inhaftieren? Es war darüber hinaus.,"Ich verhaftete sie, sobald ich sie sah.",1
Wie konnte ich sie in aller Ehrlichkeit inhaftieren? Es war darüber hinaus.,"Ich hätte es mir nicht vergeben können, wenn ich sie festgenommen hätte.",0
Ich bin ihm letztes Jahr hinterhergelaufen.,Ich habe ihn ohne sein Wissen ein Jahr lang verfolgt.,1
Ich bin ihm letztes Jahr hinterhergelaufen.,Ich bin ihm nur eine knappe Woche gefolgt.,1
Ich bin ihm letztes Jahr hinterhergelaufen.,Ich habe ihn im letzten Jahr verfolgt.,0
Das Museum bietet nicht viele Kataloge oder Beschriftungen.,Das Museum wird nicht gerne bewertet.,1
Das Museum bietet nicht viele Kataloge oder Beschriftungen.,Das Museum ist kein Fan von Broschüren.,1
Das Museum bietet nicht viele Kataloge oder Beschriftungen.,Die Stärke des Museums ist sein Katalog.,2
Diese Märkte unter freiem Himmel sind auch die interessantesten Plätze zum shoppen  in Beijing.,"Beijing hat Märkte unter freiem Himmel, mit vielen interessanten Läden.",0
Diese Märkte unter freiem Himmel sind auch die interessantesten Plätze zum shoppen  in Beijing.,Die Freiluftmärkte in Peking sind die interessantesten der Welt.,1
Diese Märkte unter freiem Himmel sind auch die interessantesten Plätze zum shoppen  in Beijing.,Die strengen Gesetze in Peking verbieten Open-Air-Märkte innerhalb der Stadtgrenze.,2
"Die größte Bucht an der nordwestlichen Küste eignet sich gut als Hafen, aber sowohl Wasser, wie auch Strand können dreckig sein",Das Wasser und der Strand sind immer sauber.,2
"Die größte Bucht an der nordwestlichen Küste eignet sich gut als Hafen, aber sowohl Wasser, wie auch Strand können dreckig sein",Das Wasser und der Strand können schmutzig sein.,0
"Die größte Bucht an der nordwestlichen Küste eignet sich gut als Hafen, aber sowohl Wasser, wie auch Strand können dreckig sein",Das Wasser ist wegen der Umweltverschmutzung verunreinigt.,0
"Diese Wolkenkratzer sind Banken, und die Straße, auf der sie stehen, hat den Spitznamen Milla de Oro oder Goldene Meile.",Keiner der Wolkenkratzer auf der Golden Mile sind Banken.,2
"Diese Wolkenkratzer sind Banken, und die Straße, auf der sie stehen, hat den Spitznamen Milla de Oro oder Goldene Meile.",Die Wolkenkratzer an der Goldenen Meile sind Banken.,0
"Diese Wolkenkratzer sind Banken, und die Straße, auf der sie stehen, hat den Spitznamen Milla de Oro oder Goldene Meile.","Die Wolkenkratzer auf der Goldenen Meile sind verschiedene Arten von Unternehmen, darunter Banken.",0
"Es hat sich von selbst verstanden, dass die Beteiligung am Zweiten Weltkrieg mit einem britischen Commonwealth Lufttrainingsplan begann, der Kanadas sichereren Luftraum dazu benutzte, um Piloten auf den Kampf vorzubereiten.",Kanada hatte einen sichereren Himmel.,0
"Es hat sich von selbst verstanden, dass die Beteiligung am Zweiten Weltkrieg mit einem britischen Commonwealth Lufttrainingsplan begann, der Kanadas sichereren Luftraum dazu benutzte, um Piloten auf den Kampf vorzubereiten.",Kanadas Himmel war frei von Raketen.,1
"Es hat sich von selbst verstanden, dass die Beteiligung am Zweiten Weltkrieg mit einem britischen Commonwealth Lufttrainingsplan begann, der Kanadas sichereren Luftraum dazu benutzte, um Piloten auf den Kampf vorzubereiten.",Kanadas Himmel war gefährlicher.,1
"Und sie bleiben tolerant und hilfsbereit, obwohl sie wissen, dass ihre schöne Küste nicht mehr ihnen gehört.","Sie sind jetzt jedem gegenüber bitter und verärgert, da sie die Küste teilen müssen.",2
"Und sie bleiben tolerant und hilfsbereit, obwohl sie wissen, dass ihre schöne Küste nicht mehr ihnen gehört.",Nun müssen sie die Küste mit anderen Menschen teilen.,0
"Und sie bleiben tolerant und hilfsbereit, obwohl sie wissen, dass ihre schöne Küste nicht mehr ihnen gehört.",Sie besaßen früher fünfhundert Meilen Küstenfront.,0
"Kublai Khan hat 1279 seine eigene Hauptstadt am Ufer des Beihai Sees in Peking errichtet, wo einige seiner kaiserlichen Schätze bis heute ausgestellt werden.",Kublai Khan errichtete eine Hauptstadt in Taiwan.,2
"Kublai Khan hat 1279 seine eigene Hauptstadt am Ufer des Beihai Sees in Peking errichtet, wo einige seiner kaiserlichen Schätze bis heute ausgestellt werden.",Kublai Khan hat Schätze in Peking.,0
"Kublai Khan hat 1279 seine eigene Hauptstadt am Ufer des Beihai Sees in Peking errichtet, wo einige seiner kaiserlichen Schätze bis heute ausgestellt werden.",Kublai Kahn war ein sehr angesehener Mann.,1
Sie haben sich leichter in die britische Gemeinschaft integriert. Nur protestantische Schulen akzeptierten ihre Kinder. Ost-europäische Juden haben ihre Abschlüsse in der wohlhabenden Stadt Westmount gemacht oder sind wieder nach Toronto ausgewandert.,Osteuropäische Juden passen sich gut an Anderen an.,1
Sie haben sich leichter in die britische Gemeinschaft integriert. Nur protestantische Schulen akzeptierten ihre Kinder. Ost-europäische Juden haben ihre Abschlüsse in der wohlhabenden Stadt Westmount gemacht oder sind wieder nach Toronto ausgewandert.,Die Juden sind vom Rest der Gemeinde nicht erwünscht.,1
Sie haben sich leichter in die britische Gemeinschaft integriert. Nur protestantische Schulen akzeptierten ihre Kinder. Ost-europäische Juden haben ihre Abschlüsse in der wohlhabenden Stadt Westmount gemacht oder sind wieder nach Toronto ausgewandert.,Die Juden assimilierten sich leichter mit der Anglo-Gemeinschaft.,0
"Wenn möglich, machen Sie sich im Voraus mit der Handlung vertraut.",Vertiefe dich nicht voreilig in der Handlung; es wird dir später den Spaß verderben.,2
"Wenn möglich, machen Sie sich im Voraus mit der Handlung vertraut.","Versuche die Handlung im Voraus zu verstehen, falls du kannst.",0
"Wenn möglich, machen Sie sich im Voraus mit der Handlung vertraut.","Dir wird der Kurs leichter fallen, wenn du die Handlung des Buches verstehst.",0
"Seine Grabkammern, 27 m (88ft) unter der Erde, sind aus Marmor und umfassen 1.200 m² (13.000 sq ft).",Er ist mehr als 20 Meter unter der Erde begraben.,0
"Seine Grabkammern, 27 m (88ft) unter der Erde, sind aus Marmor und umfassen 1.200 m² (13.000 sq ft).",Er war eine wichtige Person des öffentlichen Lebens.,0
"Seine Grabkammern, 27 m (88ft) unter der Erde, sind aus Marmor und umfassen 1.200 m² (13.000 sq ft).",Seine Grabkammern sind aus Holz.,2
"Denken Sie daran, bewegliches Eigentum vor den Affen zu verstecken.",Verstecken Sie Ihre Sachen vor den Affen.,0
"Denken Sie daran, bewegliches Eigentum vor den Affen zu verstecken.","Die Affen sind an vielen Dingen interressiert, inklusive deinen Sachen.",0
"Denken Sie daran, bewegliches Eigentum vor den Affen zu verstecken.",Sie müssen Ihre Besitztümer nicht vor den Affen verstecken.,2
Etwa 1.400 Jahre vor der Errichtung des Palastes von Este war Milreu auch das große Landhaus einer bedeutenden Persönlichkeit.,Milreu war 10 Meilen von allem entfernt.,1
Etwa 1.400 Jahre vor der Errichtung des Palastes von Este war Milreu auch das große Landhaus einer bedeutenden Persönlichkeit.,Milreu war außer Landes.,1
Etwa 1.400 Jahre vor der Errichtung des Palastes von Este war Milreu auch das große Landhaus einer bedeutenden Persönlichkeit.,Milreu war direkt im Herzen der Stadt.,1
Temperaturen im Ozean liegen zwischen 18° und 24° C (64-75° F).,"Die Meerestemperatur ändert sich ständig, aber sie geht nicht unter die Gefriertemperatur.",0
Temperaturen im Ozean liegen zwischen 18° und 24° C (64-75° F).,Die Meerestemperatur ist ganzjährig konstant.,2
Temperaturen im Ozean liegen zwischen 18° und 24° C (64-75° F).,"Die Temperaturen sind tagsüber höher, wenn es wärmer ist.",1
Der Knabalu-Nationalpark ist nur eines von sechs Schutzgebieten im Staat.,Der Kinabalu Nationalpark hat zehn Elefanten und sechs Nashörner.,1
Der Knabalu-Nationalpark ist nur eines von sechs Schutzgebieten im Staat.,"Der Staat hat geschützte Regionen, zu denen der Kinabalu-Nationalpark gehört.",0
Der Knabalu-Nationalpark ist nur eines von sechs Schutzgebieten im Staat.,Es gibt ein Total von drei geschützten Regionen in dem Staat.,2
"Sie haben die Möglichkeit, sich Videos mit der Geschichte Annes und der Besetzung Amsterdams anzusehen, zusammen mit Fotografien und Ausstellungsstücken aus dieser Zeit.",Du wirst die Fotos nicht sehen.,2
"Sie haben die Möglichkeit, sich Videos mit der Geschichte Annes und der Besetzung Amsterdams anzusehen, zusammen mit Fotografien und Ausstellungsstücken aus dieser Zeit.",Du wirst Fotos sehen.,0
"Sie haben die Möglichkeit, sich Videos mit der Geschichte Annes und der Besetzung Amsterdams anzusehen, zusammen mit Fotografien und Ausstellungsstücken aus dieser Zeit.",Du wirst einige der ersten Fotografien sehen.,0
"Treasure Beach ist der einzige redenswerte Ferienort, mit einer Handvoll Hotels, die sich über drei Sandbuchten erstrecken.",Es gibt nicht viele Hotel Optionen für Leute die Treasure Beach besuchen.,0
"Treasure Beach ist der einzige redenswerte Ferienort, mit einer Handvoll Hotels, die sich über drei Sandbuchten erstrecken.","Es gibt ein Vier-Sterne-Hotel für Touristen, die Treasure Beach besuchen.",1
"Treasure Beach ist der einzige redenswerte Ferienort, mit einer Handvoll Hotels, die sich über drei Sandbuchten erstrecken.",Treasure Beach ist einer der vielen Ferienorte in der Gegend.,2
"Der Sommer bringt warmes (aber nicht heißes) Wetter und warme Meerestemperaturen, was es ideal fürs Tauchen, Schnorcheln und anderen Wassersportarten macht.",Es ist immer 100 Grad oder wärmer im Sommer.,2
"Der Sommer bringt warmes (aber nicht heißes) Wetter und warme Meerestemperaturen, was es ideal fürs Tauchen, Schnorcheln und anderen Wassersportarten macht.",Es ist normalerweise 75 im Sommer.,1
"Der Sommer bringt warmes (aber nicht heißes) Wetter und warme Meerestemperaturen, was es ideal fürs Tauchen, Schnorcheln und anderen Wassersportarten macht.",Im Sommer sind die Temperaturen warm.,0
"Unter den Teichen befindet sich einer der von Besuchern bewohnt wird, die Münzen werfen, in der Hoffnung dass einen der Schildkröten den Kopf zurückprallen zu können, ein sicherer Weg um Glück zu erreichen.","Leute schmeißen nie Geld hinein, weil es Pech bringt.",2
"Unter den Teichen befindet sich einer der von Besuchern bewohnt wird, die Münzen werfen, in der Hoffnung dass einen der Schildkröten den Kopf zurückprallen zu können, ein sicherer Weg um Glück zu erreichen.","Leute schmeißen Münzen rein obwohl das Schild sagt, dass man es nicht machen soll.",0
"Unter den Teichen befindet sich einer der von Besuchern bewohnt wird, die Münzen werfen, in der Hoffnung dass einen der Schildkröten den Kopf zurückprallen zu können, ein sicherer Weg um Glück zu erreichen.",Leute schmeißen Münzen in das Wasser.,0
"Die Hafenstadt Nafplio ist der ideale Ausgangspunkt um die Gegend zu erkunden oder vielleicht ein Ort, um während Ihrer Tour Mittag zu essen.",Nafplio hat eine gute Aussicht.,1
"Die Hafenstadt Nafplio ist der ideale Ausgangspunkt um die Gegend zu erkunden oder vielleicht ein Ort, um während Ihrer Tour Mittag zu essen.",Nafplio ist eine schlechte Basis.,2
"Die Hafenstadt Nafplio ist der ideale Ausgangspunkt um die Gegend zu erkunden oder vielleicht ein Ort, um während Ihrer Tour Mittag zu essen.",Nafplio ist ein perfekter Stützpunkt.,0
"In Prinsengracht versteckten sich Otto Frank und seine Familie über zwei Jahre lang auf dem Dachboden ihrer Geschäftsräume, bevor sie entdeckt wurden.",Otto Frank wurde am zweiten Tag erfasst.,1
"In Prinsengracht versteckten sich Otto Frank und seine Familie über zwei Jahre lang auf dem Dachboden ihrer Geschäftsräume, bevor sie entdeckt wurden.",Otto Frank versteckte sich für mehr als 25 Monate.,0
"In Prinsengracht versteckten sich Otto Frank und seine Familie über zwei Jahre lang auf dem Dachboden ihrer Geschäftsräume, bevor sie entdeckt wurden.","Otto Frank versteckte sich, bis die Nazis ihn gefunden haben.",0
Viele staatliche und lokale Regierungen haben zusätzliche Prüfungsanforderungen.,Die lokalen Regierungen können ihre eigenen Verordnungen erlassen.,0
Viele staatliche und lokale Regierungen haben zusätzliche Prüfungsanforderungen.,Lokalregierungen haben keine Vorraussetzungen.,2
Viele staatliche und lokale Regierungen haben zusätzliche Prüfungsanforderungen.,Es gibt zusätzliche Prüfungsanforderung von der Lokalregierung.,0
Die Information security Gruppe hält zwischen 8 und 12 Sitzungen pro Monat ab.,Die Sicherheitsgruppe hat durchschnittlich 9 Sitzungen pro Monat.,0
Die Information security Gruppe hält zwischen 8 und 12 Sitzungen pro Monat ab.,Die Sicherheitsgruppe führt jeden einzelnen Tag des Monats eine Sitzung durch.,2
Die Information security Gruppe hält zwischen 8 und 12 Sitzungen pro Monat ab.,Die Sicherheitsgruppe hält mehrere Sitzungen pro Jahr ab.,0
Vorläufiges Ingenieurwesen wurde jedoch früher erreicht.,Engineering hatte eine vorläufige Periode.,0
Vorläufiges Ingenieurwesen wurde jedoch früher erreicht.,Ingenieurswesen trat erst in einer finalen Phase auf.,2
Vorläufiges Ingenieurwesen wurde jedoch früher erreicht.,Ohne eine Vorlaufzeit wird das Design in den späteren Phasen wahrscheinlich scheitern.,1
"Folglich nehmen Entscheidungsträger und Manager der Regierung neue Denkweisen an, übernehmen verschiedene Wege um Ziele zu erreichen, und nutzen neue Informationen um Entscheidungen zu lenken.",Regierungsvertreter ändern ihre Herangehensweise.,0
"Folglich nehmen Entscheidungsträger und Manager der Regierung neue Denkweisen an, übernehmen verschiedene Wege um Ziele zu erreichen, und nutzen neue Informationen um Entscheidungen zu lenken.",Regierungsvertreter versuchen ihre macht durch andere Denkweisen zu erhöhen.,1
"Folglich nehmen Entscheidungsträger und Manager der Regierung neue Denkweisen an, übernehmen verschiedene Wege um Ziele zu erreichen, und nutzen neue Informationen um Entscheidungen zu lenken.","Regierungsvertreter weigern sich, ihre Lebensweisen zu ändern.",2
"Falldateien müssen möglicherweise für Kunden übersetzt werden, die eine andere Sprache als Englisch sprechen.",Falldateien dürfen nur auf Englisch sein.,2
"Falldateien müssen möglicherweise für Kunden übersetzt werden, die eine andere Sprache als Englisch sprechen.",Falldateien können auf Chinesisch oder Russisch eingestellt werden.,1
"Falldateien müssen möglicherweise für Kunden übersetzt werden, die eine andere Sprache als Englisch sprechen.",Falldateien können in andere Sprachen umgesetzt werden.,0
Weitere derzeit laufende oder geplante Maßnahmen umfassen die,Der Großteil unserer Bemühungen wird bereits aufgebracht.,1
Weitere derzeit laufende oder geplante Maßnahmen umfassen die,Wir haben nichts anderes für die Zukunft geplant.,2
Weitere derzeit laufende oder geplante Maßnahmen umfassen die,Wir haben etwas geplant.,0
"Beziehen Sie Faktoren wie einen kurzen zeitlichen Rahmen, das Löschen der ursprünglichen Computerdaten und den fehlenden Zugang zu benötigten Dokumenten mit ein.",Sie löschten die Computerdateien von der IBM.,1
"Beziehen Sie Faktoren wie einen kurzen zeitlichen Rahmen, das Löschen der ursprünglichen Computerdaten und den fehlenden Zugang zu benötigten Dokumenten mit ein.",Sie haben die ursprünglichen Computerdateien gelöscht.,0
"Beziehen Sie Faktoren wie einen kurzen zeitlichen Rahmen, das Löschen der ursprünglichen Computerdaten und den fehlenden Zugang zu benötigten Dokumenten mit ein.",Sie hatten alle originalen Dateien für sich behalten.,2
"Der gleiche Vertreter, der den ersten Besuch durchgeführt hat, besucht den neuen Dienstleister erneut um Fragen zu beantworten und über die im Beanstandungsformulat aufgeführten Probleme zu sprechen.",Der Vertreter stattete einen einstündigen Besuch ab.,1
"Der gleiche Vertreter, der den ersten Besuch durchgeführt hat, besucht den neuen Dienstleister erneut um Fragen zu beantworten und über die im Beanstandungsformulat aufgeführten Probleme zu sprechen.",Es gab einen Besuch von einem Repräsentanten.,0
"Der gleiche Vertreter, der den ersten Besuch durchgeführt hat, besucht den neuen Dienstleister erneut um Fragen zu beantworten und über die im Beanstandungsformulat aufgeführten Probleme zu sprechen.",Wir bekamen nie Besuch.,2
"Sparen hat nicht nur einen Einfluss auf das Vermögen, andersherum hat das Vermögen auch einen Einfluss auf das Sparverhalten.","Ob eine Person spart oder nicht, hängt von ihrem Vermögen ab.",0
"Sparen hat nicht nur einen Einfluss auf das Vermögen, andersherum hat das Vermögen auch einen Einfluss auf das Sparverhalten.",Reichtum und Ersparnisse sind normalerweise nicht miteinander verknüpft.,2
"Sparen hat nicht nur einen Einfluss auf das Vermögen, andersherum hat das Vermögen auch einen Einfluss auf das Sparverhalten.",Wohlhabende Menschen sparen eher einen größeren Teil ihres Einkommens.,0
"Zum Beispiel hat eine Organisation, die wir untersucht haben, zwei Fusionen erlebt, bei denen das Unternehmen die neuen Geschäfte schnell integrieren und neu strukturieren musste, um den wachsenden Geschäftsanforderungen gerecht zu werden.","Obwohl es zwei Fusionen gab, musste das Unternehmen keine Umstrukturierung seiner Unternehmenshierarchie durchlaufen.",2
"Zum Beispiel hat eine Organisation, die wir untersucht haben, zwei Fusionen erlebt, bei denen das Unternehmen die neuen Geschäfte schnell integrieren und neu strukturieren musste, um den wachsenden Geschäftsanforderungen gerecht zu werden.",Die Verschmelzung von zwei Unternehmen zu einer Organisation und die Umstrukturierung führten zu einem chaotischen Arbeitsumfeld.,1
"Zum Beispiel hat eine Organisation, die wir untersucht haben, zwei Fusionen erlebt, bei denen das Unternehmen die neuen Geschäfte schnell integrieren und neu strukturieren musste, um den wachsenden Geschäftsanforderungen gerecht zu werden.","Wir untersuchten ein Unternehmen, das zwei Fusionen hinter sich hatte und sich schnell umstrukturieren musste, um seinen Geschäftsanforderungen gerecht zu werden.",0
"das Design, wir waren besorgt, dass die Zahlung genehmigt werden würde, bevor bestätigt wurde, dass die Reise tatsächlich stattgefunden hat.","Wir wussten, die Zahlung würde ewig dauern.",1
"das Design, wir waren besorgt, dass die Zahlung genehmigt werden würde, bevor bestätigt wurde, dass die Reise tatsächlich stattgefunden hat.","Wir dachten, die Zahlung könnte vor der Verifizierung durchgeführt werden.",0
"das Design, wir waren besorgt, dass die Zahlung genehmigt werden würde, bevor bestätigt wurde, dass die Reise tatsächlich stattgefunden hat.","Wir dachten, dass die Zahlung zu früh durchgehen könnte und, dass wir betrogen werden würden.",0
"Technologie ist hochgradig in die Geschäftsprozesse in diesen Organisationen integriert, da Technologie als Ermöglicher für das Unternehmen betrachtet wird und nicht nur als Werkzeug.","Fortschrittliche Planungssoftware ist eine der Schlüsseltechnologien, auf die sich Unternehmen konzentrieren.",1
"Technologie ist hochgradig in die Geschäftsprozesse in diesen Organisationen integriert, da Technologie als Ermöglicher für das Unternehmen betrachtet wird und nicht nur als Werkzeug.",Technologie ist nur ein Hilfsmittel und kein Wachstumstreiber.,2
"Technologie ist hochgradig in die Geschäftsprozesse in diesen Organisationen integriert, da Technologie als Ermöglicher für das Unternehmen betrachtet wird und nicht nur als Werkzeug.",Diese Unternehmen legen großen Wert auf Technologie.,0
Zwei Konzepte die häufig in Literatur auftreten könnten für die künftige Forschung hilfreich sein.,Die Literatur kann die Art wie wir Proben testen ändern.,0
Zwei Konzepte die häufig in Literatur auftreten könnten für die künftige Forschung hilfreich sein.,Die Literatur kann die Forschung in Zukunft verändern.,0
Zwei Konzepte die häufig in Literatur auftreten könnten für die künftige Forschung hilfreich sein.,"Es gibt nichts anderes zu tun, um die Forschung zu verändern.",1
Die aus Kartons gezeichnete Linien zeigen den gesamt Wohlfahrtsniveau von allen Mailers an und die aus Diamanten gezeichnete Linien zeigen die technischen Verluste (falls negativ) wenn die Arbeit zu einer anderen Partei verlagert ist.,"Die Zeilen berechnen, dass das Wohlstandsniveau der Versender 10% beträgt.",1
Die aus Kartons gezeichnete Linien zeigen den gesamt Wohlfahrtsniveau von allen Mailers an und die aus Diamanten gezeichnete Linien zeigen die technischen Verluste (falls negativ) wenn die Arbeit zu einer anderen Partei verlagert ist.,Die Linien zeigen nichts anderes als die Route.,2
Die aus Kartons gezeichnete Linien zeigen den gesamt Wohlfahrtsniveau von allen Mailers an und die aus Diamanten gezeichnete Linien zeigen die technischen Verluste (falls negativ) wenn die Arbeit zu einer anderen Partei verlagert ist.,"Die Schlangen zeigen, wieviel Sozialhilfe es über all in den mailers gibt.",1
"Auf der Grundlage dieser Risikobewertung hat Centrelink eine Reihe spezifischer Präventionsstrategien entwickelt, die darauf abzielen, die Begünstigten und Arbeitgeber in Bezug auf die Meldepflichten zu sensibilisieren.",Centrelink wusste nicht wie man dieses Problem angeht.,2
"Auf der Grundlage dieser Risikobewertung hat Centrelink eine Reihe spezifischer Präventionsstrategien entwickelt, die darauf abzielen, die Begünstigten und Arbeitgeber in Bezug auf die Meldepflichten zu sensibilisieren.","Centrelink hatte eine Menge Strategien, um Menschen beizubringen, wie sie Einkommen melden sollten, weil die Regierung eine Menge Geld durch Fehler verlor.",1
