question,gemma3_answer
"Mitä yhdisteet syanuurihappo ja melamiini muodostivat, kun ne reagoivat keskenään kissan virtsassa?",3
Mitä tutkijat havainnoivat infrapunaspektroskopian avulla?,2
Kuka viittasi Lunaan äärimmäisyyksien kuningattarena?,4
"Kuka sanoi, että Luna oli hullu?",2
Mitä ei tapahtunut törmäyksessä mukana olleelle kuljettajalle?,3
Mikä ei noussut esiin Etelä-Afrikan pelistä rugbyturnauksen aikana?,3
Milloin Etelä-Afrikan pelaaminen alkoi parantua tekstikatkelman mukaan?,4
Mikä seuraavista väittämistä ei kuvaa tarkasti Kiinan taloutta tekstikatkelman mukaan?,4
Milloin Kiinan BKT saattaa ylittää Yhdysvaltojen BKT:n tekstikatkelman mukaan?,2
"Mitä Hu ehdotti, että kehitysmaat tekevät?",4
Mitä Hu ei maininnut?,4
Minkä seuraavan tilanne ei Veermanin mukaan ollut hyvä?,2
Kuka ottaa Huhnen paikan hallituksessa syyttämisen vuoksi?,1
Kuka astuu yritysministerin virkaan syyttämisen jälkeen?,1
Mitä esiintyjät kannustavat yleisöä tekemään Camille Saint-Saensin oopperan aikana?,1
Kuka ensisijaisesti polttaa savukkeita oopperan aikana?,3
Millä toisella nimellä kutsutaan Leonovin suorittamaa avaruuskävelyä?,3
Mikä tehtävän neuvostoliittolaista osuutta Leonov johti?,2
Kuka loukkaantui onnettomuudessa?,1
Mitä tapahtui onnettomuudessa mukana olleille ihmisille?,2
Minkä seuraavista aiheuttamia vaikutuksia ohjelmassa työskentelevät tutkijat toivovat voivansa havaitsevansa?,2
Mistä seuraavista aineista tutkijat tekivät havaintoja?,4
Mitä konservatiivit eivät kritisoineet tekstikatkelman mukaan?,1
Kuka kritisoi hurrikaani Katriinan hätäapuna toteutettavia jälleenrakennushankkeita?,2
Missä Stardust-avaruusaluksen valot näkyvät ensin tekstikatkelman mukaan?,2
Missä seuraavista avaruusalus tekee ennätyksen tekstikatkelman mukaan?,3
Mitä sukua lääkäri Malar Balasubramanian on Saroja Balasubramanianille?,2
Mistä Sara Balasubramanianin ruumis löytyi?,3
Minkä eBay osti?,3
Mitä eBay pyrkii saavuttamaan ostolla?,2
"Kuka ei ollut vuorovaikutuksessa vankien kanssa, jotka jäivät pihalle taistelun jälkeen tekstikatkelman mukaan?",4
Mikä seuraavista lopulta aiheutti vankien perääntymisen mellakasta?,2
Mistä Iranin valtion pitäisi vapauttaa itsensä ayatollah Ali Khamenein mukaan?,4
Kuka myönsi sanktion vaikutukset Iranin talouteen tekstikatkelman mukaan?,1
Mikä seuraavista ei ole osa Ranskan äänestysprosessia?,4
Minne äänestäjät merkitsevät haluamansa ehdokkaan?,2
Mikä johti Allenin aloittamaan kahdeksan vuotta kestäneet Musashin etsinnät?,4
Mihin Allen käytti huomattavan summan omaisuuttaan tekstikatkelman mukaan?,2
Mikä seuraavista johti todennäköisesti vaarallisiin olosuhteisiin tehtaalla ja sen ympäristössä tekstikatkelman mukaan?,1
"Mikä seuraavista ei ole yksi turvallisuusohjeista, joita suositeltiin paikallisille asukkaille tehtaan tapauksen jälkeen?",3
Mikä on vastustuskykyisessä tuberkuloosissa erittäin huolestuttavaa?,4
Kuinka moni uuden variantin tartunnan saaneista potilaista oli vahvistetusti terveydenhoitohenkilöstöä?,2
Millaista tekniikkaa NextGen-järjestelmä käyttää?,1
Miten lennonjohtajat voivat hyötyä NextGenistä?,2
Mitä historioitsijat eivät ole kritisoineet FBI:n keskittämisessä tekstikatkelman mukaan?,1
Mitä FBI:n pitää tehdä epäsiveellisyyden vastaisessa hankkeessa?,4
"Mitä tapahtui paloautolle, joka tuli JAS 39C Gripenin törmäyspaikalle? ",2
Miltä lentokenttä suljettiin JAS 39C Gripenin törmäyksen jälkeen?,1
Kenen neuvonantajana Brzezinski toimi Iranin vallankumouksen aikana?,3
Kuka toimi kansallisen turvallisuuden neuvonantajana vuoteen 1977?,2
Mikä seuraavista ei kuvaa tarkasti Bobekin uraa Partizan Belgradessa?,1
Mikä Bobekin historiaa koskeva väittämä Partizan Belgradessa on totta?,1
Mikä ominaisuus erottaa Hesperonychuksen velociraptorista tekstikatkelman mukaan?,2
Mistä lajin fyysisestä ominaisuudesta sanan ”Hesperonychus” merkitys on peräisin?,1
Mikä seuraavista ammuskelua koskevista väittämistä on totta?,4
"Mikä seuraavista väittämistä on totta tapahtumasta, jossa ammuskelu sattui?",1
Mistä viranomaiset olivat aluksi huolissaan Lunon osalta tekstikatkelman mukaan?,3
Mikä seuraavista Lunon rikkoutumista koskevista väittämistä ei ole totta tekstikatkelman mukaan?,2
Millä vuosikymmenellä Algeria sai itsenäisyyden?,3
Minne televisionäyttöjä ei pystytetty hautajaistoimitusta varten?,4
Missä hautajaistoimitus pidettiin?,3
Kuka sai vakaviin vammoihin hoitoa räjähdyksen jälkeen?,2
Kuka ilmoitti kaasuvuodosta?,1
Kuinka monta ihmistä kuoli hyökkäyksessä tekstikatkelman mukaan?,2
Kenen ase ei toiminut jossakin vaiheessa hyökkäystä?,2
Mikä seuraavista urheilulajeista äänestettiin ulos olympialaisten ohjelmasta?,3
Mitkä seuraavista urheilulajeista Kansainvälinen Olympiakomitea äänesti mukaan kisoihin?,3
Kuinka moneksi vuodeksi Arthur Guinness vuokrasi St James Gate -panimon alun perin?,4
Kuinka monta miljardia dollaria on Guinnessin tuotto joka vuosi?,3
Kuinka monessa Euroopan unionin maassa on tunnistettu H5N1-virus?,3
Missä viimeisin H5N1-virustapaus tunnistettiin?,1
Milloin Haitissa oli viimeisin tautitapaus ennen rauhanturvaajien aiheuttamaa leviämistä?,1
Mistä paikasta peräisin oleva jäte vaikutti taudin leviämiseen?,2
Mitä Irlannin hallitus aikoo tehdä?,1
Mikä oli Irlannissa väliaikaisesti laillista?,4
Mistä epäiltyä tutkitaan?,1
Mitä epäilty ei tehnyt tehdessään muutoksia kylttiin?,3
Mistä seuraavista englanninopettaja Karnoa ei syytetty tekstikatkelman mukaan?,2
Keitä Rolando Mendoza ei ottanut panttivangiksi tekstikatkelman mukaan?,4
Keitä pankkivangeista ei vahvistettu olevan vapautettu etuajassa tekstikatkelman mukaan?,1
Kuka kerää allekirjoituksia tukeakseen samaa sukupuolta olevien avioliiton laillistamista Brasiliassa tekstikatkelman mukaan?,1
Kenelle mielenosoittajat luovuttavat vetoomuksensa?,3
"Mitä tapahtuu Armand Versacen mukaan juuri ennen, kuin yleisö reagoi säätilaan?",3
Milloin voimakkaimmat tuulet alkoivat Versacen mukaan?,1
Kuinka monta myrskyä on havaittu 35 pituusasteen itäpuolella ennen Frediä?,3
"Kun Fred sijaitsi lähellä Kap Verden saaria, mihin suuntaan se liikkui?",4
Mikä seuraavista on edeltäjiään nopeampi?,1
"Mitä tarvitaan, jotta 802.11n on taaksepäin yhteensopiva 802.11b:n kanssa?",4
Kuinka monessa kisassa olympiavoittajan piti uida Kansainyhteisön kisoissa?,1
Miksi olympiavoittaja ei ottanut lääkkeitä kivunlievittämistä varten?,4
Mikä olisi saattanut aiheuttaa hämmennystä maanjäristyksestä tekstikatkelman mukaan?,1
Milloin vaiheen vaihdos tapahtui tekstikatkelman mukaan?,3
Mikä seuraavista Chandrayaan-1 -luotainta koskevista väittämistä ei ole totta?,1
Mikä seuraavista väittämistä kuvaa tarkasti kuuluotainta?,2
Mikä suojauskeino tautia vastaan otetaan käyttöön viimeisenä tekstikatkelman mukaan?,3
Miten tauti tarttuu ihmisiin?,1
Mihin lopputulokseen toisen lauseen hylkääminen saattaisi johtaa?,2
Milloin toinen lause poistettiin tekstikatkelman mukaan?,1
Kenelle Panaman paperit vuodettiin?,2
Kuka brittiläisen lehdistön väitteen mukaan hallinnoi monia varojen piilottamisessa käytettyjä yrityksiä tekstikatkelman mukaan?,3
Missä seuraavista ilmailuonnettomuuksista oli eniten kuolonuhreja?,1
Mikä seuraavista ei ole syy Iranissa sattuville monille ilmailuonnettomuuksille?,2
Mikä seuraavista ei sisältynyt Bakerin-Hamiltonin raporttiin?,2
Mitä seuraavista Bakerin-Hamiltonin raportti ei kehottanut?,1
Kuka oli Provenzanon oikea käsi poliisin mukaan?,2
Miksi Falcone kuoli tekstikatkelmassa annettujen tietojen perusteella?,1
Mistä seuraavista Hitoshi Saito ei ollut kuuluisa?,4
Missä Iwasaki välttyi naimisiinmenolta?,2
Kuka hyökkäsi Iwasakin kimppuun?,3
Milloin Alonso päätti kilpailunsa?,3
Miksi Schumacher päätti kisan varhain?,4
Kenen työ on asettaa takuusumma pidätetyille tekstikatkelman mukaan?,4
"Mitä pidätetyille on sallittava, jos heidät pidätetään yli 24 tunnin ajaksi tekstikatkelmassa mainitun tilapäisen kiellon mukaan?",4
Mitä syytä ei käytetty vaalien toisen kierroksen peruuttamisen selityksenä tekstikatkelman mukaan?,2
Miksi diplomaatit pitivät vaalien toista kierrosta lopulta tarpeettomana?,3
Kuka tarjoaa oikeuspalveluja liittovaltion heimoalueelle?,2
Mikä seuraavista liittovaltion heimoalueen poliittisia asiamiehiä koskevista väitteistä ei ole totta?,3
Minkä palkinnon saajaksi Emma Stone oli ehdolla?,3
Minkä palkinnon saajaksi elokuva oli ehdolla?,1
Mitkä seuraavista pysyivät toiminnassa maanjäristyksen jälkeen?,4
Mitkä seuraavista vaurioituivat maanjäristyksen takia tekstikatkelman mukaan?,1
Mitä seuraavista tapauksista ei käsitellä asiakirjassa tekstikatkelman mukaan?,2
Mikä seuraavista ei ole yksi Palestiinan vaatimuksista?,2
Missä maassa Ma opiskeli lakia?,1
Minkä maan tukeminen auttoi Mata vaalien voittamisessa tekstikatkelman mukaan?,4
Missä Carolyn Wilson työskenteli ennen pakenemistaan kaupungista tekstikatkelman mukaan?,3
"Kuka on neljännellä sijalla kuljettajien mestaruussarjassa, kun kaudesta on jäljellä neljä kilpa-ajoa?",1
Kuinka monta pistettä Kahnella on kuljettajien mestaruussarjassa tekstikatkelmassa mainitun kisan jälkeen?,1
"Kuinka monta kertaa ihmiset ovat tekstikatkelman mukaan todistaneet sellaisten meteoriittien putoamista, joiden on myöhemmin todistettu olevan peräisin Marsista?",2
Mikä marsilaista alkuperää olevia kiviä koskeva väite on totta tekstikatkelman mukaan?,4
Milloin Schumacher lopetti ajamisen?,2
Milloin Massa loukkaantui?,1
Miten järjestely vaikuttaa AOL:ään tekstin mukaan?,3
Mikä seuraavista voi loppua uuden järjestelyn myötä?,3
Kuinka moni hyökkäyksessä kuollut ihminen oli muu kuin poliisi?,3
"Kuka tai ketkä ilmoittivat, ketä hyökkäyksestä epäillään?",1
Floridassa eniten ääniä saanut saa taakseen kaikki edustajat. Mitä Mitt Romney sai taakseen?,3
Minkä prosenttimäärän Gingrich sai äänistä esivaaleissa tekstikatkelman mukaan?,2
Kuka keskeytti kampanjansa puoluekokouksen tulosten jälkeen tekstikatkelman mukaan?,2
Kuka puhui kauniisti toisesta ehdokkaasta puoluekokouksen tulosten valmistuttua tekstikatkelman mukaan?,2
"Mikä oli ainoa paikka, jossa ohjelmaa esitettiin ennen vuotta 2015?",1
Minkälaisella silauksella ohjelma on viimeistely radiokanavan kuvauksen mukaan?,2
"Mitä sellaista David Headley keräsi, mikä lopulta auttoi mahdollistamaan aseistautuneen ryhmän hyökkäyksen?",1
Millä kulkuvälineellä aseistautunut ryhmä matkusti Mumbaihin?,3
Mikä väite kuvaa tarkasti tekstikatkelmassa mainittua Nadalin ja Raonicin Brisbanen tennisturnauksen lopputulosta?,1
Mikä oli Nadalin ja Raonicin välisen ottelun tilanne ensimmäisen syötön jälkeen tekstikatkelman mukaan?,4
Millä kielellä tuotettu ohjelma ei lukeudu mukaan kolmen uuden Naked News -lähetyksen joukkoon?,3
Minne Naked News -lähetyksiä ei tuoteta tekstikatkelman mukaan?,3
Kuinka moni kilpailija keskeytti suurpujottelussa?,3
Mikä seuraavista väitteistä kuvaa tarkasti mestaruuskilpailujen tuloksia?,1
Mitä seuraavista NBA päätti?,1
Mikä virukseen liittyvä seikka huolestutti NBA:ta tekstikatkelman mukaan?,4
Kuka teki Washington Capitalsin voittomaalin ottelussa Atlanta Thrashersia vastaan?,1
Kuka teki kauden 60. maalinsa Capitalsin ja Thrashersin välisessä ottelussa?,3
Milloin Northern Rock -pankki tarvitsi tukea hallitukselta?,4
Mikä seuraavista väitteistä kuvaa tarkasti Virgin-ryhmän Northern Rock -pankin kauppoja tekstikatkelman mukaan?,2
Mihin valtioon Kioton ilmastosopimuksen allekirjoittaminen vaikuttaa tekstikatkelman mukaan?,1
Mitä Australian edellinen hallitus uskoi Kioton sopimuksen ratifioinnin vahingoittavan?,3
Mihin ohjelmaan ampujia värvättiin kokeilussa?,4
Mikä väite kuvaa tarkasti tuhoeläinten valvontakokeilua?,3
Mistä haarautuminen löydettiin tekstikatkelman mukaan?,2
Mitä tekstikatkelman mukaan tapahtui odotettua aiemmin?,2
"Mitä pelaajan täytyy tehdä, jotta hän voi manipuloida liikkeitä videopelin aikana?",4
Mikä suunniteltiin television kaukosäätimen näköiseksi?,2
Mitä ei mainittu uutistoimisto Xinhuan uusimmassa tiedonannossa?,2
Mitä ei mainittu uutistoimisto Xinhuan ensimmäisessä tiedonannossa?,4
Mitä Sara Danius ilmoitti radio-ohjelman aikana?,4
Ketä ei onnistuttu tavoittamaan?,4
"Kuka kommentoi, että sitoumus on ”huomattava askel”?",3
Kuinka monta postimerkkiä Słania laati eri maille?,1
Mikä todennäköisesti aiheutti vuodon jatkumisen säiliön venttiileistä tekstikatkelman mukaan?,3
Miksi varoventtiilit avautuivat?,2
Kuinka korkealla vesi on tällä hetkellä yhdeksännessä kaupunginosassa?,3
Mitä yhdeksännessä kaupunginosassa tapahtui hurrikaani Katrinan aikana?,3
Mitä seuraavista Hamilton ei vahvistanut?,1
Mitä tutkijat haluavat selvittää?,4
Mikä oli paikallisen poliisin rooli sulkemisessa tekstikatkelman mukaan?,3
Mitä tunnelien sisäänkäynneille tapahtui sulun aikana?,1
Mitä ei tapahtunut ennen kuin auto osui valokuvaajaan tekstikatkelman mukaan?,1
Mitä valokuvaaja yritti tehdä ennen kuin auto törmäsi häneen?,2
"Mikä seuraavista väitteistä ei kuvaa tarkasti presidentin tilaa sen jälkeen, kun hän antoi virusta sisältävän positiivisen testinäytteen?",1
Mikä seuraavista presidenttiä koskevista väitteistä on totta tekstikatkelman mukaan?,3
Milloin trooppisen syklonin Gonun odotettiin heikkenevän lisää tekstikatkelman mukaan?,2
Mikä trooppisen syklonin Gonun tuulennopeus oli voimakkaimmillaan?,3
Mitä seuraavista ei pidetä Karenia brevisin ominaisuutena?,3
Mitä seuraavista Karenia brevis ei pysty tekemään?,2
Mitä seuraavista ei tapahtunut hurrikaani Felician seurauksena tekstikatkelman mukaan?,4
Mikä hurrikaani Feliciaa koskevista väitteistä on väärä?,2
Mikä seuraavista väitteistä kuvaa tarkasti vuoden 2009 Unkarin osakilpailun lopputulosta?,3
Milloin törmäys tapahtui?,1
Minkä seuraavan tapahtuminen kesti tekstikatkelman mukaan vähemmän aikaa kuin tutkijat olivat uskoneet?,1
Mitä seuraavista tutkijat eivät kertoneet?,3
Missä CowParade järjestetään?,2
Mikä seuraavista väitteistä kuvaa CowParadea tarkasti?,4
Mikä aiheutti Venäjän Il-76-koneiden käytön keskeyttämisen?,2
Mikä II-76 on?,3
Kuka palkkasi Simpsonien käsikirjoittajatiimin?,2
Kuka lähetti Flukelle positiivisia kommentteja ja rohkaisun sanoja hänen mukaansa?,4
Mistä aiheesta jotkut ihmiset eivät halunneet naisten puhuvan tekstikatkelman mukaan?,3
Mikä planetaarinen taivaankappale on dynaamisin tekstikatkelman mukaan?,1
Millä planetaarisella taivaankappaleella on havaittu läpinäkyvästä nesteestä muodostuvia jokia ja järviä?,2
Mikä näistä löydöistä ei ole höyhenlöydöksen seurausta?,4
Mitä dinosaurusten höyhenissä ei ollut?,2
Mikä seuraavista ZMappia koskevista väitteistä ei ole totta?,2
Mikä seuraavista väitteistä kuvaa PALM-koetta tarkasti?,3
Missä tutkijat uskovat uuden sirun merkityksen olevan suurin?,1
Mitä menetelmää diagnostiikkatyökalun valmistamiseen käytetään?,2
Mikä luiskajyrkänteitä koskeva väite ei ole tekstikatkelman mukaan totta?,4
"Mikä muodostumia koskeva teoria viittaa tekstikatkelman mukaan siihen, että kuussa olisi geologista toimintaa?",4
Mitä ei tule enempää ennen syytteeseenpanoa tekstikatkelman mukaan?,1
Mikä ei ole hylkeenpyyntialusten tämänhetkinen ongelma tekstikatkelman mukaan?,4
Mikä muu vaikuttaa pelastustoimiin jään lisäksi?,2
Mitä Roberts ei halunnut vahvistaa?,3
Mikä keskusteluaihe oli Robertsin mielestä liian epäeettinen?,4
Minne kaksi valosädettä osoittavat?,1
Milloin uudet pilvenpiirtäjät rakennetaan paikalle tekstikatkelman mukaan?,4
"Mitkä tiedot viittaavat siihen, että ”Seitsemän sisarta” ovat luolia?",1
Miten ”Seitsemän sisaren” lämpökäyttäytyminen näkyy?,1
Mikä seuraavista epäiltyä tekijää koskevista väitteistä ei ole totta tekstikatkelman mukaan?,4
Minkä iskuun liittyvän tiedon viranomaiset ovat vahvistaneet?,2
Mitkä joukkueet pelaavat ottelussa Ellis Parkissa?,3
Missä Springboks pelaa seuraavan ottelunsa?,3
Minkä seuraavan kanssa avaruusasemalla oli ongelmia tehtävän aikana?,2
Mikä oli avaruusaseman tehtävän tavoite tekstikatkelman mukaan?,3
Mikä seuraavista tapausta koskevista väitteistä ei ole totta?,4
Mikä seuraavista väitteistä kuvaa tapausta tarkasti?,1
Missä joukkueessa Vidal aloitti pelaamisen kolme kautta aiemmin tekstikatkelman mukaan?,1
Kuinka monta ottelua Vidal on pelannut Barçassa?,1
Kuka oli ottelun vastajoukkue?,2
Miksi Jarque yöpyi hotellissa?,3
Miksi Jakartan geofysiikan virasto ei antanut varoitusta?,4
Mitä maanjäristys aiheutti tekstikatkelman mukaan?,1
Mistä seuraavista Auringon ja muiden tähtien aktiivisuus johtuu?,3
Miten tähden Rossbyn luku määritetään?,1
Kuinka monta prosenttia vastaajista tukee Australian muuttamista tasavallaksi välittömästi?,2
Milloin Australiasta pitäisi tulla tasavalta Julie Gillardin mielestä tekstikatkelman mukaan?,2
Mikä organisaatio on poliisitutkinnan kohteena?,3
Minkä valiokunnan johtaja Cliff Stearns on?,4
Mitä sveitsiläisnaiselle ei tapahtunut tekstikatkelman mukaan?,2
Mikä yritys sai Taiwanin vuoden 2007 kestävän kehityksen palkinnon?,3
Mikä on Asusin Eee-tietokone?,2
Kuka on vastuussa kadonneista postilähetyksistä?,3
Kuka esitti anteeksipyynnön kadonneiden lähetysten takia tekstikatkelman mukaan?,4
Milloin Del Potron olkapäätä hoidettiin?,3
Mikä oli ensimmäisen tie-breakin tulos?,1
Kuka tai ketkä tekstikatkelman mukaan olivat nimenomaisesti kontaktissa potilaan kanssa?,2
Mitä vakuutusta kuvernööri ei antanut Teksasin asukkaille tekstikatkelman mukaan?,4
Mikä uutisparodia on kahden entisen Wisconsinin yliopiston opiskelijan luoma?,4
Mitä seuraavista The Onion -uutisparodiaimperiumissa ei tekstikatkelman mukaan ole?,2
Mitä poliisi vartioi tekstikatkelman mukaan?,3
"Mihin aikaan poliisi pyysi mielenosoittajia siirtymään, jotta liikenneruuhkan kasaantuminen lakkaisi?",4
Mikä tohtori Ehud Urin tutkimukseen liittyvä väite on totta?,2
Mihin tohtori Ur suhtautuu epäilevästi tekstikatkelman mukaan?,2
Mikä seuraavista väitteistä ei kuvaa lennon numero CG4684 onnettomuutta tarkasti?,3
Minkä takia lento numero CG4684 keskeytti laskeutumisen?,4
Mikä seuraavista Franciszek Kowalin kokemusta kuvaavista väitteistä on tekstikatkelman mukaan totta?,2
Miksi trooppisen hirmumyrsky Daniellen mahdollista vaikutusta on vaikea mitata?,3
Mikä seuraavista trooppista hirmumyrsky Daniellea koskevista väitteistä ei ole tekstikatkelman mukaan totta?,4
Mitä taudille täytyy tapahtua ennen kuin se aiheuttaa globaalin epidemian tekstikatkelman mukaan?,1
Kuinka kaukana Fujianista taifuuni oli tekstikatkelman mukaan?,3
Kuka otti George W. Bushin vastaan tämän saapuessa Aasiaan?,4
Milloin presidentti puhui Aasian kaupan kasvusta?,3
Mikä seuraavista on hallituksen lopullinen tavoite tekstikatkelman mukaan?,4
Mitä hallitus ilmoitti?,1
Mitä tekstikatkelman mukaan tiedetään?,1
Mikä mielenosoituksia koskeva väittämä ei pidä paikkaansa?,3
Kuka ehdotti edellisen väliaikaisen vaalineuvoston (CEP) eroa?,3
Mitä Yhdysvaltain voimisteluliitto ei tue lausunnon mukaan Nassarin urheilijoita koskevan väärinkäytön seurauksena?,1
Mikä on Yhdysvaltain voimisteluliiton ja Yhdysvaltojen olympiakomitean pääasiallinen tavoite lausunnon mukaan?,4
"Minne laiva oli matkalla, kun onnettomuus tapahtui? ",3
Mikä tekstikatkelmassa mainittua laivaa koskeva väittämä ei pidä paikkaansa?,2
Kuka antoi Yhdysvaltojen joukkoja koskevan lausunnon?,4
Mikä maa ryhtyi lausunnon mukaan vartioimaan vangittuja taistelijoita?,4
Minkä on uskottu olevan onnettomuuden syy?,2
Millaisella alueella onnettomuus tapahtui?,4
"Mitä viranomaiset toivovat, että tulvan seurauksena tapahtuu?",1
Mihin padon valmistuminen vaikutti pysyvästi?,4
Kuka varoitti Yhdysvaltoja mahdollisista iskuista tekstikatkelman mukaan?,3
Mikä seuraavista väittämistä kuvaa ääriainesten oletettua iskusuunnitelmaa?,3
Kuka seuraavista henkilöistä ei ole asianajaja?,4
Mitä ryhmää Kreikan lakipiireissä kehkeytyneen skandaalin ei mainita koskevan?,3
Kuinka monta porttia Intia menetti?,2
Mikä oli sisävuoron korkein pistemäärä tekstikatkelman mukaan?,1
Mikä seuraavista ei ole syy Adam Cuerdenin turhautumiseen?,1
Mitä sivustolta poistettiin tekstikatkelman mukaan?,1
Mitä seuraavista Amir Khan ei tue tekstikatkelman mukaan?,1
Mitä seuraavista Amir Khan aikoo tukea henkilökohtaisesta mielipiteestään huolimatta tekstikatkelman mukaan?,3
Milloin Peter Lenz kuoli?,3
Kuka on Xavier Zayat?,2
"Missä tilanteessa pelokas matkustaja todennäköisesti hyötyisi siitä, että hänellä olisi jonkinlainen käsitys lentokoneen toiminnasta?",2
Mitä seuraavista hintatietoisen matkustajan kannattaisi tehdä viimeisenä tekstikatkelman mukaan?,4
Mitä matkustajien kannattaisi tehdä ensimmäisenä mahdollisimman alhaisten lennon hintojen varmistamiseksi tekstikatkelman mukaan?,2
Milloin tavaroiden lähettämiseen vaaditaan matkustaja?,3
"Mikä sinun kannattaa tekstikatkelman mukaan ensisijaisesti valita, kun valitset lentoyhtiöallianssiin kuuluvan yhtiön kanta-asiakasohjelmaasi varten?",4
Kuka saattaa tarjota eniten lentopisteitä tekstikatkelman mukaan?,4
Mikä seuraavista aisteista voi heikentyä liiallisen alkoholinkäytön seurauksena tekstikatkelman mukaan?,2
Mikä voi vähentää alkoholista aiheutuvia haitallisia vaikutuksia tekstikatkelman mukaan?,3
Missä kiinteistöjen hinnat kuuluvat Amsterdamin korkeimpiin?,1
Miksi kanaalikaupunginosa on nimetty Unescon maailmanperintökohteeksi?,1
Mikä seuraavista on hyvä syy vierailla Phnom Kromissa tekstikatkelman mukaan?,1
"Mitä matkustajien on tekstikatkelman mukaan tehtävä, jotta he voivat vierailla Phnom Kromissa?",3
Mikä seuraavista voi estää turisteja vierailemasta Etelämantereella?,1
Missä Etelämantereen osassa vuorikiipeilystä kiinnostunut matkailija saattaa käydä?,2
Missä vanhanaikainen observatorio epätodennäköisimmin sijaitsee?,3
Missä moderni tutkimusteleskooppi todennäköisesti sijaitsee?,4
Mikä alue olisi paras vaihtoehto rauhallisen rantapäivän viettoon tekstikatkelman mukaan?,3
Missä uiminen on todennäköisesti turvallisinta tekstikatkelman mukaan?,2
Mitä seuraavista olisi sopimatonta vieraillessa tekstikatkelmassa mainitussa paikassa?,2
Mikä seuraavista kuvaa lingua franca -kieliä?,4
Mikä väittämä ei kuvaa apukieliä?,4
"Mitä matkustajien tulee tekstikatkelman mukaan tarkistaa, jos heidän risteilynsä on talviaikaan?",1
"Minkä matkustajat voivat tekstikatkelman mukaan välttää, jos heidän risteilynsä on kesäaikaan?",2
Miksi useimmat kyltit ja kuulutukset ovat katalaaniksi Barcelonassa?,2
Mitä seuraavista kielistä käytetään Barcelonan metron tavallisissa kuulutuksissa?,2
Mitä seuraavista palveluista ylellinen aamiaismajoitusliike ei todennäköisesti ensisijaisesti tarjoa tekstikatkelman mukaan?,4
Mikä seuraavista ei ole ylellisten aamiaismajoitusliikkeiden pääasiallinen kilpailukohde tekstikatkelman mukaan?,1
Mitä seuraavista ei järjestetä Pekingissä vuonna 2022 tekstikatkelman mukaan?,2
Mitä seuraavista Peking isännöi vuonna 2022 tekstikatkelman mukaan?,2
Kenellä on suurin riski altistua lintuinfluenssalle?,3
Mikä seuraavista väitteistä kuvaa lintuinfluenssaa tekstikatkelman mukaan?,3
Mitkä Vienanmeren-Itämeren kanava yhdistää?,3
Missä kulkuneuvossa saatetaan kerätä passit matkustajan häiritsemisen välttämiseksi tekstikatkelman mukaan?,2
Milloin henkilöllisyystodistus saatetaan tarkastaa ulkomaanjunissa tekstikatkelman mukaan?,4
"Mikä seuraavista on kaikkein todennäköisin ongelma, jonka voi kohdata tropiikin sydämessä Singaporessa?",3
Kenen kannattaa välttää saksalaisia leivoksia?,1
Mitä ainesosa on kausittainen täyte saksalaisissa leivoksissa?,3
Mitä seuraavista ei suositella budjettimatkailijalle tekstikatkelman mukaan?,3
Kenelle minimibudjettimatkustaminen voi olla vaikeaa tekstikatkelman mukaan?,4
Mikä seuraavista väittämistä ei kuvaa Point Marionin ja Fairmontin välistä ajo-osuutta?,3
Minkä seuraavista pitäisi olla autoilijoiden pääasiallinen huoli Buffalon–Pittsburgin moottoritiellä tekstikatkelman mukaan?,3
Mitä seuraavista asioista kanjonoinnin aloittaminen ei vaadi?,2
Mikä seuraavista asioista voi olla välttämätön onnistuneen kanjonointiretken kannalta?,4
"Mikä voisi tekstikatkelman mukaan olla hyödyllinen henkilölle, joka aikoo leiriytyä autossaan?",2
"Mitä autoleiriytyjien ei kannata tekstikatkelman mukaan tehdä, jos he eivät halua herättää huomiota?",3
Kuka jälleenrakensi Casablancan toisen kerran tekstikatkelman mukaan?,4
Ketkä hylkäsivät Casablancan luonnonkatastrofin jälkeen?,2
Mikä teki Sintran tunnetuksi ulkomaalaisten keskuudessa tekstikatkelman mukaan?,3
Mitä Armenia ei tunnusta?,4
Mikä vaikuttaa edelleen Azerbaidžanin ja Armenian välisiin suhteisiin?,3
"Mikä voi johtaa lisämaksun perimiseen, kun käytät taksia Charlottessa?",2
Mikä voi olla ongelma Charlottessa asuville lapsiperheille tekstikatkelman mukaan?,2
Kenen vallassa Pohjois-Chile oli ennen kuin espanjalaiset saapuivat?,4
Mitä seuraavista ei tapahtunut vuonna 1810 tekstikatkelman mukaan?,2
Miten ihmiset voivat saavuttaa Ligurian alueen syrjäiset kylät?,3
Mitä italiankielinen termi ‘Cinque Terre’ tarkoittaa?,1
Minkälaiset kengät soveltuvat mahdollisesti liukkaisiin talvikeleihin tekstikatkelman mukaan?,2
Mikä seuraavista ei parantaisi jäisten teiden pitoa talvikeleillä?,4
Mikä seuraavista yhdistää Havaijia ja Cookinsaaria?,3
Mikä seuraavista ei kuvaa Cookinsaaria?,3
Mikä seuraavista puistonvartijoiden asemista tarjoaa kaksi eri majoitusvaihtoehtoa?,1
"Mistä voisit tekstikatkelman mukaan varata puistoluvan, jos haluaisit maksaa käteisellä luottokortin sijaan?",2
Minkälaista hiihtoa harrastetaan jyrkässä maastossa tekstikatkelman mukaan?,3
